name,ra,dec,time,fluence
4B 930721-,298.58,-40.79,49189.53166,0.00000029
GRB 990228-,172.54,-40.73,51237.1811,4.99E-07
GRB 970807-,224.71,-40.72,50667.34598,9.40E-07
4B 950726,12.54,-40.72,49924.59697,NaN
4B 951119-,306.46,-40.71,50040.34528,0.000002195
4B 930113-,341.75,-40.62,49000.254,NaN
4B 930301,296.21,-40.44,49047.65063,0.000003735
4B 920210-,318.78,-40.43,48662.09439,1.21E-07
4B 940207-,203.59,-40.35,49390.41728,1.10E-07
GRB 990216,274.94,-40.34,51225.27067,4.12E-06
GRB 980110,270.01,-40.31,50823.8087,2.64E-06
4B 931208-,234.11,-40.29,49329.39908,NaN
4B 960130,305.83,-40.27,50112.10137,1.09E-06
GRB 980315-,0.47,-40.22,50887.85977,4.06E-08
4B 930503-,5.37,-40.22,49110.86532,1.04E-07
GRB 970623,279.5,-40.19,50622.22455,NaN
4B 931114,29.04,-39.97,49305.21754,0.000002193
4B 940728-,85.49,-39.87,49561.99924,0.000002709
GRB 960913-,137.37,-39.86,50339.16915,3.00E-06
4B 930409-,176.91,-39.75,49086.89283,NaN
4B 920324,158.95,-39.66,48705.87115,NaN
4B 910927-,50.16,-39.65,48526.977,2.51E-06
4B 930127-,310.95,-39.63,49014.67669,3.48E-06
4B 921111-,51.92,-39.54,48937.39108,9.26E-08
GRB 000525,280.22,-39.44,51689.43349,6.49E-07
GRB 990208-,296.1,-39.4,51217.17552,1.83E-06
4B 950805-,79.86,-39.38,49934.15572,1.26E-06
4B 940114-,340.57,-39.28,49366.23465,7.29E-07
GRB 000509,344.19,-39.27,51673.94225,NaN
4B 930705-,283.08,-39.24,49173.52718,0.00000433
4B 940703-,210.28,-39.19,49536.55976,NaN
4B 941222,28.23,-39.16,49708.3142,1.26E-07
4B 940406,225.44,-39.1,49448.04924,1.53E-06
4B 921128,294.51,-38.96,48954.43394,3.59E-07
4B 960616-,168.44,-38.96,50250.55212,2.46E-08
GRB 990614,111.68,-38.91,51343.59776,0.000000426
4B 931014-,57.86,-38.89,49274.49728,2.18E-08
GRB 970416,309.25,-38.88,50554.92542,4.26E-07
GRB 990901,66.38,-38.8,51422.16147,NaN
GRB 980320,226.36,-38.79,50892.01286,1.08E-07
GRB 961022-,159.63,-38.76,50378.79232,4.74E-06
GRB 970807-,289.44,-38.7,50667.76747,1.17E-05
GRB 980421-,355.07,-38.68,50924.81619,1.76E-07
GRB 990518-,343.33,-38.68,51316.72136,6.39E-05
4B 960129-,90.73,-38.6,50111.3165,NaN
GRB 971220-,33.23,-38.55,50802.17122,0.000010455
GRB 971104,290.84,-38.51,50756.85324,1.33E-07
GRB 980624-,174.9,-38.51,50988.41859,3.01E-08
4B 930901,158.28,-38.36,49231.06126,1.33E-06
GRB 980213-,239.21,-38.36,50857.01232,9.74E-07
4B 940412,217.17,-38.35,49454.0698,4.10E-06
GRB 970628-,298.47,-38.25,50627.587,2.08E-08
4B 930829,317.25,-38.21,49228.98519,NaN
GRB 980313-,285.99,-38.16,50885.04948,NaN
GRB 990416,111.31,-38.14,51284.71204,NaN
4B 941110-,123.79,-38.14,49666.19751,3.75E-07
GRB 990822-,111.57,-38.07,51412.5025,1.34E-06
GRB 970523-,39.44,-38.05,50591.52072,NaN
4B 920812-,115.22,-37.91,48846.87463,3.86E-07
4B 930518,349.17,-37.51,49125.13919,1.36E-06
4B 930711-,211.62,-37.39,49179.63235,8.56E-08
4B 930620,59.01,-37.28,49158.37091,NaN
GRB 990128-,269.66,-37.1,51206.39419,1.28E-06
4B 930423,158.23,-37.05,49100.553,NaN
GRB 970224,65.27,-37.04,50503.20935,0.000001401
4B 920511-,24.33,-37.01,48753.93648,0.000000637
4B 930331-,50.13,-36.83,49077.3441,0.000001096
GRB 960830,130.01,-36.8,50325.276,8.01E-07
4B 930305-,40.92,-36.69,49051.29974,4.49E-07
GRB 970226-,335.5,-36.66,50505.39249,3.55E-07
GRB 971023-,191.44,-36.6,50744.49898,1.95E-08
4B 940710-,96.42,-36.59,49543.41353,1.03E-05
4B 910619,21.17,-36.57,48426.59344,1.80E-05
4B 920311,129.76,-36.57,48692.0975,3.57E-05
4B 920714-,215.48,-36.44,48817.54478,NaN
4B 941006,208.54,-36.37,49631.54507,3.95E-06
GRB 961206,28.1,-36.33,50423.19824,4.95E-06
GRB 980614,116.4,-36.28,50978.36869,1.29E-06
4B 920803-,134.71,-36.12,48837.70399,0.000000656
GRB 000511-,331.24,-36.11,51675.05,1.66E-05
4B 941230-,172.72,-36.11,49716.8703,3.65E-06
4B 920519-,355.24,-36.08,48761.02455,NaN
4B 910815,142.77,-36.05,48483.39638,0.000000201
4B 930605-,161.1,-36.01,49143.09362,2.58E-08
4B 920428,303.39,-35.98,48740.4707,NaN
4B 951224,226.35,-35.87,50075.07918,1.34E-07
4B 910802-,81.44,-35.84,48470.03144,2.23E-07
GRB 961111-,175.69,-35.78,50398.56302,NaN
4B 951202,328.06,-35.76,50053.45255,5.87E-06
4B 910916,32.56,-35.65,48515.68878,1.58E-08
GRB 961004,80.6,-35.55,50360.79068,NaN
GRB 970908-,342.37,-35.52,50699.51882,4.97E-08
4B 940120-,101.5,-35.5,49372.44689,1.47E-06
4B 950425,163.16,-35.25,49832.01064,0.000102279
4B 910604,29.47,-35.25,48411.87563,2.01E-07
4B 951102-,189.64,-35.23,50023.33214,4.55E-07
4B 930425-,18,-35.19,49102.42882,0.000013522
4B 960602,272.72,-35.19,50236.16647,1.60E-06
4B 911106-,343.03,-35.16,48566.15418,4.31E-06
4B 920501,123.43,-35,48743.88767,NaN
4B 950914-,57.86,-34.95,49974.81969,1.09E-08
4B 950102-,39.07,-34.94,49719.11489,1.86E-06
4B 950110,238.66,-34.73,49727.78345,8.49E-07
4B 920323,337.89,-34.66,48704.73537,1.41E-06
4B 940826,93.59,-34.63,49590.87176,0.000002785
4B 960810-,185.29,-34.6,50305.28439,3.80E-07
4B 910521-,216.66,-34.52,48397.88488,1.30E-07
GRB 971204,195.83,-34.51,50786.19022,4.69E-07
4B 920321-,198.84,-34.35,48702.98264,NaN
4B 940709,72.02,-34.16,49542.47454,0.000000185
4B 940910-,332.01,-34.11,49605.81348,NaN
4B 911225-,253.31,-34.1,48615.71432,1.63E-07
GRB 990225-,205.66,-34.09,51234.62771,1.63E-07
4B 930328,294.88,-34.06,49074.26384,0.00000257
4B 921023-,136.62,-33.95,48918.80191,6.05E-08
4B 941128-,19.57,-33.95,49684.77878,4.05E-06
GRB 960917,313.87,-33.89,50343.93233,0.000008259
4B 910521-,108.93,-33.75,48397.21848,0.000000315
GRB 991129-,38.52,-33.7,51511.33809,3.68E-07
4B 940330-,193.8,-33.63,49441.86435,NaN
4B 921123-,163.69,-33.58,48949.53916,1.86E-07
4B 930331-,97.18,-33.58,49077.67143,NaN
4B 920330,347.12,-33.49,48711.43964,NaN
GRB 990104-,191.71,-33.4,51182.09294,8.85E-07
4B 910914,170.31,-33.4,48513.40275,9.06E-07
GRB 990720,11.8,-33.36,51379.87894,2.49E-07
4B 951120-,136.91,-33.19,50041.14179,2.08E-07
GRB 970720,229.69,-33.16,50649.93502,1.06E-06
4B 930721-,78.66,-33.15,49189.05373,1.04E-06
GRB 970723,114.46,-33.1,50652.21588,0.00000158
4B 921109,213.46,-33.07,48935.81955,8.84E-07
4B 930401-,238.89,-33.03,49078.05146,1.35E-07
4B 941126-,82.15,-32.98,49682.70442,7.62E-08
4B 920615-,353.29,-32.84,48788.4119,NaN
4B 910721-,313.96,-32.81,48458.14006,2.69E-06
4B 910622,8.46,-32.8,48429.69032,1.49E-07
4B 950130,56.64,-32.75,49747.8838,6.25E-09
4B 960818,76.4,-32.75,50313.66852,NaN
GRB 990530,15.75,-32.66,51328.66908,NaN
4B 930106-,124.79,-32.62,48993.83143,0.000010619
4B 941126-,114.17,-32.58,49682.831,0.000007412
4B 960325-,48.43,-32.57,50167.80895,2.30E-06
4B 930311,126.89,-32.38,49057.24766,0.000000596
GRB 980214-,354.79,-32.35,50858.26899,2.69E-07
4B 940328,97.18,-32.35,49439.50387,3.10E-06
4B 930602-,217.98,-32.34,49140.80894,2.95E-07
GRB 000123-,355.71,-32.31,51566.72945,NaN
GRB 980815,210.94,-32.22,51040.89025,NaN
GRB 980208-,75.99,-32.2,50852.52318,0.000000845
GRB 980802-,252.64,-32.16,51027.3342,NaN
4B 950221-,294.31,-32.15,49769.86465,4.62E-06
4B 940714-,251.35,-32.09,49547.70003,2.58E-06
4B 930922-,164.64,-32.08,49252.2201,6.06E-08
4B 910828,43.37,-32.07,48496.34513,2.21E-07
GRB 970712,19.78,-32.05,50641.53828,NaN
4B 930521,203.15,-31.88,49128.11292,1.07E-07
GRB 971022,238.93,-31.87,50743.49506,0.000000379
4B 960423,199.44,-31.51,50196.50885,NaN
GRB 990824-,136.93,-31.5,51414.1647,4.17E-08
4B 921219,335.98,-31.46,48975.56971,1.36E-07
4B 930613,316.23,-31.41,49151.92782,3.31E-07
4B 950806-,272.75,-31.35,49935.00982,3.38E-07
4B 940806-,276.21,-31.33,49570.19362,NaN
GRB 980724-,127.75,-31.32,51018.51966,1.13E-07
4B 911209-,46.11,-31.3,48599.68244,9.26E-06
GRB 970709-,315.91,-31.3,50638.5633,3.23E-07
4B 940622,299.58,-31.24,49525.55436,0.000002232
4B 960221,47.77,-31.24,50134.22346,0.000001056
GRB 961115,58.63,-31.13,50402.03827,1.85E-06
GRB 971009-,255.96,-31.06,50730.34305,2.78E-07
GRB 980301-,98.55,-31.04,50873.37424,0.00000275
4B 941016,27.8,-31.03,49641.34716,NaN
GRB 991021,346.28,-30.92,51472.08242,1.73E-08
4B 960617-,161.14,-30.9,50251.8819,0.000000197
GRB 970211-,95.61,-30.87,50490.15157,5.33E-07
4B 921102-,134.42,-30.76,48928.95843,1.47E-06
GRB 980712-,4.86,-30.74,51006.87925,NaN
GRB 971122-,118.87,-30.72,50774.6116,NaN
4B 960710,346.48,-30.66,50274.44776,8.28E-09
GRB 970227-,322.79,-30.66,50506.38031,2.74E-07
4B 930108,94.62,-30.44,48995.10341,0.000001591
GRB 970902-,74.74,-30.41,50693.42384,7.71E-07
GRB 980421-,170.91,-30.41,50924.05562,3.22E-07
4B 940526-,80.41,-30.39,49498.45517,1.62E-05
GRB 990625,6.06,-30.31,51354.01705,3.10E-07
4B 910918,298.28,-30.24,48517.01993,4.33E-07
4B 940628,256,-30.19,49531.21227,9.80E-08
GRB 961006-,104.32,-30.06,50362.7995,NaN
4B 930219-,58.29,-30.05,49037.35414,0.000000252
GRB 000415-,199.39,-29.98,51649.6933,1.01E-07
4B 920315-,202.01,-29.98,48696.47122,2.60E-07
GRB 990227,180.07,-29.95,51236.75418,1.65E-07
4B 940216,40.67,-29.94,49399.14777,8.97E-08
4B 931208-,198.73,-29.93,49329.19259,NaN
4B 940619,299.05,-29.89,49522.89677,1.50E-05
GRB 990622-,79.43,-29.73,51351.86633,2.85E-06
4B 960114,216.19,-29.73,50096.51047,5.51E-05
GRB 980426-,206.73,-29.7,50929.45091,5.81E-07
GRB 970504-,164.64,-29.64,50572.53809,NaN
4B 940816,198.3,-29.61,49580.44776,4.70E-07
4B 920218-,132.55,-29.58,48670.27875,0.000000612
4B 960322-,177.52,-29.57,50164.52041,0.000000955
GRB 961014,332.73,-29.55,50370.00587,0.000002194
GRB 990909,28.53,-29.46,51430.32725,NaN
4B 911226,111.29,-29.46,48616.15048,4.48E-08
4B 960610,328.24,-29.35,50244.89101,1.65E-06
GRB 970714-,6.29,-29.34,50643.44928,4.27E-07
4B 920127,322.37,-29.26,48648.89372,0.000000288
4B 910925,265.67,-29.26,48524.14938,7.76E-07
4B 940825,96.61,-29.26,49589.04917,7.54E-08
GRB 980222-,189.77,-29.22,50866.39765,4.34E-07
GRB 970810,307.43,-29.17,50670.90694,NaN
GRB 000107-,285.76,-29.15,51550.90594,6.74E-06
4B 921009,120.41,-29.1,48904.2786,NaN
4B 930420-,36.13,-29.04,49097.22213,3.81E-07
4B 911031-,298.89,-28.89,48560.51339,0.000000277
GRB 961006-,274.65,-28.88,50362.37227,6.62E-06
GRB 970202,49.58,-28.79,50481.29913,5.18E-05
GRB 971130-,199.71,-28.71,50782.64586,NaN
GRB 990823,264.37,-28.67,51413.5422,NaN
GRB 960921-,345.27,-28.55,50347.62765,NaN
GRB 961218-,281.63,-28.55,50435.03502,0.000000473
GRB 000109,248.88,-28.53,51552.43559,NaN
4B 960531-,34.21,-28.5,50234.07958,3.11E-06
GRB 990210-,36.87,-28.47,51219.44014,1.78E-07
4B 920411-,339.72,-28.42,48723.52424,NaN
4B 911122,106.15,-28.37,48582.63813,2.75E-07
4B 920813,206.22,-28.34,48847.14848,1.92E-06
GRB 990129-,204.17,-28.29,51207.72513,2.57E-08
4B 910907,136.55,-28.23,48506.0454,5.84E-07
4B 940307,192.37,-28.2,49418.33073,1.17E-06
4B 940415-,255.16,-28.19,49457.36922,4.57E-07
4B 920721-,0.64,-28.18,48824.26413,NaN
4B 930309-,32.57,-28.16,49055.5194,9.25E-08
4B 951208-,57.66,-28.15,50059.49124,NaN
4B 941115,159.96,-27.89,49671.26586,9.74E-08
4B 921110-,33.57,-27.86,48936.11561,NaN
4B 950502,164.65,-27.86,49839.07413,2.05E-07
GRB 990213-,203.02,-27.81,51222.01423,NaN
GRB 990515,43.56,-27.81,51313.05297,1.07E-06
GRB 990904-,301.75,-27.75,51425.66503,8.89E-07
GRB 980512,270.18,-27.56,50945.97883,NaN
4B 950210,154.55,-27.48,49758.09747,1.62E-07
4B 910529,205.43,-27.4,48405.73334,2.28E-07
4B 920628-,317.79,-27.32,48801.87341,4.09E-07
GRB 980530-,148.31,-27.29,50963.04211,2.00E-07
GRB 990713-,310.46,-27.28,51372.9016,NaN
4B 951116,11.56,-27.25,50037.35403,3.14E-07
GRB 981203-,293.34,-27.24,51150.30394,NaN
4B 960420,234.25,-27.23,50193.19496,6.70E-07
4B 910818,268.34,-27.09,48486.57275,1.08E-06
GRB 990519,317.78,-27.08,51317.64137,7.97E-07
4B 931021-,211.51,-27.07,49281.37262,NaN
GRB 980319,10.26,-26.97,50891.37361,8.16E-07
GRB 991123-,182.96,-26.95,51505.9274,1.36E-08
4B 960604,313.9,-26.93,50238.85264,1.27E-07
GRB 990304-,220.19,-26.91,51241.9365,7.15E-08
4B 950521,22.21,-26.86,49858.29117,0.000001815
GRB 961009-,218.33,-26.63,50365.08622,7.91E-08
GRB 991023,233.95,-26.52,51474.59393,8.03E-07
4B 911109,112.01,-26.52,48569.14419,0.000001834
GRB 970414-,21.35,-26.47,50552.67018,3.86E-08
GRB 000326-,333.36,-26.36,51629.22149,NaN
4B 920318-,254.5,-26.31,48699.45641,2.54E-07
4B 920627-,212.6,-26.28,48800.42967,NaN
GRB 970226-,45.44,-26.26,50505.42942,0.000002305
GRB 990506-,178.94,-26.23,51304.47466,5.27E-05
4B 940414-,181.26,-26.15,49456.69891,2.11E-05
4B 920629,249.63,-26.14,48802.37979,2.37E-08
GRB 980924,65.95,-26.05,51080.62804,2.24E-07
4B 930221,145.13,-25.85,49039.76606,7.78E-08
4B 911205,103.97,-25.85,48595.96159,2.81E-06
4B 921102-,218.08,-25.67,48928.65774,2.24E-07
4B 931005,124.12,-25.66,49265.66002,0.000000216
4B 921227,206.33,-25.65,48983.53065,3.15E-06
GRB 990323-,246.76,-25.63,51260.59958,NaN
4B 930916-,23.96,-25.58,49246.14114,NaN
4B 960515,135.91,-25.52,50218.02357,1.23E-07
GRB 960921-,223.22,-25.35,50347.3367,0.000000551
4B 940529-,163.64,-25.33,49501.13684,0.000000736
4B 910502-,114.48,-25.31,48378.47069,3.41E-08
4B 910710,248.14,-25.29,48447.19004,1.28E-07
4B 940711,110.58,-25.25,49544.7598,5.27E-07
4B 940108,76.23,-25.14,49360.27427,1.84E-08
4B 920818,43.86,-24.98,48852.59006,2.95E-07
4B 940812-,231.22,-24.96,49576.6322,2.23E-07
4B 960516-,278.25,-24.92,50219.03562,1.83E-08
GRB 980112-,136.11,-24.79,50825.35388,NaN
4B 960524-,358.52,-24.77,50227.83969,6.55E-06
4B 941020-,49.99,-24.74,49645.83713,NaN
GRB 980331-,131.36,-24.67,50903.27924,2.60E-06
GRB 991022,1,-24.66,51473.77262,NaN
GRB 970406-,50.81,-24.64,50544.26371,NaN
GRB 971004-,354.55,-24.6,50725.57929,3.41E-08
GRB 981031,278.25,-24.57,51117.40399,3.79E-06
GRB 990507-,13.78,-24.45,51305.10576,3.79E-07
GRB 981226,267.15,-24.4,51173.44935,7.70E-07
4B 951016-,35.82,-24.36,50006.02872,0.000003585
4B 910827,121.61,-24.34,48495.31355,1.43E-07
4B 930506-,255.35,-24.34,49113.75963,4.51E-07
GRB 991004-,40.58,-24.33,51455.28121,NaN
4B 941013,152.37,-24.32,49638.96287,NaN
GRB 990126-,321.14,-24.3,51204.60005,2.30E-06
4B 930416,144.55,-24.18,49093.93557,8.35E-07
4B 941031-,217.27,-24.16,49656.4736,0.000004312
4B 950114-,313.91,-24.15,49731.04216,0.000000401
GRB 990102-,218.35,-24.04,51180.39845,2.98E-07
GRB 000324,207.02,-24.04,51627.21544,3.47E-07
GRB 970628-,45.92,-24.02,50627.86569,7.36E-07
GRB 980330,224.92,-24.01,50902.00108,1.03E-06
4B 950711,85.81,-24.01,49909.1596,8.01E-06
4B 951205,257.79,-24.01,50056.25208,NaN
4B 940302,12.49,-23.97,49413.21425,6.25E-05
GRB 980805,115.32,-23.93,51030.56742,NaN
GRB 970326-,133.98,-23.92,50533.58237,1.02E-07
4B 930727-,159.99,-23.89,49195.33923,NaN
GRB 980113,261.03,-23.83,50826.17182,0.00000503
GRB 991028,80.94,-23.77,51479.36874,6.51E-08
4B 940529-,66.19,-23.75,49501.68098,NaN
4B 920531,86.84,-23.68,48773.67386,NaN
4B 940702,29.73,-23.53,49535.39458,0.000003499
4B 960607-,299.29,-23.51,50241.25604,1.71E-08
GRB 970912-,181.28,-23.46,50703.91139,7.01E-06
GRB 960913-,182.58,-23.45,50339.96202,0.000004039
GRB 971216,357.02,-23.42,50798.32294,8.43E-08
4B 920717-,326.84,-23.33,48820.28011,NaN
4B 950410,322.3,-23.28,49817.79186,1.74E-07
4B 940413-,206.26,-23.23,49455.42536,1.38E-06
GRB 980617-,56.7,-23.21,50981.28666,0.000000388
4B 940113,209.39,-23.16,49365.69993,NaN
GRB 970317-,339.71,-23.15,50524.02037,2.03E-06
4B 931127,250.81,-23.07,49318.03483,1.02E-06
GRB 980929,166.25,-22.99,51085.91085,3.39E-07
4B 960304,2.48,-22.95,50146.36809,9.32E-09
GRB 970324,9.06,-22.84,50531.09888,4.46E-07
4B 911202-,172.5,-22.84,48592.85335,0.000014378
4B 910425-,91.29,-22.77,48371.02622,0.000014732
4B 910923,52.53,-22.57,48522.76628,5.71E-07
GRB 990426,263.04,-22.41,51294.39496,2.00E-07
GRB 970501,148.82,-22.32,50569.36687,2.74E-07
GRB 991011-,159.81,-22.28,51462.06304,3.39E-07
4B 911026,74.68,-22.27,48555.54654,5.22E-07
4B 930503-,19.62,-22.26,49110.59555,1.28E-07
4B 940425-,119.11,-22.17,49467.28745,4.56E-07
4B 920707,276.64,-22.06,48810.04745,1.80E-07
GRB 990117-,316.36,-22.02,51195.88351,3.26E-06
4B 950223,325.56,-21.99,49771.09941,0.00000259
4B 940226-,303.12,-21.95,49409.00827,2.06E-07
4B 940507,207.36,-21.93,49479.81384,4.64E-08
GRB 970101,329.96,-21.92,50449.26587,8.09E-07
4B 960330,26.11,-21.91,50172.0144,1.20E-06
GRB 980427,225.17,-21.89,50930.65314,5.18E-08
4B 951104-,264.53,-21.81,50025.23133,7.51E-08
4B 931110,217.59,-21.81,49301.7181,3.33E-07
GRB 961218-,97.75,-21.73,50435.81634,2.29E-07
4B 930206-,10.35,-21.72,49024.05334,1.68E-07
4B 930426-,45.45,-21.72,49103.38858,NaN
4B 951121,206.54,-21.7,50042.25789,2.47E-06
4B 911204,68.69,-21.6,48594.72341,1.34E-07
4B 950530,115.39,-21.6,49867.63674,7.39E-07
GRB 961216,69.71,-21.48,50433.68682,6.38E-07
4B 911111-,121.11,-21.28,48571.93041,1.85E-06
GRB 980326-,266.29,-21.27,50898.18523,1.76E-07
4B 930114-,90.99,-21.23,49001.18536,NaN
4B 960129-,192.74,-21.17,50111.6419,8.51E-07
GRB 970708-,141.12,-21.16,50637.1472,1.88E-07
GRB 980910-,195.07,-21.15,51066.70676,NaN
4B 950625,271.64,-21.15,49893.169,2.53E-06
4B 940407-,59.03,-21.15,49449.49464,NaN
4B 911208-,112.68,-21.14,48598.004,0.000000828
4B 911129-,40.56,-21.01,48589.7499,3.61E-08
GRB 980108,311,-20.95,50821.77925,NaN
GRB 991004-,229.78,-20.91,51455.18033,1.14E-06
4B 920315-,320.58,-20.89,48696.18018,2.19E-06
4B 911118-,167.03,-20.85,48578.79002,0.000014736
4B 950529,239.06,-20.82,49866.42701,5.92E-07
4B 950701-,320.14,-20.82,49899.14766,NaN
4B 930121-,8.48,-20.81,49008.38692,3.21E-07
4B 920110-,58.08,-20.8,48631.38748,9.06E-06
4B 940421,183.6,-20.8,49463.92353,NaN
4B 920908,101.46,-20.72,48873.34844,NaN
4B 920902-,279.15,-20.7,48867.0201,0.000024791
4B 951014-,167.85,-20.64,50004.50422,0.000001092
4B 910930-,131.8,-20.62,48529.49687,0.000001488
4B 930410,25.04,-20.56,49087.124,1.17E-06
4B 960512,251.01,-20.48,50215.88001,5.56E-09
4B 940925,107.07,-20.39,49620.67502,1.01E-06
4B 960331-,111.86,-20.39,50173.24545,0.000001757
GRB 000508-,253.54,-20.38,51672.7992,0.000009658
GRB 990527-,344.56,-20,51325.5812,NaN
4B 930127-,245.3,-19.96,49014.01994,4.43E-07
4B 940218,349.71,-19.69,49401.81422,NaN
GRB 980708,14.38,-19.58,51002.60977,NaN
4B 910426,75.82,-19.51,48372.92647,1.26E-06
GRB 970201-,55.13,-19.44,50480.66262,4.69E-06
4B 911210,294.87,-19.4,48600.87902,6.16E-07
GRB 000313-,229.1,-19.37,51616.18728,NaN
GRB 990504,54.88,-19.34,51302.50819,2.02E-07
GRB 990427,354.14,-19.27,51295.65552,NaN
4B 951203,279.84,-19.25,50054.04615,2.96E-05
4B 960404,287.96,-19.24,50177.10297,6.44E-07
4B 940714-,135.53,-19.2,49547.88773,4.17E-07
GRB 971230-,147.61,-19.15,50812.46394,2.84E-07
4B 930318-,106.18,-19.14,49064.29816,3.35E-07
GRB 970330-,347.74,-19.12,50537.37422,1.11E-06
GRB 990129-,100.98,-19.08,51207.15392,1.22E-07
GRB 991004-,210.75,-19.04,51455.55163,0.000006532
GRB 990403-,301.41,-19.02,51271.09898,2.55E-06
4B 930706-,278.55,-18.96,49174.21772,0.00000461
4B 951211-,81.16,-18.93,50062.24721,9.14E-08
4B 930318-,150.48,-18.85,49064.52075,3.72E-06
GRB 980508-,271.35,-18.78,50941.50863,9.76E-07
GRB 981210,351.58,-18.77,51157.56655,NaN
GRB 990225-,232.94,-18.73,51234.81862,NaN
4B 920303-,269.66,-18.71,48684.98123,8.95E-07
4B 931019-,242.92,-18.7,49279.76568,1.08E-06
GRB 980609-,320.52,-18.65,50973.85574,1.09E-06
GRB 980326-,133.33,-18.64,50898.88812,NaN
4B 910718-,276.07,-18.58,48455.8802,2.54E-07
GRB 961214,207.44,-18.54,50431.39443,7.37E-07
4B 941125,240.92,-18.48,49681.9198,NaN
GRB 990413,180,-18.44,51281.32926,1.70E-06
GRB 970627-,285.24,-18.36,50626.84262,2.11E-07
4B 960731-,199.53,-18.29,50295.14089,6.48E-08
GRB 990912,85.06,-18.27,51433.97737,8.64E-07
4B 920419-,149.72,-18.25,48731.45463,3.43E-07
4B 931215-,15.92,-18.25,49336.52638,NaN
4B 930609-,203.8,-18.21,49147.81005,2.93E-08
GRB 990112,277.24,-18.19,51190.59539,1.49E-06
GRB 990620-,268.54,-18.14,51349.47457,0.000000996
4B 941215-,157.75,-18.08,49701.33947,3.07E-07
4B 960516-,62.28,-18.07,50219.9751,2.08E-06
GRB 000202,5.24,-17.89,51576.37783,3.92E-07
GRB 991011-,203.42,-17.87,51462.57137,1.20E-07
GRB 980525,157.61,-17.86,50958.1075,9.71E-08
4B 930421-,69,-17.82,49098.18544,1.44E-07
GRB 971222,289.93,-17.81,50804.48396,3.62E-08
4B 920610,147.83,-17.81,48783.04993,NaN
4B 940921-,204.9,-17.77,49616.21404,2.48E-05
4B 920502-,33.05,-17.73,48744.25207,NaN
4B 911224-,342.04,-17.71,48614.64969,2.58E-07
GRB 970516,65.3,-17.66,50584.82868,4.03E-08
GRB 980203-,3.46,-17.65,50847.9494,4.96E-05
4B 950610,100.1,-17.65,49878.07928,1.03E-06
GRB 970424-,198.04,-17.53,50562.42332,4.57E-06
4B 940810,212.01,-17.47,49574.0991,6.49E-06
4B 931221-,244.81,-17.42,49342.97992,4.24E-08
4B 931126-,3.29,-17.4,49317.81365,NaN
GRB 970907-,175.47,-17.34,50698.27038,6.45E-07
4B 950822-,125.67,-17.24,49951.38852,4.64E-07
4B 921017,198.49,-17.23,48912.99668,6.36E-08
4B 910904,354.15,-17.09,48503.64919,1.84E-07
GRB 971007,221.72,-17.07,50728.66392,NaN
4B 940827-,133.82,-16.97,49591.95016,NaN
4B 930506-,101.83,-16.66,49113.23456,2.03E-06
GRB 970613-,199.81,-16.6,50612.41994,2.54E-07
GRB 990303-,317.68,-16.59,51240.16598,NaN
GRB 000111,134.73,-16.56,51554.11248,6.24E-07
4B 920615-,258.36,-16.5,48788.25871,NaN
GRB 990330-,35.61,-16.48,51267.7577,7.35E-08
4B 920517-,204.1,-16.47,48759.13744,1.17E-05
GRB 980723,145.87,-16.43,51017.59371,2.53E-07
4B 910711,209.87,-16.39,48448.39713,1.07E-07
4B 930609-,208.73,-16.38,49147.42181,8.30E-06
4B 951110,17.68,-16.38,50031.96513,3.17E-07
GRB 981009-,264,-16.37,51095.89538,1.71E-07
4B 941018-,55.74,-16.28,49643.25152,0.000008984
4B 960418-,110.32,-16.15,50191.77309,5.46E-07
4B 940613,316.05,-16.14,49516.86021,2.26E-07
GRB 981201,324.24,-16.06,51148.87329,NaN
4B 930721-,109.84,-16,49189.62144,2.78E-07
GRB 970704-,74.82,-16,50633.04742,1.08E-05
GRB 990528,65.86,-15.92,51326.40434,1.69E-06
GRB 991011-,334.77,-15.91,51462.35859,NaN
GRB 970420,212.99,-15.91,50558.84308,2.29E-05
GRB 980124-,345.58,-15.83,50837.94528,5.52E-07
4B 920205,39.39,-15.83,48657.62814,1.64E-07
GRB 000115,116.55,-15.79,51558.61773,9.71E-06
4B 921222,85.68,-15.64,48978.85617,0.00000019
4B 950104,303.26,-15.63,49721.30462,8.03E-06
GRB 991004-,329.94,-15.62,51455.07854,0.000002615
4B 930805-,334.55,-15.6,49204.52742,1.05E-06
4B 910427,78.86,-15.59,48373.37871,5.21E-07
4B 940616-,336.22,-15.56,49519.45919,0.000000491
4B 910908,226.1,-15.53,48507.45874,6.51E-07
4B 960702-,36.78,-15.53,50266.63294,NaN
4B 940829,129.39,-15.48,49593.39395,1.15E-06
4B 930106-,199.46,-15.43,48993.40677,0.000000386
GRB 970517-,112.11,-15.41,50585.37827,0.000005379
4B 940626,192.53,-15.37,49529.03191,NaN
4B 920203,269.74,-15.26,48655.65055,2.16E-07
4B 960229-,60.61,-15.26,50142.9424,9.32E-08
4B 940128-,224.02,-15.22,49380.70215,5.50E-06
GRB 990428,132.86,-15.07,51296.39236,4.18E-08
GRB 990706-,314.79,-15.04,51365.60236,NaN
GRB 000331-,169.4,-15.02,51634.15831,NaN
GRB 990726,3.91,-14.94,51385.38797,0.000001102
