name,time,ra,dec,redshift,fluence
GRB 910619,48426.59344,21.17,-36.57,,114
GRB 920311,48692.0975,129.76,-36.57,,0.000307
GRB 920714B,48817.54478,215.48,-36.44,,90.8
GRB 030509B,52768.72807,332.088,-36.396,,0.0000038
GRB 920311,48692.0975,132.169,-36.3937,,0.000307
GRB 920311,48692.09752,132.169,-36.3937,,0.000307
GRB 920311,48692.09752,132.25,-36.39,,0.000307
GRB 941006,49631.54507,208.54,-36.37,,7.53
GRB 961206,50423.19824,28.1,-36.33,,12.8
GRB 980614,50978.36869,116.4,-36.28,,2.68
GRB 920803B,48837.70399,134.71,-36.12,,1.04
GRB 941230C,49716.8703,172.72,-36.11,,32.7
GRB 000511A,51675.05,331.24,-36.11,,78.5
GRB 920519A,48761.02455,355.24,-36.08,,
GRB 910815A,48483.39638,142.77,-36.05,,2.91
GRB 930605A,49143.09362,161.1,-36.01,,6.42E-08
GRB 910721A,48458.14006,320,-36,,0.27
GRB 911214,48604.77948,89,-36,,0.24
GRB 920508,48750.16556,48,-36,,0.35
GRB 920829A,48863.34138,355,-36,,1.91
GRB 930721A,49189.05373,74,-36,,12.6
GRB 941205A,49691.12991,281,-36,,0.28
GRB 990123B,51201.55535,285,-36,,0.41
GRB 000511A,51675.04998,333,-36,,78.5
GRB 920428A,48740.4707,303.39,-35.98,,
GRB 030513,52772.42854,331.777,-35.944,,0.0000041
GRB 951224A,50075.07918,226.35,-35.87,,0.000000258
GRB 910802A,48470.03144,81.44,-35.84,,0.000000408
GRB 931208B,49329.39907,167.143,-35.836,,
GRB 931208A,49329.19258,167.142,-35.783,,
GRB 961111B,50398.56302,175.69,-35.78,,
GRB 951202,50053.45255,328.06,-35.76,,33.2
GRB 730610,41843.87479,25.55,-35.75,,0.0001
GRB 790327B,43959.68677,208.74,-35.74,,0.00001
GRB 040810,53227,359.998,-35.6863,,
GRB 910916,48515.68878,32.56,-35.65,,0.23
GRB 970402D,50540.93031,336.646,-35.576,,
GRB 950513,49850.94564,184.322,-35.558,,
GRB 961004,50360.79068,80.6,-35.55,,
GRB 970908B,50699.51882,342.37,-35.52,,0.43
GRB 940120B,49372.44689,101.5,-35.5,,3.74
GRB 021125B,52603.24932,2.237,-35.258,,0.0000017
GRB 030518A,52777.05815,331.814,-35.254,,0.000015
GRB 910604,48411.87563,29.47,-35.25,,0.000000404
GRB 950425A,49832.01064,163.16,-35.25,,267
GRB 030518B,52777.13353,331.813,-35.244,,0.0000037
GRB 951102D,50023.33214,189.64,-35.23,,3.19
GRB 791109B,44186.33265,132.5,-35.19,,0.00001
GRB 930425A,49102.42882,18,-35.19,,0.0000209
GRB 960602A,50236.16647,272.72,-35.19,,11.7
GRB 911106A,48566.15418,343.03,-35.16,,0.00000737
GRB 791209,44216.66493,254.33,-35.08,,0.000086
GRB 910622,48429.6903,9,-35,,0.88
GRB 911112,48572.36287,4,-35,,0.94
GRB 920501,48743.88767,123.43,-35,,
GRB 921109,48935.81955,209,-35,,0.87
GRB 940226A,49409.00826,293,-35,,0.98
GRB 940424,49466.36014,32,-35,,1.02
GRB 941128B,49684.77869,19,-35,,43
GRB 950603,49871.24605,56,-35,,8.09
GRB 950726B,49924.59697,13,-35,,4.4
GRB 960420A,50193.19497,245,-35,,2.12
GRB 960604,50238.85263,301,-35,,0.29
GRB 960913C,50339.96201,188,-35,,18.8
GRB 970202B,50481.29904,51,-35,,103
GRB 981127,51144.63242,156,-35,,2.82
GRB 990104B,51182.09292,191,-35,,4.65
GRB 990225A,51234.62771,202,-35,,0.78
GRB 990518C,51316.72135,350,-35,,305
GRB 991129B,51511.39927,230,-35,,0.89
GRB 000209,51583.08826,220,-35,,0.52
GRB 950914D,49974.81969,57.86,-34.95,,3.18E-08
GRB 950102A,49719.11489,39.07,-34.94,,0.48
GRB 930118,49005.74568,221.8,-34.8,,10.9
GRB 050128,53398.01382,219.587,-34.762,,0.0000045
GRB 950110C,49727.78344,238.66,-34.73,,1.58
GRB 920323,48704.73537,337.89,-34.66,,0.00000314
GRB 791014A,44160.46773,96.75,-34.63,,0.000048
GRB 940826A,49590.87176,93.59,-34.63,,30.9
GRB 960810A,50305.28439,185.29,-34.6,,3.79
GRB 910521B,48397.88488,216.66,-34.52,,0.75
GRB 971204,50786.19022,195.83,-34.51,,1.54
GRB 030523A,52782.64652,331.788,-34.484,,0.0000094
GRB 920321D,48702.98264,198.84,-34.35,,
GRB 800103,44241.76076,30.36,-34.19,,
GRB 940709,49542.47454,72.02,-34.16,,0.000000413
GRB 940910A,49605.81348,332.01,-34.11,,26.3
GRB 911225B,48615.71432,253.31,-34.1,,1.77
GRB 990225A,51234.62771,205.66,-34.09,,0.78
GRB 930328,49074.26384,294.88,-34.06,,0.00000586
GRB 911003,48532.97929,53,-34,,0.31
GRB 921102B,48928.65773,216,-34,,0.8
GRB 940526B,49498.45517,92,-34,,28.8
GRB 950110C,49727.78344,244,-34,,1.58
GRB 950711,49909.15959,67,-34,,43.6
GRB 951202,50053.45255,328,-34,,33.2
GRB 960107C,50089.51218,211,-34,,5.17
GRB 960602A,50236.16647,273,-34,,11.7
GRB 960614D,50248.96787,105,-34,,1.07
GRB 960617B,50251.8819,164,-34,,1.9
GRB 971009A,50730.34303,261,-34,,2.13
GRB 980709A,51003.19644,15,-34,,1.48
GRB 990228,51237.1811,172,-34,,2.2
GRB 000213A,51587.59644,166,-34,,0.27
GRB 921023B,48918.80191,136.62,-33.95,,0.34
GRB 941128B,49684.77878,19.57,-33.95,,43
GRB 791111,44188.47337,214.65,-33.93,,0.000035
GRB 960917,50343.93233,313.87,-33.89,,24.6
GRB 950425A,49832.01064,164.69,-33.77,,267
GRB 910521A,48397.21848,108.93,-33.75,,2.08
GRB 991129A,51511.33809,38.52,-33.7,,0.63
GRB 940330B,49441.86435,193.8,-33.63,,
GRB 921123B,48949.53916,163.69,-33.58,,2.14
GRB 930331C,49077.67143,97.18,-33.58,,
GRB 920330,48711.43964,347.12,-33.49,,
GRB 030519B,52778.58673,239.7583,-33.4883,,0.00006
GRB 030519B,52778.58673,241.1255,-33.473,,0.00006
GRB 041219B,53358.02694,167.674,-33.458,,
GRB 910914,48513.40275,170.31,-33.4,,6.64
GRB 990104B,51182.09294,191.71,-33.4,,4.65
GRB 990720B,51379.87894,11.8,-33.36,,0.0000018
GRB 951120A,50041.14179,136.91,-33.19,,0.000000496
GRB 970720B,50649.93502,229.69,-33.16,,0.35
GRB 930721A,49189.05373,78.66,-33.15,,12.6
GRB 970723,50652.21588,114.46,-33.1,,0.00000245
GRB 921109,48935.81955,213.46,-33.07,,0.87
GRB 930401A,49078.05146,238.89,-33.03,,0.000000379
GRB 911225B,48615.71433,255,-33,,1.77
GRB 931226B,49347.85256,229,-33,,0.63
GRB 941222B,49708.31419,19,-33,,1.13
GRB 941230C,49716.86995,172,-33,,32.7
GRB 950417A,49824.30394,160,-33,,1.3
GRB 950806A,49935.00981,268,-33,,0.41
GRB 951102D,50023.33214,195,-33,,3.19
GRB 960603,50237.70531,127,-33,,2.67
GRB 961217,50434.82014,319,-33,,0.25
GRB 970324A,50531.09888,10,-33,,0.88
GRB 980210,50854.69579,165,-33,,0.3
GRB 990128A,51206.39418,275,-33,,1.84
GRB 941126D,49682.70442,82.15,-32.98,,0.000000157
GRB 920615B,48788.4119,353.29,-32.84,,
GRB 950510A,49847.32499,183.07,-32.803,,6.36
GRB 910622,48429.69032,8.46,-32.8,,0.88
GRB 920501,48743.88767,123.8387,-32.7587,,
GRB 950130,49747.8838,56.64,-32.75,,2.15E-08
GRB 960818,50313.66852,76.4,-32.75,,
GRB 721218,41669.85253,120.578,-32.739,,
GRB 990530A,51328.66908,15.75,-32.66,,
GRB 930106D,48993.83143,124.79,-32.62,,37
GRB 941126E,49682.831,114.17,-32.58,,24.7
GRB 960325B,50167.80895,48.43,-32.57,,0.00000795
GRB 930311,49057.24766,126.89,-32.38,,0.21
GRB 940328,49439.50387,97.18,-32.35,,0.00000625
GRB 980214A,50858.26899,354.79,-32.35,,1.65
GRB 930602B,49140.80894,217.98,-32.34,,0.000000846
GRB 000123B,51566.72945,355.71,-32.31,,
GRB 980815,51040.89025,210.94,-32.22,,
GRB 791018,44164.33552,221.09,-32.2,,
GRB 980802B,51027.3342,252.64,-32.16,,
GRB 950221A,49769.86465,294.31,-32.15,,0.0000111
GRB 940714B,49547.70003,251.35,-32.09,,0.00000511
GRB 930922B,49252.2201,164.64,-32.08,,0.000000217
GRB 970712,50641.53828,19.78,-32.05,,
GRB 910421A,48367.07409,296,-32,,1.35
GRB 910828,48496.34514,43,-32,,0.47
GRB 910925,48524.14938,260,-32,,3.38
GRB 920803B,48837.70399,123,-32,,1.04
GRB 930118,49005.74568,221,-32,,10.9
GRB 940120B,49372.44689,101,-32,,3.74
GRB 940307,49418.33071,192,-32,,5.49
GRB 940622,49525.55436,297,-32,,16.9
GRB 940812B,49576.28792,248,-32,,0.38
GRB 940910A,49605.81347,330,-32,,26.3
GRB 940926,49621.053,53,-32,,0.44
GRB 950223,49771.0994,321,-32,,12.5
GRB 950510C,49847.91903,332,-32,,0.7
GRB 951121,50042.25788,201,-32,,20.2
GRB 970709B,50638.5633,315,-32,,1.22
GRB 981223A,51170.07999,321,-32,,0.78
GRB 990614,51343.59774,109,-32,,1.68
GRB 990822A,51412.5025,114,-32,,20.5
GRB 991023,51474.59392,236,-32,,7.3
GRB 000528,51692.36568,161.35,-32,,
GRB 930521,49128.11292,203.15,-31.88,,0.000000214
GRB 971022,50743.49506,238.93,-31.87,,2.1
GRB 950131A,49748.48304,331.814,-31.836,,
GRB 940907B,49602.85856,161.42,-31.81,,0.0000115
GRB 900327,47977.43366,323.25,-31.78,,0.00000045
GRB 960423,50196.50885,199.44,-31.51,,
GRB 990824A,51414.1647,136.93,-31.5,,0.55
GRB 921219,48975.56971,335.98,-31.46,,0.44
GRB 930613,49151.92782,316.23,-31.41,,0.000000438
GRB 950806A,49935.00982,272.75,-31.35,,0.41
GRB 940806B,49570.19362,276.21,-31.33,,
GRB 980724A,51018.51966,127.75,-31.32,,0.36
GRB 911209B,48599.68244,46.11,-31.3,,26.5
GRB 970709B,50638.5633,315.91,-31.3,,1.22
GRB 940622,49525.55436,299.58,-31.24,,16.9
GRB 960221A,50134.22346,47.77,-31.24,,1.59
GRB 990625,51354.01705,6.64,-31.2,,0.87
GRB 961115,50402.03827,58.63,-31.13,,0.00000386
GRB 971009A,50730.34305,255.96,-31.06,,2.13
GRB 980301C,50873.37424,98.55,-31.04,,0.00000523
GRB 941016,49641.34716,27.8,-31.03,,
GRB 910521A,48397.21847,103,-31,,2.08
GRB 910529,48405.73333,207,-31,,1.12
GRB 910914,48513.40274,162,-31,,6.64
GRB 910918,48517.01993,297,-31,,4.73
GRB 911107,48567.04862,72,-31,,20.7
GRB 930106D,48993.83142,126,-31,,37
GRB 931014B,49274.49727,59,-31,,0.31
GRB 940302,49413.21436,16,-31,,429
GRB 940619,49522.89676,298,-31,,126
GRB 940816B,49580.44772,200,-31,,1.96
GRB 941005B,49630.32867,111,-31,,0.21
GRB 950102A,49719.11488,46,-31,,0.48
GRB 950502A,49839.07413,174,-31,,0.54
GRB 950626B,49894.7637,146,-31,,0.42
GRB 970226B,50505.39248,327,-31,,2.42
GRB 970326B,50533.58236,128,-31,,0.47
GRB 970902C,50693.42383,75,-31,,2.24
GRB 980208A,50852.52317,76,-31,,6.4
GRB 980214A,50858.26899,356,-31,,1.65
GRB 980426A,50929.4509,206,-31,,4.5
GRB 991012A,51463.01441,320,-31,,0.23
GRB 991129A,51511.33809,49,-31,,0.63
GRB 991021A,51472.08242,346.28,-30.92,,4.05E-08
GRB 960617B,50251.8819,161.14,-30.9,,1.9
GRB 970211B,50490.15157,95.61,-30.87,,4.82
GRB 921102C,48928.95843,134.42,-30.76,,2.38
GRB 920714B,48817.54483,221.43,-30.75,,90.8
GRB 980712B,51006.87925,4.86,-30.74,,
GRB 971122B,50774.6116,118.87,-30.72,,
GRB 960710B,50274.44776,346.48,-30.66,,2.17E-08
GRB 970227A,50506.38031,322.79,-30.66,,3.09
GRB 920714B,48817.54478,220.857,-30.61,,90.8
GRB 920714B,48817.54483,220.857,-30.61,,90.8
GRB 930108,48995.10341,94.62,-30.44,,19.6
GRB 980421A,50924.05562,170.91,-30.41,,0.000000905
GRB 940526B,49498.45517,80.41,-30.39,,28.8
GRB 990625,51354.01705,6.06,-30.31,,0.87
GRB 920714B,48817.54505,221.15,-30.21,,90.8
GRB 940628,49531.21227,256,-30.19,,0.000000365
GRB 920714B,48817.54478,221.0017,-30.1166,,90.8
GRB 961006B,50362.7995,104.32,-30.06,,
GRB 930219D,49037.35414,58.29,-30.05,,0.000000389
GRB 940619,49522.89677,298.59,-30.05,,126
GRB 910817B,48485.71488,289.77,-30.01,,0.0000076
GRB 920218A,48670.27865,128,-30,,6.28
GRB 930331B,49077.3441,46,-30,,7.37
GRB 940418,49460.56528,233,-30,,0.25
GRB 940507,49479.81384,199,-30,,0.23
GRB 960116B,50098.85169,300,-30,,1.83
GRB 960330,50172.01439,29,-30,,5.18
GRB 960531A,50234.07957,30,-30,,26.1
GRB 961210,50427.12447,252,-30,,1.7
GRB 970211B,50490.15155,99,-30,,4.82
GRB 970614C,50613.99384,195,-30,,0.47
GRB 990625,51354.01705,4,-30,,0.87
GRB 990824A,51414.1647,140,-30,,0.55
GRB 000318,51621.14966,167,-30,,1.62
GRB 920315B,48696.47122,202.01,-29.98,,0.000000503
GRB 000415C,51649.6933,199.39,-29.98,,0.35
GRB 990227B,51236.75418,180.07,-29.95,,1.46
GRB 940216,49399.14777,40.67,-29.94,,0.35
GRB 931208A,49329.19259,198.73,-29.93,,
GRB 940619,49522.89677,299.05,-29.89,,126
GRB 710630,41132.72985,27.57,-29.75,,0.0005
GRB 960114,50096.51047,216.19,-29.73,,526
GRB 990622C,51351.86633,79.43,-29.73,,8.46
GRB 980426A,50929.45091,206.73,-29.7,,4.5
GRB 970504A,50572.53809,164.64,-29.64,,
GRB 940816B,49580.44776,198.3,-29.61,,1.96
GRB 920218A,48670.27875,132.55,-29.58,,6.28
GRB 960322C,50164.52041,177.52,-29.57,,1.29
GRB 961014,50370.00587,332.73,-29.55,,0.00000375
GRB 990909,51430.32725,28.53,-29.46,,
GRB 960610B,50244.89101,328.24,-29.35,,3.95
GRB 970714B,50643.44928,6.29,-29.34,,1.31
GRB 910925,48524.14938,265.67,-29.26,,3.38
GRB 920127,48648.89372,322.37,-29.26,,0.000000702
GRB 940825,49589.04917,96.61,-29.26,,0.000000269
GRB 980222B,50866.39765,189.77,-29.22,,2.67
GRB 970810B,50670.90694,307.43,-29.17,,
GRB 000107C,51550.90594,285.76,-29.15,,0.0000109
GRB 921009,48904.2786,120.41,-29.1,,
GRB 930420A,49097.22213,36.13,-29.04,,1.13
GRB 701201,40921.83402,91.49,-29.01,,0.00004
GRB 701201,40921.83402,91.486,-29.006,,0.00004
GRB 910530B,48406.46475,247,-29,,0.22
GRB 910710,48447.19003,243,-29,,0.47
GRB 910908A,48507.39264,228,-29,,12.4
GRB 911202B,48592.85336,182,-29,,91.9
GRB 950210,49758.09748,153,-29,,2.52
GRB 961006A,50362.37225,277,-29,,9.61
GRB 970714B,50643.44928,1,-29,,1.31
GRB 980724A,51018.51965,125,-29,,0.36
GRB 990515,51313.05296,45,-29,,3.54
GRB 990622C,51351.86603,77,-29,,8.46
GRB 991028,51479.36874,90,-29,,0.28
GRB 000519C,51683.98376,264,-29,,0.25
GRB 701230,40950.29325,97.088,-28.933,,0.0003
GRB 911031B,48560.51339,298.89,-28.89,,0.31
GRB 961006A,50362.37227,274.65,-28.88,,9.61
GRB 970202B,50481.29913,49.58,-28.79,,103
GRB 971130B,50782.64586,199.71,-28.71,,
GRB 990823,51413.54219,264.37,-28.67,,
GRB 781119,43831.39376,19.72,-28.64,,0.000437
GRB 781119,43831.39376,19.72,-28.64,,0.000437
GRB 960921C,50347.62765,345.27,-28.55,,81.3
GRB 961218A,50435.03502,281.63,-28.55,,2.88
GRB 000109,51552.43559,248.88,-28.53,,
GRB 960531A,50234.07958,34.21,-28.5,,26.1
GRB 990210C,51219.44014,36.87,-28.47,,0.24
GRB 920411B,48723.52424,339.72,-28.42,,
GRB 911122,48582.63813,106.15,-28.37,,0.000000795
GRB 920813,48847.14848,206.22,-28.34,,31
GRB 931106B,49297.8556,165.094,-28.337,,17.2
GRB 990129C,51207.72513,204.17,-28.29,,7.85E-08
GRB 910907,48506.0454,136.55,-28.23,,7.46
GRB 940307,49418.33073,192.37,-28.2,,5.49
GRB 940415A,49457.36922,255.16,-28.19,,1.59
GRB 920721B,48824.26413,0.64,-28.18,,
GRB 930309C,49055.5194,32.57,-28.16,,0.000000211
GRB 951208C,50059.49124,57.66,-28.15,,
GRB 030710,52830.96181,335.196,-28.033,,0.0000036
GRB 910818,48486.57275,259,-28,,4.15
GRB 911205,48595.96159,103,-28,,18.2
GRB 920130B,48651.58405,223,-28,,0.49
GRB 920417,48729.79953,212,-28,,0.22
GRB 920714B,48817.54478,226,-28,,90.8
GRB 930416B,49093.93558,147,-28,,2.66
GRB 950114A,49731.04216,309,-28,,5.18
GRB 960221A,50134.22345,40,-28,,1.59
GRB 960921A,50347.33669,228,-28,,4.44
GRB 970317A,50524.02036,348,-28,,0.97
GRB 970708A,50637.14718,138,-28,,0.52
GRB 980213C,50857.74152,9,-28,,1.03
GRB 980331A,50903.27924,126,-28,,4.54
GRB 980530A,50963.04209,144,-28,,1.11
GRB 981105B,51122.38309,134,-28,,9.48
GRB 990618C,51347.47515,116,-28,,0.24
GRB 991120C,51502.31332,155,-28,,5.41
GRB 950503B,49840.77512,180.893,-27.907,,
GRB 941115,49671.26586,159.96,-27.89,,0.6
GRB 921110A,48936.11561,33.57,-27.86,,
GRB 950502A,49839.07413,164.65,-27.86,,0.54
GRB 990213A,51222.01423,203.02,-27.81,,
GRB 990515,51313.05297,43.56,-27.81,,3.54
GRB 990904B,51425.66503,301.75,-27.75,,0.00000195
GRB 030723,52843.26965,327.3642,-27.7003,2.1,0.0000002
GRB 030723,52843.26965,327.2167,-27.6878,2.1,0.0000002
GRB 980512B,50945.97883,270.18,-27.56,,
GRB 950210,49758.09747,154.55,-27.48,,2.52
GRB 910529,48405.73334,205.43,-27.4,,1.12
GRB 920628B,48801.87341,317.79,-27.32,,0.00000132
GRB 980530A,50963.04211,148.31,-27.29,,1.11
GRB 990713C,51372.9016,310.46,-27.28,,
GRB 951116,50037.35402,11.56,-27.25,,0.000000598
GRB 911109A,48569.14419,111.3321,-27.2475,,16.5
GRB 981203B,51150.30394,293.34,-27.24,,
GRB 960420A,50193.19496,234.25,-27.23,,2.12
GRB 030717,52837.86764,336.064,-27.164,,0.0000003
GRB 910818,48486.57275,268.34,-27.09,,4.15
GRB 990519,51317.64137,317.78,-27.08,,0.48
GRB 931021A,49281.37262,211.51,-27.07,,
GRB 691017A,40511.13804,102.502,-27.059,,0.00002
GRB 950208B,49756.09056,334.717,-27.012,,
GRB 920128B,48649.14932,157,-27,,0.89
GRB 920813,48847.14848,212,-27,,31
GRB 921205B,48961.05514,204,-27,,0.44
GRB 940414B,49456.69892,184,-27,,79.7
GRB 941126E,49682.83095,114,-27,,24.7
GRB 950104B,49721.32821,281,-27,,0.82
GRB 950410B,49817.91841,7,-27,,0.56
GRB 970227A,50506.3803,300,-27,,3.09
GRB 971004A,50725.57928,355,-27,,0.39
GRB 980713,51007.15397,122,-27,,4.49
GRB 990210C,51219.44013,40,-27,,0.24
GRB 990301B,51238.93427,351,-27,,254
GRB 990506A,51304.47465,181,-27,1.3066,338
GRB 980319,50891.37361,10.26,-26.97,,4
GRB 991123B,51505.9274,182.96,-26.95,,3.64E-08
GRB 960604,50238.85264,313.9,-26.93,,0.29
GRB 990304C,51241.9365,220.19,-26.91,,0.54
GRB 950521A,49858.29117,22.21,-26.86,,18.2
GRB 691017A,40511.13804,27.58,-26.75,,0.00002
GRB 961009A,50365.08622,218.33,-26.63,,0.63
GRB 911109A,48569.14419,112.01,-26.52,,16.5
GRB 991023,51474.59393,233.95,-26.52,,7.3
GRB 970414C,50552.67018,21.35,-26.47,,6.37E-08
GRB 791226,44233.71146,266.159,-26.451,,0.0000007
GRB 000326A,51629.22148,333.36,-26.36,,0.0000035
GRB 920318A,48699.45641,254.5,-26.31,,0.00000057
GRB 920627A,48800.42967,212.6,-26.28,,
GRB 970226C,50505.42942,45.44,-26.26,,0.0000045
GRB 990506A,51304.47466,178.94,-26.23,1.3066,338
GRB 940414B,49456.69891,181.26,-26.15,,79.7
GRB 920629A,48802.37979,249.63,-26.14,,6.72E-08
GRB 980924,51080.62804,65.95,-26.05,,1.1
GRB 901015B,48179.36444,90.5,-26,,0.0000031
GRB 910426,48372.92639,75,-26,,8.32
GRB 910503B,48379.30199,216,-26,,1.39
GRB 910923,48522.76619,51,-26,,3.12
GRB 911031B,48560.51339,291,-26,,0.31
GRB 911109A,48569.14419,110,-26,,16.5
GRB 921102C,48928.95843,137,-26,,2.38
GRB 930426A,49103.38858,43,-26,,17.8
GRB 940711,49544.75979,112,-26,,1.84
GRB 940814A,49578.53089,103,-26,,1.69
GRB 951016A,50006.02872,35,-26,,25.8
GRB 960610B,50244.891,326,-26,,3.95
GRB 971106,50758.11103,194,-26,,1.36
GRB 981031,51117.40397,274,-26,,45.7
GRB 990425B,51293.36618,265,-26,,1.03
GRB 030801,52852.70265,130.1755,-25.8603,,0.0000075
GRB 911205,48595.96159,103.97,-25.85,,18.2
GRB 930221,49039.76606,145.13,-25.85,,0.27
GRB 921102B,48928.65774,218.08,-25.67,,0.8
GRB 931005,49265.66002,124.12,-25.66,,0.34
GRB 921227,48983.53065,206.33,-25.65,,0.00000733
GRB 990323B,51260.59958,246.76,-25.63,,
GRB 930916A,49246.14114,23.96,-25.58,,
GRB 931024,49284.56191,163.447,-25.567,,28.7
GRB 960515,50218.02357,135.91,-25.52,,1.08
GRB 960921A,50347.3367,223.22,-25.35,,4.44
GRB 940529A,49501.13684,163.64,-25.33,,5.23
GRB 910502A,48378.47069,114.48,-25.31,,0.35
GRB 030320,52718.42477,267.9292,-25.3094,,0.000011
GRB 910710,48447.19004,248.14,-25.29,,0.47
GRB 040903,53251.01244,270.8417,-25.2564,,
GRB 940711,49544.7598,110.58,-25.25,,1.84
GRB 030320,52718.42477,267.9936,-25.2401,,0.000011
GRB 790105,43878.33583,209.71,-25.24,,
GRB 940108,49360.27427,76.23,-25.14,,0.3
GRB 950211A,49759.10066,335.804,-25.124,,5.53
GRB 910609B,48416.57532,287,-25,,0.39
GRB 910930B,48529.49686,137,-25,,13.9
GRB 930410A,49087.12399,18,-25,,7.13
GRB 941020B,49645.83707,40,-25,,246
GRB 950521A,49858.29116,28,-25,,18.2
GRB 960114,50096.50978,214,-25,,526
GRB 961218A,50435.03502,281,-25,,2.88
GRB 980319,50891.37361,6,-25,,4
GRB 980520C,50953.6019,351,-25,,4.56
GRB 990919C,51440.99581,136,-25,,6.36
GRB 920818,48852.59006,43.86,-24.98,,0.51
GRB 940812D,49576.6322,231.22,-24.96,,0.55
GRB 960516A,50219.03562,278.25,-24.92,,5.55E-08
GRB 040423,53118.41291,226.684,-24.794,,0.000006
GRB 980112A,50825.35388,136.11,-24.79,,
GRB 960524C,50227.83969,358.52,-24.77,,0.0000157
GRB 941020B,49645.83713,49.99,-24.74,,246
GRB 980331A,50903.27923,131.36,-24.67,,4.54
GRB 950211C,49759.83875,336.065,-24.664,,68.9
GRB 991022,51473.77262,1,-24.66,,
GRB 970406C,50544.26371,50.81,-24.64,,
GRB 931019B,49279.76567,162.779,-24.628,,0.00000164
GRB 971004A,50725.57929,354.55,-24.6,,0.39
GRB 981031,51117.40399,278.25,-24.57,,45.7
GRB 990507A,51305.10576,13.78,-24.45,,2.95
GRB 040425,53120.83667,261.762,-24.435,,
GRB 981226B,51173.44935,267.15,-24.4,,0.0000027
GRB 951016A,50006.02872,35.82,-24.36,,25.8
GRB 910827A,48495.31355,121.61,-24.34,,0.000000523
GRB 930506D,49113.75963,255.35,-24.34,,1.71
GRB 991004D,51455.28121,40.58,-24.33,,
GRB 941013,49638.96287,152.37,-24.32,,
GRB 990126C,51204.60005,321.14,-24.3,,0.00000868
GRB 930416B,49093.93557,144.55,-24.18,,2.66
GRB 941031D,49656.47359,217.27,-24.16,,0.0000135
GRB 030405,52734.09546,248.2764,-24.1525,,0.0000043
GRB 950114A,49731.04216,313.91,-24.15,,5.18
GRB 931017A,49277.05404,162.389,-24.11,,0.0000243
GRB 990102B,51180.39845,218.35,-24.04,,0.00000102
GRB 000324,51627.21544,207.02,-24.04,,4.82
GRB 970628D,50627.86569,45.92,-24.02,,3.58
GRB 950711,49909.1596,85.81,-24.01,,43.6
GRB 951205,50056.25208,257.79,-24.01,,
GRB 980330A,50902.00108,224.92,-24.01,,0.000003
GRB 910907,48506.04535,144,-24,,7.46
GRB 911204,48594.72341,66,-24,,1.75
GRB 920110A,48631.38748,54,-24,,151
GRB 920902A,48867.02009,280,-24,,88.9
GRB 930108,48995.1034,98,-24,,19.6
GRB 930221,49039.76605,155,-24,,0.27
GRB 930311,49057.24766,139,-24,,0.21
GRB 930421A,49098.18544,58,-24,,0.44
GRB 930503B,49110.59554,23,-24,,0.75
GRB 930924B,49254.37338,116,-24,,0.2
GRB 931005,49265.66002,124,-24,,0.34
GRB 940203B,49386.71862,247,-24,,1.87
GRB 940529A,49501.13682,152,-24,,5.23
GRB 940611A,49514.86341,142,-24,,0.67
GRB 950729,49927.2777,309,-24,,0.42
GRB 951014B,50004.50421,149,-24,,6.27
GRB 960515,50218.02356,137,-24,,1.08
GRB 970907B,50698.18266,281,-24,,0.33
GRB 990520A,51318.00154,183,-24,,0.21
GRB 991011A,51462.06303,161,-24,,3.11
GRB 000119A,51562.5226,212,-24,,2
GRB 000508B,51672.79744,251,-24,,42
GRB 790107B,43880.23328,271.76,-23.99,,
GRB 910927B,48526.977,88.02,-23.99,,44.7
GRB 940302,49413.21425,12.49,-23.97,,429
GRB 980805B,51030.56742,115.32,-23.93,,
GRB 970326B,50533.58237,133.98,-23.92,,0.47
GRB 981226A,51173.40764,352.42,-23.92,,
GRB 930727A,49195.33923,159.99,-23.89,,
GRB 980113A,50826.17182,261.03,-23.83,,0.00000882
GRB 040319,53083.32362,160.4042,-23.7886,,0.0000011
GRB 920307,48688.01257,326.96,-23.77,,0.00000522
GRB 991028,51479.36874,80.94,-23.77,,0.28
GRB 940529C,49501.68098,66.19,-23.75,,0.0000073
GRB 920531,48773.67386,86.84,-23.68,,
GRB 010326A,51994.13542,177.75,-23.55,,0.000016
GRB 940702B,49535.39458,29.73,-23.53,,22
GRB 960607A,50241.25604,299.29,-23.51,,4.09E-08
GRB 030320,52718.42477,280.256,-23.488,,0.000011
GRB 911202B,48592.85337,172.4,-23.48,,91.9
GRB 970912B,50703.91139,181.28,-23.46,,32.8
GRB 960913C,50339.96202,182.58,-23.45,,18.8
GRB 971216A,50798.32294,357.02,-23.42,,0.92
GRB 920717A,48820.28011,326.84,-23.33,,
GRB 950410A,49817.79186,322.3,-23.28,,0.000000467
GRB 940413A,49455.42536,206.26,-23.23,,8.56
GRB 980617B,50981.28666,56.7,-23.21,,3.81
GRB 911118A,48578.79002,166.0568,-23.2078,,0.0000278
GRB 911202B,48592.85335,172.7586,-23.1941,,91.9
GRB 911202B,48592.85337,172.7586,-23.1941,,91.9
GRB 940113,49365.69993,209.39,-23.16,,
GRB 970317A,50524.02037,339.71,-23.15,,0.97
GRB 030821,52872.23044,340.962,-23.121,,0.0000057
GRB 931127,49318.03483,250.81,-23.07,,0.00000195
GRB 920513A,48755.46368,136,-23,,1.46
