name,time,ra,dec,redshift,fluence
GRB 990712A,51371.3231,,,,0.0000432
GRB 990712A,51371.32314,,,,0.0000432
GRB 990712B,51371.69655,,,0.4331,
GRB 990712C,51371.78838,,,,15.2
GRB 990712D,51371.91056,,,,
GRB 990713A,51372.0161,,,,
GRB 990713C,51372.9016,,,,
GRB 990714,51373.75958,,,,
GRB 990715B,51374.52994,,,,6.27
GRB 990715D,51374.71938,,,,
GRB 990715E,51374.99971,,,,
GRB 990716B,51375.27015,,,,16.8
GRB 990717,51376.71682,,,,
GRB 990718,51377.50476,,,,29.5
GRB 990719B,51378.70759,,,,0.00000054
GRB 990719B,51378.70758,,,,0.00000054
GRB 990720A,51379.35382,,,,
GRB 990720B,51379.87896,,,,0.0000018
GRB 990720B,51379.87894,,,,0.0000018
GRB 990722A,51381.30785,,,,
GRB 990722B,51381.88941,,,,11.8
GRB 990724B,51383.89535,,,,
GRB 990726A,51385.12464,,,,
GRB 990728,51387.46093,,,,163
GRB 990802A,51392.04494,,,,88.7
GRB 990803,51393.27054,,,,92.9
GRB 990806A,51396.01821,,,,
GRB 990806B,51396.60285,,,,5.75
GRB 990806C,51396.6964,,,,1.47
GRB 990806C,51396.69639,,,,1.47
GRB 990807,51397.91373,,,,9.89
GRB 990808B,51398.56509,,,,
GRB 990810C,51400.82326,,,,
GRB 990810D,51400.8299,,,,
GRB 990811,51401.75655,,,,
GRB 990813,51403.99682,,,,
GRB 990814A,51404.07492,,,,
GRB 990816,51406.11439,,,,16.8
GRB 990821,51411.25519,,,,
GRB 990822A,51412.50249,,,,20.5
GRB 990824B,51414.39147,,,,
GRB 990825,51415.65512,,,,
GRB 990827,51417.2314,,,,
GRB 990828B,51418.81042,,,,6.44
GRB 990828B,51418.81042,,,,6.44
GRB 990829A,51419.1388,,,,
GRB 990829B,51419.23866,,,,21.2
GRB 990831,51421.4842,,,,0.00000038
GRB 990831,51421.4842,,,,0.00000038
GRB 990901B,51422.7892,,,,
GRB 990903A,51424.23762,,,,
GRB 990903B,51424.80203,,,,5.08
GRB 990904C,51425.8317,,,,
GRB 990905A,51426.5102,,,,
GRB 990905B,51426.94369,,,,1.95
GRB 990905C,51426.98682,,,,
GRB 990907A,51428.09663,,,,
GRB 990907B,51428.73277,,,,
GRB 990908A,51429.01183,,,,
GRB 990908B,51429.61856,,,,
GRB 990908C,51429.61856,,,,
GRB 990909,51430.32725,,,,
GRB 990912,51433.97736,,,,8.4
GRB 990913A,51434.2861,,,,
GRB 990913B,51434.78426,,,,
GRB 990914B,51435.65182,,,,
GRB 990915A,51436.44374,,,,
GRB 990915C,51436.969,,,,58.1
GRB 990917A,51438.05439,,,,
GRB 990917B,51438.59595,,,,
GRB 990917E,51438.84198,,,,0.00000267
GRB 990918A,51439.23141,,,,6.3
GRB 990918B,51439.76402,,,,
GRB 990919A,51440.442,,,,
GRB 990919B,51440.57103,,,,11.7
GRB 990919C,51440.9958,,,,6.36
GRB 990923B,51444.67767,,,,
GRB 990924,51445.87024,,,,
GRB 990926A,51447.2461,,,,
GRB 990926B,51447.37792,,,,
GRB 991001,51452.05729,,,,5.83
GRB 991001,51452.05729,,,,5.83
GRB 991002,51453.95074,,,,1.88
GRB 991002,51453.95073,,,,1.88
GRB 991004A,51455.07853,,,,32.9
GRB 991004B,51455.18032,,,,5.13
GRB 991004E,51455.55162,,,,39.3
GRB 991004F,51455.63376,,,,
GRB 991005B,51456.17668,,,,17.7
GRB 991005B,51456.17672,,,,17.7
GRB 991006B,51457.78936,,,,0.00000249
GRB 991007A,51458.07601,,,,3.26
GRB 991007B,51458.27376,,,,
GRB 991009A,51460.69044,,,,
GRB 991009B,51460.70133,,,,81.5
GRB 991011C,51462.41632,,,,
GRB 991014A,51465.01765,,,,
GRB 991014B,51465.9115,,,,0.000000821
GRB 991015B,51466.49039,,,,
GRB 991018,51469.79353,,,,13.9
GRB 991021B,51472.85678,,,,
GRB 991021C,51472.86514,,,,
GRB 991022,51473.77262,,,,
GRB 991024,51475.31412,,,,
GRB 991025,51476.7059,,,,14.5
GRB 991026A,51477.19007,,,,
GRB 991026B,51477.54381,,,,
GRB 991030,51481.07366,,,,0.00000908
GRB 991101A,51483.18029,,,,
GRB 991101B,51483.63057,,,,
GRB 991101C,51483.95861,,,,
GRB 991104,51486.71328,,,,27.5
GRB 991105,51487.69495,,,,3.66
GRB 991106A,51488.45448,,,,
GRB 991106B,51488.79412,,,,
GRB 991107A,51489.33578,,,,4.33
GRB 991108A,51490.282,,,,12.7
GRB 991108B,51490.43737,,,,
GRB 991109C,51491.87618,,,,
GRB 991110B,51492.92488,,,,
GRB 991113,51495.94514,,,,76.5
GRB 991114B,51496.55233,,,,
GRB 991115,51497.78341,,,,16.5
GRB 991116,51498.60493,,,,
GRB 991117B,51499.92522,,,,
GRB 991119,51501.99749,,,,
GRB 991120A,51502.24084,,,,
GRB 991120B,51502.28083,,,,
GRB 991120C,51502.31331,,,,5.41
GRB 991121,51503.47343,,,,69.9
GRB 991122A,51504.00447,,,,
GRB 991124,51506.27916,,,,
GRB 991127,51509.62152,,,,64.1
GRB 991129C,51511.52647,,,,3.82
GRB 991130,51512.5465,,,,
GRB 991201,51513.48601,,,,0.35
GRB 991202,51514.83403,,,,
GRB 991203,51515.05872,,,,
GRB 991204,51516.4259,,,,
GRB 991206,51518.89892,,,,
GRB 991208,51520.19228,,,0.706,
GRB 991209A,51521.03383,,,,
GRB 991209B,51521.64404,,,,
GRB 991210A,51522.00984,,,,
GRB 991210C,51522.6251,,,,8.7
GRB 991211A,51523.19075,,,,1.02
GRB 991215,51527.06928,,,,
GRB 991216,51528.67154,,,0.8,408
GRB 991221A,51533.44208,,,,
GRB 991226B,51538.62497,,,,
GRB 991226C,51538.96458,,,,0.00000039
GRB 991226C,51538.96457,,,,0.00000039
GRB 991227,51539.64903,,,,
GRB 991228B,51540.486,,,,2.41
GRB 991229B,51541.63291,,,,
GRB 000101,51544.05554,,,,88.4
GRB 000103B,51546.98273,,,,49.3
GRB 000104A,51547.06163,,,,
GRB 000107B,51550.76847,,,,
GRB 000107C,51550.90594,,,,0.0000109
GRB 000108A,51551.70009,,,,7.14
GRB 000108A,51551.70008,,,,7.14
GRB 000109,51552.43558,,,,
GRB 000110A,51553.19358,,,,
GRB 000111A,51554.11248,,,,2.22
GRB 000111B,51554.71727,,,,
GRB 000113A,51556.18551,,,,
GRB 000115,51558.61773,,,,97.1
GRB 000116,51559.11134,,,,
GRB 000119B,51562.54831,,,,
GRB 000123A,51566.57617,,,,
GRB 000123B,51566.72944,,,,
GRB 000123C,51566.73759,,,,
GRB 000126B,51569.34434,,,,25.4
GRB 000126D,51569.97672,,,,
GRB 000129B,51572.0539,,,,
GRB 000131A,51574.62358,,,4.5,84.5
GRB 000131B,51574.72731,,,,
GRB 000201A,51575.12649,,,,58.1
GRB 000205A,51579.36102,,,,13.2
GRB 000205B,51579.52646,,,,23
GRB 000206,51580.10628,,,,9.11
GRB 000207A,51581.0783,,,,
GRB 000207B,51581.99748,,,,
GRB 000208A,51582.01324,,,,
GRB 000210A,51584.16238,,,,4.76
GRB 000210B,51584.36396,,,0.8463,
GRB 000212A,51586.71287,,,,0.00000052
GRB 000212A,51586.71287,,,,0.00000052
GRB 000212B,51586.93825,,,,10.9
GRB 000214A,51588.04227,,,0.47,
GRB 000217B,51591.44656,,,,4.89
GRB 000217B,51591.44936,,,,4.89
GRB 000218,51592.67991,,,,0.000047
GRB 000218,51592.67992,,,,0.000047
GRB 000221,51595.98553,,,,60
GRB 000223,51597.96787,,,,
GRB 000224,51598.58995,,,,
GRB 000225A,51599.06631,,,,7
GRB 000226A,51600.16098,,,,7.57
GRB 000226C,51600.53549,,,,
GRB 000227,51601.90002,,,,13.8
GRB 000229A,51603.11461,,,,0.00000298
GRB 000301A,51604.10688,,,,10.4
GRB 000301B,51604.41111,,,2.5,
GRB 000302A,51605.11834,,,,0.0000756
GRB 000303B,51606.19896,,,,0.00000102
GRB 000305B,51608.44666,,,,
GRB 000306A,51609.41705,,,,
GRB 000306C,51609.75036,,,,0.00000155
GRB 000307A,51610.04738,,,,
GRB 000307B,51610.91027,,,,18.5
GRB 000309,51612.11377,,,,
GRB 000310A,51613.34492,,,,16.1
GRB 000312A,51615.22493,,,,20.3
GRB 000313A,51616.12613,,,,3.82
GRB 000314A,51617.03581,,,,
GRB 000314B,51617.36924,,,,7.22
GRB 000315,51618.9719,,,,
GRB 000317A,51620.33578,,,,
GRB 000318,51621.1497,,,,1.62
GRB 000320,51623.34406,,,,3.31
GRB 000323,51626.37647,,,,42.9
GRB 000324,51627.21543,,,,4.82
GRB 000326A,51629.22147,,,,0.0000035
GRB 000326A,51629.22148,,,,0.0000035
GRB 000330A,51633.35914,,,,
GRB 000331A,51634.15831,,,,
GRB 000331B,51634.29178,,,,3.24
GRB 000331C,51634.98867,,,,1.09
GRB 000402A,51636.12211,,,,
GRB 000402B,51636.60484,,,,14.9
GRB 000403A,51637.15277,,,,
GRB 000403C,51637.56461,,,,0.00000577
GRB 000407A,51641.12961,,,,2.22
GRB 000408B,51642.10819,,,,
GRB 000411,51645.09308,,,,
GRB 000412B,51646.48813,,,,2.21
GRB 000412B,51646.48813,,,,2.21
GRB 000412B,51646.4881,,,,2.21
GRB 000415B,51649.36157,,,,28
GRB 000416A,51650.3011,,,,
GRB 000416D,51650.87102,,,,
GRB 000418A,51652.41191,,,,
GRB 000418B,51652.89603,,,1.1181,0.68
GRB 000419,51653.09214,,,,
GRB 000420A,51654.05759,,,,
GRB 000420B,51654.48925,,,,0.0000021
GRB 000420B,51654.48925,,,,0.0000021
GRB 000420C,51654.59873,,,,49
GRB 000420D,51654.71057,,,,
GRB 000420E,51654.75046,,,,1.46
GRB 000421,51655.51637,,,,34.4
GRB 000422A,51656.33222,,,,
GRB 000422B,51656.6773,,,,
GRB 000423,51657.17426,,,,
GRB 000424A,51658.37808,,,,4.9
GRB 000424B,51658.76259,,,,0.0000062
GRB 000425,51659.22606,,,,
GRB 000429,51663.41968,,,,46.9
GRB 000429,51663.42178,,,,46.9
GRB 000502B,51666.55448,,,,
GRB 000503,51667.95123,,,,
GRB 000506B,51670.42828,,,,
GRB 000508B,51672.79919,,,,42
GRB 000508C,51672.89605,,,,18.5
GRB 000509,51673.94226,,,,
GRB 000511A,51675.04999,,,,78.5
GRB 000511C,51675.73152,,,,
GRB 000511D,51675.75206,,,,1.51
GRB 000511E,51675.7673,,,,9.04
GRB 000513A,51677.47332,,,,1.54
GRB 000513A,51677.47332,,,,1.54
GRB 000516,51680.39313,,,,
GRB 000517A,51681.23368,,,,
GRB 000517B,51681.4181,,,,
GRB 000518A,51682.23741,,,,0.00000436
GRB 000518B,51682.30691,,,,
GRB 000519A,51683.34591,,,,0.00000459
GRB 000519A,51683.34598,,,,0.00000459
GRB 000519B,51683.54348,,,,
GRB 000520A,51684.46916,,,,1.5
GRB 000520B,51684.84728,,,,
GRB 000521B,51685.4314,,,,
GRB 000521C,51685.45904,,,,
GRB 000524A,51688.00631,,,,29.8
GRB 000524B,51688.26104,,,,
GRB 000525A,51689.25594,,,,
GRB 000525B,51689.43348,,,,1.97
GRB 000526A,51690.41774,,,,0.00000186
GRB 000526B,51690.97795,,,,0.000015
GRB 000526B,51690.97794,,,,0.000015
GRB 000527,51691.53229,,,,
GRB 000528,51692.36568,,,,
GRB 000529,51693.36334,,,,
GRB 000530,51694.58149,,,,
GRB 000602,51697.96154,,,,
GRB 000604A,51699.02481,,,,
GRB 000604B,51699.10146,,,,
GRB 000605,51700.57684,,,,
GRB 000607,51702.10057,,,,0.0000054
GRB 000607,51702.10057,,,,0.0000054
GRB 000608B,51703.81594,,,,0.0000027
GRB 000608B,51703.81594,,,,0.0000027
GRB 000609,51704.93769,,,,
GRB 000612,51707.95464,,,,
GRB 000614,51709.35696,,,,
GRB 000615A,51710.26241,,,,
GRB 000615B,51710.68931,,,,
GRB 000615C,51710.86597,,,,
GRB 000616,51711.30166,,,,
GRB 000618,51713.89762,,,,
GRB 000619,51714.97837,,,,
GRB 000620,51715.23164,,,,
GRB 000621,51716.08394,,,,
GRB 000622A,51717.26628,,,,
GRB 000622B,51717.33497,,,,
GRB 000623A,51718.04499,,,,0.00000081
GRB 000623A,51718.04499,,,,0.00000081
GRB 000623B,51718.60229,,,,
GRB 000623C,51718.69169,,,,
GRB 000624,51719.46575,,,,
GRB 000625,51720.33591,,,,
GRB 000629A,51724.21448,,,,
GRB 000629B,51724.90513,,,,
GRB 000630,51725.02154,,,,
GRB 000701A,51726.01339,,,,
GRB 000701B,51726.30047,,,,0.000013
GRB 000701B,51726.30037,,,,0.000013
GRB 000704A,51729.1247,,,,
GRB 000704B,51729.13089,,,,
GRB 000704C,51729.26039,,,,
GRB 000705,51730.50117,,,,
GRB 000707A,51732.20106,,,,0.00000084
GRB 000707A,51732.20106,,,,0.00000084
GRB 000707B,51732.3948,,,,
GRB 000707C,51732.44153,,,,
GRB 000713,51738.9192,,,,
GRB 000714,51739.13465,,,,
GRB 000717,51742.85491,,,,
GRB 000718,51743.8661,,,,
GRB 000721,51746.47565,,,,
GRB 000724,51749.32343,,,,
GRB 000726,51751.17214,,,,
GRB 000727A,51752.1725,,,,
GRB 000727B,51752.82125,,,,0.000019
GRB 000727B,51752.82124,,,,0.000019
GRB 000730A,51755.00294,,,,
GRB 000730B,51755.02084,,,,
GRB 000730C,51755.58365,,,,
GRB 000731,51756.65475,,,,
GRB 000801A,51757.04941,,,,
GRB 000801B,51757.20572,,,,
GRB 000801C,51757.32551,,,,
GRB 000803,51759.78753,,,,
GRB 000806,51762.01638,,,,
GRB 000807,51763.13633,,,,
GRB 000808,51764.77568,,,,
GRB 000811,51767.64598,,,,
GRB 000812A,51768.17906,,,,
GRB 000812B,51768.81924,,,,
GRB 000817,51773.44005,,,,
GRB 000818,51774.83966,,,,0.0000023
GRB 000818,51774.83968,,,,0.0000023
GRB 000819,51775.74802,,,,
GRB 000820A,51776.00928,,,,
GRB 000820B,51776.35966,,,,
GRB 000821A,51777.09506,,,,
GRB 000821B,51777.38876,,,,
GRB 000823A,51779.30735,,,,
GRB 000823B,51779.57035,,,,
GRB 000825,51781.60475,,,,
GRB 000826,51782.04781,,,,
GRB 000829A,51785.10477,,,,
GRB 000829B,51785.74278,,,,
GRB 000830,51786.99296,,,,
GRB 000903A,51790.55718,,,,
GRB 000903B,51790.94919,,,,
GRB 000903C,51790.98281,,,,
GRB 000904,51791.55466,,,,
GRB 000906,51793.87557,,,,
GRB 000910,51797.85272,,,,
GRB 000911,51798.30238,,,,
GRB 000915,51802.60766,,,,
GRB 000918A,51805.43235,,,,
GRB 000918B,51805.67495,,,,
GRB 000918C,51805.81692,,,,
GRB 000923,51810.91229,,,,
GRB 000924A,51811.4612,,,,
GRB 000924B,51811.6949,,,,
GRB 000925A,51812.62297,,,,
GRB 000925B,51812.85481,,,,
GRB 000926,51813.99275,,,2.0379,
GRB 000927,51814.00471,,,,
GRB 000928,51815.07275,,,,0.000004
GRB 000928,51815.07274,,,,0.000004
GRB 001001,51818.62392,,,,
GRB 001002,51819.50265,,,,
GRB 001004A,51821.14247,,,,
GRB 001004B,51821.6191,,,,
GRB 001005,51822.14247,,,,
GRB 001007,51824.2075,,,,
GRB 001010,51827.47882,,,,
GRB 001011,51828.66307,,,,
GRB 001013,51830.75963,,,,
GRB 001015A,51832.10709,,,,
GRB 001015B,51832.45616,,,,
GRB 001015C,51832.72876,,,,
GRB 001016,51833.79319,,,,
GRB 001017,51834.92994,,,,
GRB 001018,51835.70734,,,,
GRB 001019,51836.99971,,,,
GRB 001020,51837.8341,,,,
GRB 001022,51839.24196,,,,0.0000035
GRB 001022,51839.24196,,,,0.0000035
GRB 001023,51840.69862,,,,
GRB 001025A,51842.13205,,,,
GRB 001025B,51842.17181,,,,
GRB 001025C,51842.70683,,,,
GRB 001025D,51842.72498,,,,
GRB 001025E,51842.82604,,,,0.0000059
GRB 001025E,51842.82603,,,,0.0000059
GRB 001028,51845.63438,,,,
GRB 001031,51848.01918,,,,
GRB 001102,51850.66236,,,,
GRB 001104,51852.71122,,,,
GRB 001105,51853.68435,,,,
GRB 001106A,51854.03763,,,,
GRB 001106B,51854.63559,,,,
GRB 001107,51855.09527,,,,
GRB 001108,51856.2583,,,,
GRB 001115A,51863.52985,,,,
GRB 001115B,51863.53412,,,,
GRB 001115C,51863.58647,,,,
GRB 001115D,51863.58942,,,,
GRB 001118A,51866.34706,,,,
GRB 001118B,51866.86359,,,,
GRB 001119,51867.01164,,,,
GRB 001120A,51868.57328,,,,
GRB 001120B,51868.69949,,,,
GRB 001121,51869.87329,,,,
GRB 001122,51870.68032,,,,
GRB 001123,51871.97351,,,,
GRB 001124,51872.0684,,,,
GRB 001130A,51878.16638,,,,
GRB 001130B,51878.2555,,,,
GRB 001201,51879.69354,,,,
GRB 001204A,51882.09976,,,,
GRB 001204B,51882.33414,,,,0.0000017
GRB 001204B,51882.33416,,,,0.0000017
GRB 001205,51883.62465,,,,
GRB 001206A,51884.40073,,,,
GRB 001206B,51884.60554,,,,
GRB 001206C,51884.89561,,,,
GRB 001207A,51885.10204,,,,0.00000074
GRB 001207A,51885.10203,,,,0.00000074
GRB 001207B,51885.39567,,,,0.0000022
GRB 001207B,51885.39566,,,,0.0000022
GRB 001212A,51890.39832,,,,
GRB 001212B,51890.6231,,,,
GRB 001213A,51891.58502,,,,
GRB 001213B,51891.96326,,,,
GRB 001214A,51892.2494,,,,
GRB 001214B,51892.87715,,,,
GRB 001215A,51893.20594,,,,
GRB 001215B,51893.60735,,,,
GRB 001215C,51893.98927,,,,
GRB 001217,51895.6809,,,,
GRB 001218,51896.13024,,,,
GRB 001219A,51897.31799,,,,
GRB 001219B,51897.43278,,,,
GRB 001219C,51897.62765,,,,
GRB 001221,51899.92736,,,,
GRB 001222,51900.08253,,,,
GRB 001223,51901.59865,,,,
GRB 001224,51902.69656,,,,
GRB 001225,51903.29814,,,,0.000114
GRB 001225,51903.29815,,,,0.000114
GRB 001226A,51904.84359,,,,
GRB 001226B,51904.87921,,,,
GRB 001228A,51906.34714,,,,
GRB 001228B,51906.50226,,,,
GRB 001228C,51906.87921,,,,
GRB 001230,51908.42612,,,,
GRB 010103,51912.67448,,,,
GRB 010104,51913.72325,,,,
GRB 010105A,51914.022,,,,
GRB 010105B,51914.76466,,,,
GRB 010107,51916.9276,,,,
GRB 010109,51918.10978,,,,
GRB 010110,51919.83272,,,,
GRB 010111A,51920.78017,,,,
GRB 010111B,51920.96458,,,,
GRB 010114,51923.1555,,,,
GRB 010115A,51924.34199,,,,
GRB 010115B,51924.6719,,,,
GRB 010115C,51924.92786,,,,
GRB 010117,51926.40078,,,,
GRB 010119A,51928.02356,,,,
GRB 010119B,51928.43032,,,,0.0000024
GRB 010119B,51928.43031,,,,0.0000024
GRB 010121,51930.72824,,,,
GRB 010126,51935.38247,,,,0.00000299
GRB 010126,51935.38241,,,,0.00000299
GRB 010127,51936.35363,,,,
GRB 010129A,51938.57471,,,,
GRB 010129B,51938.85894,,,,
GRB 010131,51940.3425,,,,
GRB 010201,51941.29911,,,,
GRB 010203,51943.80487,,,,
GRB 010204,51944.91168,,,,
GRB 010205,51945.26185,,,,
GRB 010206,51946.27153,,,,
GRB 010208A,51948.04267,,,,
GRB 010208B,51948.12969,,,,
GRB 010208C,51948.6016,,,,
GRB 010209,51949.62586,,,,
GRB 010212A,51952.21521,,,,
GRB 010212B,51952.72684,,,,
GRB 010213A,51953.12318,,,,
GRB 010213A,51953.12322,,,,
GRB 010214,51954.36676,,,,
GRB 010220A,51960.8062,,,,
GRB 010220B,51960.85515,,,,
GRB 010220C,51960.95214,,,,
GRB 010222A,51962.3077,,,1.477,
GRB 010222B,51962.82157,,,,
GRB 010222C,51962.87066,,,,
GRB 010222D,51962.90071,,,,
GRB 010224,51964.20089,,,,
GRB 010225A,51965.5749,,,,
GRB 010225B,51965.70291,,,,0.00000011
GRB 010226,51966.80227,,,,
GRB 010304,51972.22145,,,,
GRB 010305,51973.04517,,,,
GRB 010306,51974.94149,,,,
GRB 010307A,51975.66079,,,,
GRB 010307B,51975.68591,,,,
GRB 010308,51976.65206,,,,0.0000053
GRB 010308,51976.65206,,,,0.0000053
GRB 010309A,51977.08024,,,,
GRB 010309B,51977.52352,,,,
GRB 010313,51981.876,,,,
GRB 010315A,51983.38324,,,,
GRB 010315B,51983.62581,,,,
GRB 010315C,51983.86068,,,,
GRB 010316,51984.60082,,,,
GRB 010317,51985.26954,,,,
GRB 010320,51988.14703,,,,
GRB 010321,51989.47583,,,,
GRB 010324,51992.4809,,,,
GRB 010325A,51993.27647,,,,
GRB 010325B,51993.46856,,,,
GRB 010326A,51994.13539,,,,0.000016
GRB 010326B,51994.35639,,,,0.00000031
GRB 010327A,51995.2492,,,,
GRB 010327B,51995.68583,,,,
GRB 010327C,51995.80256,,,,
GRB 010327D,51995.8866,,,,
GRB 010328A,51996.28432,,,,
GRB 010328B,51996.44869,,,,
GRB 010408A,52007.02483,,,,
GRB 010408B,52007.28152,,,,
GRB 010410,52009.0378,,,,
GRB 010411,52010.67093,,,,
GRB 010412,52011.90729,,,,
GRB 010418,52017.3417,,,,
GRB 010420A,52019.13324,,,,
GRB 010420B,52019.35633,,,,0.00000023
GRB 010420B,52019.35632,,,,0.00000023
GRB 010420C,52019.56219,,,,
GRB 010420D,52019.69691,,,,
GRB 010420E,52019.94303,,,,
GRB 010421,52020.3126,,,,
GRB 010423,52022.66238,,,,
GRB 010424,52023.22606,,,,
GRB 010427A,52026.06831,,,,
GRB 010427B,52026.38896,,,,
GRB 010427C,52026.7807,,,,0.0000054
GRB 010427C,52026.78075,,,,0.0000054
GRB 010428A,52027.34341,,,,
GRB 010428B,52027.42199,,,,
GRB 010501,52030.40027,,,,
GRB 010502A,52031.02451,,,,
GRB 010502B,52031.81802,,,,
GRB 010504,52033.11373,,,,
GRB 010505,52034.49019,,,,
GRB 010507,52036.38351,,,,
GRB 010508,52037.55356,,,,
GRB 010509,52038.61275,,,,
GRB 010510,52039.25516,,,,
GRB 010512,52041.53281,,,,
GRB 010513,52042.48174,,,,
GRB 010514,52043.27601,,,,
GRB 010515,52044.75307,,,,
GRB 010516,52045.64214,,,,
GRB 010517,52046.99414,,,,
GRB 010518A,52047.27998,,,,
GRB 010520,52049.02184,,,,
GRB 010521,52050.25339,,,,
GRB 010522A,52051.80169,,,,
GRB 010522B,52051.86932,,,,
GRB 010523,52052.19744,,,,
GRB 010525,52054.69728,,,,
GRB 010526A,52055.6665,,,,
GRB 010526B,52055.74656,,,,
GRB 010528,52057.13921,,,,
GRB 010529A,52058.50589,,,,
GRB 010529B,52058.68035,,,,
GRB 010529C,52058.96635,,,,
GRB 010530A,52059.37115,,,,
GRB 010530B,52059.82454,,,,
GRB 010531,52060.511,,,,
GRB 010601,52061.33895,,,,
GRB 010607A,52067.25976,,,,
GRB 010607B,52067.37395,,,,
GRB 010607C,52067.62179,,,,
GRB 010608A,52068.26128,,,,
GRB 010608B,52068.94723,,,,
GRB 010609,52069.23543,,,,
GRB 010610,52070.4856,,,,
GRB 010611,52071.92093,,,,
GRB 010612,52072.1064,,,,0.0000049
GRB 010612,52072.10641,,,,0.0000049
GRB 010613A,52073.3152,,,,0.0000203
GRB 010613A,52073.31522,,,,0.0000203
GRB 010613B,52073.56249,,,,
GRB 010615,52075.51002,,,,
GRB 010616A,52076.23292,,,,
GRB 010616B,52076.27458,,,,0.0000015
GRB 010616C,52076.68403,,,,
GRB 010619A,52079.07596,,,,
GRB 010619B,52079.12392,,,,
GRB 010619C,52079.1288,,,,
GRB 010619D,52079.63683,,,,
GRB 010620,52080.24875,,,,
GRB 010622,52082.32265,,,,
GRB 010623,52083.14671,,,,
GRB 010624A,52084.13427,,,,
GRB 010624B,52084.56631,,,,0.0000017
GRB 010625,52085.72813,,,,
GRB 010628A,52088.04869,,,,0.000013
GRB 010628A,52088.04865,,,,0.000013
GRB 010628A,52088.04865,,,,0.000013
GRB 010628B,52088.79188,,,,
GRB 010629A,52089.51466,,,,0.0000026
GRB 010629B,52089.79929,,,,
GRB 010630,52090.48645,,,,
GRB 010701A,52091.03228,,,,
GRB 010701B,52091.0822,,,,
GRB 010701C,52091.24718,,,,
GRB 010703,52093.85476,,,,
GRB 010706,52096.34659,,,,
GRB 010707,52097.27971,,,,
GRB 010710A,52100.61696,,,,
GRB 010710B,52100.98211,,,,
GRB 010711,52101.11377,,,,
GRB 010713,52103.33215,,,,
GRB 010715,52105.84984,,,,
GRB 010717,52107.21888,,,,
GRB 010718,52108.55243,,,,
GRB 010720,52110.40637,,,,
GRB 010721,52111.16448,,,,
GRB 010722A,52112.16797,,,,
GRB 010722B,52112.17574,,,,
GRB 010723,52113.73792,,,,
GRB 010725,52115.70935,,,,
GRB 010726,52116.06358,,,,
GRB 010726,52116.06345,,,,
GRB 010727,52117.52081,,,,
GRB 010728,52118.80888,,,,
GRB 010729,52119.45515,,,,
GRB 010730A,52120.14635,,,,
GRB 010730B,52120.49909,,,,
GRB 010801,52122.77126,,,,
GRB 010801,52122.77123,,,,
GRB 010802,52123.35789,,,,
GRB 010804,52125.84259,,,,
GRB 010806,52127.14727,,,,
GRB 010807A,52128.38679,,,,
GRB 010807B,52128.53819,,,,
GRB 010809,52130.65875,,,,
GRB 010813,52134.40558,,,,
GRB 010814,52135.18546,,,,
GRB 010818,52139.5786,,,,
GRB 010820,52141.8585,,,,
GRB 010821,52142.56045,,,,
GRB 010823,52144.3508,,,,
GRB 010825,52146.83053,,,,
GRB 010827A,52148.45032,,,,
GRB 010827A,52148.45035,,,,
GRB 010827B,52148.97869,,,,
GRB 010827B,52148.97869,,,,
GRB 010828,52149.17941,,,,
GRB 010828,52149.17946,,,,
GRB 010901,52153.86213,,,,
GRB 010902A,52154.2386,,,,
GRB 010902B,52154.48743,,,,
GRB 010903A,52155.35416,,,,
GRB 010903B,52155.39634,,,,
GRB 010903C,52155.9777,,,,
GRB 010903C,52155.97785,,,,
GRB 010911,52163.02176,,,,
GRB 010912,52164.15106,,,,
GRB 010913A,52165.66712,,,,
GRB 010913B,52165.82657,,,,
GRB 010916,52168.13796,,,,
GRB 010917A,52169.07333,,,,
GRB 010917B,52169.29484,,,,
GRB 010917C,52169.65882,,,,
GRB 010918,52170.64668,,,,
GRB 010921,52173.21934,,,0.4509,0.0000154
GRB 010921,52173.21935,,,0.4509,0.0000154
GRB 010922,52174.73395,,,,
GRB 010923A,52175.39201,,,,
GRB 010923A,52175.392,,,,
GRB 010923B,52175.44137,,,,0.000003
GRB 010924,52176.01742,,,,
GRB 010928A,52180.303,,,,
GRB 010928B,52180.70412,,,,0.000021
GRB 010929,52181.01571,,,,
GRB 010929,52181.01571,,,,
GRB 011002,52184.04851,,,,
GRB 011003,52185.1487,,,,
GRB 011004,52186.85361,,,,
GRB 011008A,52190.39142,,,,
GRB 011008B,52190.62264,,,,
GRB 011008C,52190.83046,,,,
GRB 011008C,52190.83046,,,,
GRB 011009,52191.9728,,,,
GRB 011010A,52192.69551,,,,
GRB 011010B,52192.8377,,,,
GRB 011010C,52192.92306,,,,
GRB 011012,52194.31979,,,,
GRB 011014,52196.16941,,,,
GRB 011016,52198.33101,,,,
GRB 011019A,52201.26596,,,,
GRB 011019B,52201.36308,,,,0.00000017
GRB 011021A,52203.60045,,,,
GRB 011021B,52203.78619,,,,
GRB 011023,52205.39069,,,,
GRB 011024,52206.86353,,,,0.0000029
GRB 011025A,52207.22113,,,,
GRB 011025B,52207.95278,,,,
GRB 011026,52208.60442,,,,
GRB 011027,52209.86253,,,,
GRB 011030A,52212.25714,,,,
GRB 011030,52212.26947,,,3,
GRB 011030B,52212.35159,,,,
