name,ra,dec,time_x,fluence,redshift
GRB 080229A,228.21775,-14.70447,2008-02-29T17:04:59.534140,0.0000091,
GRB 080229B,199.25033,-64.86369,2008-02-29T23:33:01,,
GRB 080303,112.05796,-70.23342,2008-03-03T09:10:35.271760,0.000000668,
GRB 080307,136.62825,35.13889,2008-03-07T11:23:30.814100,0.000000927,3.5
GRB 080310,220.0575,-0.1749,2008-03-10T08:37:58.647320,0.00000231,2.4274
GRB 080315,155.124,41.701,2008-03-15T02:25:01,,
GRB 080319A,206.33337,44.08017,2008-03-19T05:45:42.050320,0.00000445,
GRB 080319B,217.92075,36.30244,2008-03-19T06:12:49.250280,0.000085,0.9382
GRB 080319C,258.98121,55.39183,2008-03-19T12:25:56.961660,0.00000351,1.9492
GRB 080319D,99.47333,23.94283,2008-03-19T17:05:09.345180,0.000000323,
GRB 080320,177.73511,57.15664,2008-03-20T04:37:38.464040,0.000000283,4.5
GRB 080325,277.89267,36.52342,2008-03-25T04:09:17.332080,0.00000485,
GRB 080328,80.48279,47.51094,2008-03-28T08:03:04.588480,0.00000951,2.5
GRB 080330,169.26881,30.62319,2008-03-30T03:41:16.872120,0.000000348,1.5119
GRB 080405,162.59958,-4.28875,2008-04-05T09:18:55.609000,,
GRB 080408,114.66496,33.30414,2008-04-08T18:12:48,,3.5
GRB 080409,84.33038,5.08492,2008-04-09T01:22:57.584260,0.000000562,
GRB 080411,37.97996,-71.30203,2008-04-11T21:15:32.585440,0.0000265,1.0301
GRB 080413A,287.29897,-27.67778,2008-04-13T02:54:19.302440,0.00000352,2.433
GRB 080413B,326.14438,-19.98122,2008-04-13T08:51:12.549840,0.00000325,1.1014
GRB 080414,272.1342,-18.8291,2008-04-14T22:33:32,,
GRB 080426,26.49917,69.4685,2008-04-26T13:23:22.949980,0.000000374,
GRB 080430,165.3115,51.68564,2008-04-30T19:53:02.075640,0.00000117,0.767
GRB 080503,286.61986,68.7932,2008-05-03T12:26:13.429140,0.000002,
GRB 080506,329.42433,38.98503,2008-05-06T17:46:21.229360,0.00000129,3
GRB 080507,233.68079,56.43563,2008-05-07T07:45:00,,
GRB 080514B,322.84463,0.70789,2008-05-14T09:55:56,,2.3
GRB 080515,3.1625,32.57806,2008-05-15T06:01:13.816640,0.00000218,
GRB 080516,120.6415,-26.15933,2008-05-16T00:17:07.030760,0.000000265,3.2
GRB 080517,102.24196,50.73522,2008-05-17T21:22:51.986120,0.000000588,3.5
GRB 080520,280.19292,-54.99194,2008-05-20T22:20:24.778640,5.89E-08,1.5457
GRB 080521,182.183,30.583,2008-05-21T03:58:02,,
GRB 080523,20.79817,-64.031,2008-05-23T21:21:51.299440,0.000000725,3
GRB 080524,268.52,80.137,2008-05-24T04:13:00.163000,0.000000243,
GRB 080602A,19.17571,-9.23219,2008-06-02T01:30:28.077080,0.00000326,
GRB 080602B,4.421,48.57,2008-06-02T09:50:17,,
GRB 080603A,279.40875,62.74407,2008-06-03T11:18:11,,1.688
GRB 080603B,176.53192,68.06111,2008-06-03T19:38:13.288800,0.00000247,2.6892
GRB 080604,236.9654,20.5578,2008-06-04T07:27:01.159600,0.000000789,1.4171
GRB 080605,262.12522,4.01555,2008-06-05T23:47:57.859480,0.0000134,1.6403
GRB 080607,194.94665,15.91965,2008-06-07T06:07:27.008340,0.0000247,3.0368
GRB 080613A,213.27092,5.17319,2008-06-13T09:35:21,,
GRB 080613B,173.798,-7.10503,2008-06-13T11:12:37.968880,0.00000571,
GRB 080623,237.661,-62.04908,2008-06-23T10:25:28.440240,0.00000107,
GRB 080625,298.4044,56.2779,2008-06-25T12:28:31,,
GRB 080701A,45.83858,75.47478,2008-07-01T10:13:37.636600,0.000000741,
GRB 080701B,35.555,39.818,2008-07-01T12:50:05,,
GRB 080702A,313.05083,72.31294,2008-07-02T11:50:43.681940,0.000000038,
GRB 080702B,355.5665,-5.5141,2008-07-02T01:10:38.08,0.000000572,
GRB 080703,101.8027,-63.2192,2008-07-03T19:00:13.598700,0.000000208,
GRB 080707,32.61833,33.10953,2008-07-07T08:27:53.685800,0.000000626,1.2322
GRB 080710,8.27354,19.50147,2008-07-10T07:13:10.798420,0.00000135,0.8454
GRB 080714,188.10621,-60.27758,2008-07-14T17:52:56.643300,0.00000255,
GRB 080721,224.48273,-11.72348,2008-07-21T10:25:16.978500,0.0000141,2.5914
GRB 080723A,274.49054,-6.89958,2008-07-23T04:19:24.398120,0.000000349,
GRB 080723B,176.83317,-60.24096,2008-07-23T13:22:19,,
GRB 080725,121.699,-13.986,2008-07-25T10:26:14.632460,0.00000385,
GRB 080727A,208.39087,-18.54458,2008-07-27T05:57:39.363900,0.000000134,
GRB 080727B,276.85854,1.16325,2008-07-27T08:13:24.959660,0.0000032,5.5
GRB 080727C,32.63408,64.13733,2008-07-27T23:07:35.394100,0.0000053,
GRB 080802,270.72646,-32.33389,2008-08-02T15:12:21.075860,0.00000134,
GRB 080804,328.6675,-53.18461,2008-08-04T23:20:14.670000,0.0000038,2.2045
GRB 080805,314.22267,-62.44439,2008-08-05T07:41:34.733120,0.00000265,1.5042
GRB 080810,356.79379,0.31981,2008-08-10T13:10:12.287980,0.00000464,3.351
GRB 080822B,63.56,25.76,2008-08-22T21:02:52,,
GRB 080825B,209.20092,-68.95514,2008-08-25T17:46:40,,0.83
GRB 080828,199.58754,-65.94011,2008-08-28T03:14:45,,
GRB 080903,86.79188,51.26414,2008-09-03T01:12:23.300160,0.00000146,3.3
GRB 080905A,287.67388,-18.87981,2008-09-05T11:58:54.973940,0.000000141,0.1218
GRB 080905B,301.74121,-62.56306,2008-09-05T16:55:45.405420,0.00000181,2.3739
GRB 080906,228.04438,-80.51756,2008-09-06T13:33:16.347220,0.00000365,2
GRB 080913,65.72808,-25.1295,2008-09-13T06:46:54.122140,0.000000571,6.733
GRB 080915A,17.94854,-76.02036,2008-09-15T00:02:49.957760,0.000000291,
GRB 080915B,213.088,-11.49,2008-09-15T15:53:35.140100,0.00000104,
GRB 080916A,336.27583,-57.02303,2008-09-16T09:45:20.610200,0.00000422,0.6887
GRB 080916B,163.66575,69.06608,2008-09-16T14:44:47.329660,0.000000637,
GRB 080916C,119.84717,-56.63833,2008-09-16T00:12:45,,4.35
GRB 080919,265.22408,-42.36825,2008-09-19T00:05:13.051580,7.25E-08,
GRB 080922,270.838,-22.509,2008-09-22T11:03:36,,
GRB 080928,95.07015,-55.19971,2008-09-28T15:01:32.866720,0.00000242,1.6919
GRB 081001,276.59075,-8.71881,2008-10-01T21:17:42,,
GRB 081003A,262.39013,16.57044,2008-10-03T13:46:12,,
GRB 081003B,285.0256,16.6914,2008-10-03T20:48:08,,
GRB 081007,339.95995,-40.14699,2008-10-07T05:23:52.748620,0.000000761,0.5295
GRB 081008,279.95833,-57.43111,2008-10-08T19:58:09.384500,0.00000426,1.9685
GRB 081011,220.34428,33.54364,2008-10-11T00:28:50.466880,0.000000169,3.8
GRB 081012,30.20071,-17.63811,2008-10-12T13:10:23.902940,0.00000112,
GRB 081016A,255.57033,-23.33556,2008-10-16T06:51:31,,
GRB 081016B,14.56433,-43.53014,2008-10-16T19:47:14.515960,0.000000108,
GRB 081017,230.221,-32.784,2008-10-17T23:38:12.816960,0.00000142,
GRB 081022,226.582,12.409,2008-10-22T14:23:48.804900,0.00000259,
GRB 081024A,27.87421,61.33119,2008-10-24T05:53:08.864600,0.000000127,
GRB 081024B,322.9,21.204,2008-10-24T21:22:41,,
GRB 081025,245.36646,60.47539,2008-10-25T08:23:16.18,0.00000195,
GRB 081028,121.89471,2.30808,2008-10-28T00:25:00.790760,0.00000395,3.038
GRB 081029,346.77229,-68.15549,2008-10-29T01:43:56.788020,0.00000214,3.8479
GRB 081101,95.835,-0.105,2008-11-01T11:46:31.979160,0.000000068,
GRB 081102,331.17325,52.99442,2008-11-02T17:44:39.527920,0.00000227,
GRB 081104,100.48804,-54.71989,2008-11-04T09:34:42.467620,0.0000021,
GRB 081105,3.95221,3.47014,2008-11-05T13:31:46.529000,,
GRB 081109,330.7905,-54.71097,2008-11-09T07:02:06.614940,0.000004,3.5
GRB 081109B,350.132,-55.912,2008-11-09T13:47:16,,
GRB 081118,82.59242,-43.30147,2008-11-18T14:56:36.734580,0.00000115,2.58
GRB 081121,89.27563,-60.60278,2008-11-21T20:35:32.854060,0.00000423,2.512
GRB 081126,323.51496,48.71064,2008-11-26T21:34:10.280820,0.00000345,2.4
GRB 081127,332.06437,6.85064,2008-11-27T07:05:08.903800,0.000000402,
GRB 081128,20.80429,38.12714,2008-11-28T17:18:44.708060,0.00000232,5
GRB 081203A,233.03158,63.52078,2008-12-03T13:57:11.575340,0.00000783,2.05
GRB 081203B,228.79863,44.42859,2008-12-03T13:51:58.69,,
GRB 081204,349.78938,-60.22489,2008-12-04T16:44:55,,
GRB 081210,70.48417,-11.25741,2008-12-10T20:19:34.212340,0.00000186,
GRB 081211A,328.11654,-33.83565,2008-12-11T11:48:10.690660,0.00000013,
GRB 081211B,168.26404,53.82992,2008-12-11T06:15:02.00,0.000000682,
GRB 081221,15.79271,-24.54814,2008-12-21T16:21:11.847580,0.0000189,0.7
GRB 081222,22.73996,-34.09486,2008-12-22T04:53:59.974180,0.00000522,2.77
GRB 081224,206.2,73.3,2008-12-24T21:17:55.41,,
GRB 081226A,120.50137,-69.02956,2008-12-26T01:03:37.372040,9.15E-08,
GRB 081226B,25.495,-47.439,2008-12-26T12:13:11,,
GRB 081228,39.46225,30.85292,2008-12-28T01:17:40.758740,9.27E-08,3.44
GRB 081230,37.33129,-25.14721,2008-12-30T20:36:12.623340,0.000000918,2.03
GRB 090102,128.24392,33.11419,2009-01-02T02:55:44.865380,0.00000706,1.547
GRB 090107A,302.408,4.747,2009-01-07T04:48:04.308060,0.000000231,
GRB 090107B,284.81733,59.59528,2009-01-07T16:20:36,,
GRB 090111,251.67521,0.07756,2009-01-11T23:58:21.703320,0.000000666,
GRB 090113,32.0575,33.42842,2009-01-13T18:40:39.170560,0.000000775,1.7493
GRB 090117A,164.04367,-58.2335,2009-01-17T15:21:54,,
GRB 090118,49.82825,18.41533,2009-01-18T13:55:17.18,0.000000496,
GRB 090123,6.78639,-23.50113,2009-01-23T07:51:56.329040,0.0000029,
GRB 090126A,3.65983,81.37342,2009-01-26T02:01:15,,
GRB 090129,269.105,-32.793,2009-01-29T21:07:15.287600,0.00000221,
GRB 090201,92.052,-46.59006,2009-02-01T17:47:02.735980,0.0000314,
GRB 090205,220.91104,-27.85297,2009-02-05T23:03:14.820740,0.000000173,4.6497
GRB 090217,204.9,-8.4,2009-02-17T04:56:42,,
GRB 090301A,338.142,26.639,2009-03-01T06:55:55.141940,0.0000241,
GRB 090305A,241.78171,-31.55608,2009-03-05T05:19:51.035240,7.54E-08,
GRB 090306B,231.20821,-6.968,2009-03-06T23:08:17.19,0.00000327,
GRB 090307,244.99396,-28.6335,2009-03-07T03:46:37.877980,0.000000268,
GRB 090308,183.50067,-48.81675,2009-03-08T18:01:23.441660,0.00000022,
GRB 090309,284.97371,-25.26133,2009-03-09T23:29:13.262340,0.00000014,
GRB 090313,198.40088,8.097,2009-03-13T09:06:27.429120,0.00000151,3.3736
GRB 090323,190.70955,17.05331,2009-03-23T00:02:42.63,,3.568
GRB 090328A,90.66529,-41.88161,2009-03-28T09:36:46,,0.7354
GRB 090401A,350.921,29.763,2009-04-01T00:00:59.378700,0.0000112,
GRB 090401B,95.08775,-8.97199,2009-04-01T08:35:24.865740,0.0000107,3
GRB 090404,239.23967,35.51597,2009-04-04T15:56:30.440760,0.00000312,
GRB 090407,68.97946,-12.67919,2009-04-07T10:28:25.633160,0.00000114,1.4485
GRB 090410,334.958,15.421,2009-04-10T16:57:52.856200,0.00000585,
GRB 090417A,34.993,-7.146,2009-04-17T13:17:23.793440,2.23E-08,
GRB 090417B,209.6945,47.01797,2009-04-17T15:20:03.333200,0.00000225,0.345
GRB 090418A,269.31321,33.40587,2009-04-18T11:07:40.226940,0.00000466,1.608
GRB 090418B,225.91,17.22,2009-04-18T09:00:21.18,0.0000167,
GRB 090419,196.92971,-75.60622,2009-04-19T13:43:31.327920,0.0000027,
GRB 090422,294.74958,40.38422,2009-04-22T03:35:16.764880,0.000000237,
GRB 090423,148.88871,18.14939,2009-04-23T07:55:19.349660,0.000000625,8.23
GRB 090424,189.52125,16.83742,2009-04-24T14:12:09.330200,0.0000218,0.544
GRB 090426,189.07529,32.986,2009-04-26T12:48:47.212900,0.000000185,2.609
GRB 090429A,90.55537,-52.38742,2009-04-29T04:53:39.877600,0.00000109,
GRB 090429B,210.66688,32.17064,2009-04-29T05:30:03.365540,0.000000329,9.4
GRB 090509,241.41246,-28.39964,2009-05-09T05:10:03.594140,0.00000331,3
GRB 090510,333.55233,-26.58306,2009-05-10T00:23:00.487940,0.000000617,0.903
GRB 090515,164.15125,14.44189,2009-05-15T04:45:09.525600,2.23E-08,
GRB 090516,138.26092,-11.85428,2009-05-16T08:27:50.774420,0.00000917,4.109
GRB 090518,119.95458,0.75933,2009-05-18T01:54:44.273640,0.000000656,
GRB 090519,142.27917,0.18031,2009-05-19T21:08:56.428660,0.00000118,3.85
GRB 090520,11.62,-8,2009-05-20T01:37:16.716000,,
GRB 090529A,212.46892,24.45894,2009-05-29T14:12:35.217820,,2.625
GRB 090530,179.41873,26.594,2009-05-30T03:18:18.384300,0.00000109,1.28
GRB 090531A,178.664,7.83,2009-05-31T01:45:17.389720,0.00000154,
GRB 090531B,252.07467,-36.03436,2009-05-31T18:35:56.171780,0.000000613,
GRB 090607,191.16771,44.10583,2009-06-07T05:30:17.401940,0.000000114,
GRB 090618,293.99456,78.35676,2009-06-18T08:28:29.851180,0.000109,0.54
GRB 090621A,11.02133,61.94108,2009-06-21T04:22:43.155300,,
GRB 090621B,313.47067,69.02817,2009-06-21T22:07:25.649220,7.32E-08,
GRB 090625B,2.26442,-65.78036,2009-06-25T13:26:21,,
GRB 090628,237.05321,-15.98467,2009-06-28T21:20:12.029720,0.000000904,
GRB 090702,175.89746,11.50181,2009-07-02T10:40:37,,
GRB 090708,154.635,26.612,2009-07-08T03:38:15.267780,0.000000501,
GRB 090709A,289.92767,60.72758,2009-07-09T07:38:34.592520,0.0000253,
GRB 090709B,93.506,64.074,2009-07-09T15:07:42.879640,0.00000147,
GRB 090712,70.094,22.525,2009-07-12T03:51:05.176560,0.00000388,
GRB 090715A,152.115,10.005,2009-07-15T17:25:39.150560,0.000000952,
GRB 090715B,251.34029,44.83917,2009-07-15T21:03:14.638140,0.00000567,3
GRB 090720A,203.68054,-10.33469,2009-07-20T06:38:07.426000,0.000000883,
GRB 090726,248.67935,72.88467,2009-07-26T22:42:27.759160,0.000000787,2.71
GRB 090727,315.96083,64.925,2009-07-27T22:42:18.028360,0.00000142,
GRB 090728,29.6525,41.63322,2009-07-28T14:45:45.962500,0.00000109,
GRB 090807A,273.74404,10.26594,2009-08-07T15:00:27.022480,0.00000218,
GRB 090809A,328.67994,-0.08384,2009-08-09T17:31:14.504600,0.000000365,2.737
GRB 090812,353.20229,-10.60472,2009-08-12T06:02:08.897520,0.00000573,2.452
GRB 090813,225.78533,88.56819,2009-08-13T04:10:43.154900,0.00000133,
GRB 090814A,239.60979,25.63122,2009-08-14T00:52:19.004460,0.00000127,2.2
GRB 090814B,64.75737,60.59033,2009-08-14T01:21:33,,
GRB 090815C,64.498,-65.945,2009-08-15T23:21:39.254980,4.47E-08,
GRB 090817,63.96579,44.12881,2009-08-17T00:51:33,,
GRB 090823,128.67758,60.65056,2009-08-23T16:11:12,,
GRB 090827,18.451,-50.89639,2009-08-27T19:06:24.342000,0.00000119,
GRB 090831C,108.29429,-25.11867,2009-08-31T21:30:25.929900,0.000000381,
GRB 090902B,264.93921,27.32419,2009-09-02T11:05:08,,1.8829
GRB 090904A,100.88471,50.20344,2009-09-04T01:01:06.945020,0.00000289,
GRB 090904B,264.18579,-25.21292,2009-09-04T01:24:18.112980,0.0000127,
GRB 090912,188.04292,61.48464,2009-09-12T15:50:29.864660,0.00000448,
GRB 090915,238.02016,15.48772,2009-09-15T15:35:36.000,0.000000605,
GRB 090916,126.582,25.941,2009-09-16T07:00:44.126400,0.000000938,
GRB 090926A,353.40015,-66.32407,2009-09-26T04:20:27,,2.1062
GRB 090926B,46.30808,-39.00617,2009-09-26T21:55:48.416220,0.00000713,1.24
GRB 090927,343.97258,-70.98043,2009-09-27T10:07:16.926760,0.000000198,1.37
GRB 090929A,56.494,-5.952,2009-09-29T04:33:04,,
GRB 090929B,117.72017,-0.65756,2009-09-29T10:09:07.257040,0.00000582,
GRB 091003,251.51953,36.62521,2009-10-03T04:35:46,,0.8969
GRB 091010,298.66558,-22.51806,2009-10-10T02:43:09,,
GRB 091018,32.18588,-57.54827,2009-10-18T20:48:19.585200,0.00000143,0.971
GRB 091020,175.73,50.97833,2009-10-20T21:36:44.667340,0.0000038,1.71
GRB 091024,339.24875,56.88983,2009-10-24T08:56:01.265340,0.00000598,1.092
GRB 091026,276.57429,-86.11156,2009-10-26T13:11:30.155080,0.00000203,
GRB 091029,60.17745,-55.95557,2009-10-29T03:53:22.595560,0.00000241,2.752
GRB 091102,72.61554,-72.51969,2009-11-02T14:34:38.358760,0.000000525,
GRB 091104,208.75604,47.41075,2009-11-04T08:49:22.769700,0.000000761,
GRB 091109A,309.25749,-44.15822,2009-11-09T04:57:43.363760,0.00000164,3.076
GRB 091109B,112.73587,-54.08968,2009-11-09T21:49:03.157720,0.000000195,
GRB 091111,137.825,-45.92547,2009-11-11T15:21:59,,
GRB 091112,257.753,-36.729,2009-11-12T17:41:21.081480,0.00000209,
GRB 091117A,30.966,-16.943,2009-11-17T17:44:22.891000,0.000000432,
GRB 091127,36.58288,-18.95239,2009-11-27T23:25:45.805160,0.00000844,0.4903
GRB 091130B,203.14829,34.08878,2009-11-30T17:59:04.773120,0.00000146,
GRB 091202,138.83229,62.54972,2009-12-02T23:10:12,,
GRB 091208A,0.274,65.67,2009-12-08T08:46:00.559040,0.0000018,
GRB 091208B,29.39204,16.88967,2009-12-08T09:49:57.998900,0.0000032,1.0633
GRB 091221,55.7975,23.24119,2009-12-21T20:52:52.295660,0.00000565,
GRB 091230,132.91325,-53.89797,2009-12-30T06:27:30,,
GRB 100103A,112.37296,-34.48992,2010-01-03T17:42:32,,
GRB 100111A,247.04833,15.55064,2010-01-11T04:12:49.036100,0.000000667,
GRB 100115A,3.36687,-0.82567,2010-01-15T11:15:19,,
GRB 100117A,11.26942,-1.59497,2010-01-17T21:06:19.576420,0.000000093,0.915
GRB 100119A,299.308,-53.149,2010-01-19T18:25:25.746880,0.0000145,
GRB 100203A,96.225,4.793,2010-02-03T18:31:07,,
GRB 100205A,141.38758,31.74028,2010-02-05T04:18:43.074340,0.000000398,11
GRB 100206A,47.16262,13.15703,2010-02-06T13:30:05.374220,0.00000014,
GRB 100212A,356.41762,49.49464,2010-02-12T14:07:22.028320,0.00000109,
GRB 100213A,349.39183,43.37903,2010-02-13T22:27:48.212320,0.00000026,
GRB 100213B,124.28308,43.44859,2010-02-13T22:58:34.216240,0.00000117,0.604
GRB 100216A,154.263,35.524,2010-02-16T10:07:00,0.000000047,
GRB 100219A,154.20204,-12.56681,2010-02-19T15:15:46.455360,0.000000428,4.6667
GRB 100302A,195.51612,74.59014,2010-03-02T19:53:06.422100,0.000000298,4.813
GRB 100305A,168.36792,42.40292,2010-03-05T09:05:38.414420,0.00000146,
GRB 100316A,251.97875,71.82708,2010-03-16T02:23:00.430180,0.000000824,
GRB 100316B,163.48809,-45.47265,2010-03-16T08:01:36.973480,0.000000205,1.18
GRB 100316C,32.28725,-67.99144,2010-03-16T08:57:59.501360,0.000000173,3.5
GRB 100316D,107.62725,-56.25556,2010-03-16T12:44:50.380880,0.00000342,0.059
GRB 100322B,76.489,42.685,2010-03-22T07:06:18,0.00000005,
GRB 100324A,98.612,-9.735,2010-03-24T00:21:27,0.00000007,
GRB 100331A,261.0831,-58.943,2010-03-31T00:30:30,,
GRB 100331B,303.02142,-11.10811,2010-03-31T21:08:38,,
GRB 100401A,290.813,-8.257,2010-04-01T07:07:32,0.000000036,
GRB 100413A,266.2215,15.83422,2010-04-13T17:33:28.376380,0.00000616,3.9
GRB 100413B,356.8264,51.2704,2010-04-13T08:42:41,0.00000043,
GRB 100414A,192.11233,8.69303,2010-04-14T02:20:21,,1.368
GRB 100418A,256.36287,11.46175,2010-04-18T21:10:08.040780,0.000000329,0.6235
GRB 100420A,296.12737,55.76944,2010-04-20T05:22:42.276700,0.000000451,
GRB 100423A,136.45925,21.49842,2010-04-23T00:34:59.164220,0.00000853,
GRB 100424A,209.44762,1.53858,2010-04-24T16:32:42.263180,0.00000135,
GRB 100425A,299.19637,-26.43058,2010-04-25T02:50:45.077880,0.000000513,1.755
GRB 100427A,89.171,-3.461,2010-04-27T08:31:55,,
GRB 100504A,255.57137,-35.58728,2010-05-04T19:20:59.512540,0.00000237,
GRB 100508A,76.24579,-20.71142,2010-05-08T09:20:42.221700,0.000000792,
GRB 100513A,169.61167,3.62778,2010-05-13T02:07:08.767460,0.00000133,4.772
GRB 100514A,328.82275,29.16004,2010-05-14T18:53:58.170320,0.000000377,
GRB 100518A,304.78888,-24.55458,2010-05-18T11:33:35,,4
GRB 100522A,6.98654,9.40175,2010-05-22T03:45:52.323860,0.00000208,
GRB 100526A,230.76904,25.63219,2010-05-26T16:26:10.166000,0.00000255,
GRB 100526B,0.73483,-37.91289,2010-05-26T19:00:38.517680,0.000000531,
GRB 100528A,311.1413,27.8066,2010-05-28T01:48:05,,
GRB 100606A,350.62658,-66.24133,2010-06-06T19:12:41.811980,0.00000639,
GRB 100614A,263.49937,49.23414,2010-06-14T21:38:26.107200,0.00000271,
GRB 100615A,177.20558,-19.48111,2010-06-15T01:59:03.994640,0.00000495,
GRB 100619A,84.62229,-27.00556,2010-06-19T00:21:07.246620,0.00000455,
GRB 100621A,315.3045,-51.10625,2010-06-21T03:03:32.840140,0.0000194,0.542
GRB 100625A,15.79546,-39.08844,2010-06-25T18:32:28.377940,0.000000703,
GRB 100628A,225.97279,-31.6635,2010-06-28T08:16:40.830060,1.52E-08,
GRB 100702A,245.69704,-56.53108,2010-07-02T01:03:47.206620,0.000000116,
GRB 100704A,133.6415,-24.20281,2010-07-04T03:35:08.736120,0.00000572,3.6
GRB 100713A,255.20154,28.39425,2010-07-13T14:36:06,,
GRB 100719A,112.319,-5.857,2010-07-19T03:30:57.937820,0.000000531,
GRB 100724A,194.54333,-11.1025,2010-07-24T00:42:19.202780,0.000000156,1.288
GRB 100724B,124.16,74.42,2010-07-24T00:42:05,,
GRB 100725A,166.48158,-26.67047,2010-07-25T07:12:52.414860,0.00000204,
GRB 100725B,290.03337,76.95644,2010-07-25T11:24:34.494340,0.00000684,
GRB 100727A,154.17775,-21.39061,2010-07-27T05:42:17.784900,0.0000012,
GRB 100728A,88.75838,-15.25567,2010-07-28T02:18:24.246260,0.0000378,
GRB 100728B,44.05611,0.28116,2010-07-28T10:31:55.829200,0.00000167,2.106
GRB 100802A,2.46825,47.75522,2010-08-02T05:45:36.166420,0.00000353,
GRB 100805A,299.87713,52.62783,2010-08-05T04:12:42.269380,0.000000509,1.3
GRB 100807A,55.30179,67.6715,2010-08-07T09:13:13.622520,0.000000295,
GRB 100814A,22.47338,-17.99545,2010-08-14T03:50:11.265420,0.00000898,1.44
GRB 100816A,351.73992,26.57853,2010-08-16T00:37:51.355600,0.00000184,0.8035
GRB 100823A,20.70429,5.83511,2010-08-23T17:25:35.715620,0.000000408,
GRB 100901A,27.26424,22.75856,2010-09-01T13:34:10.376100,0.00000193,1.408
GRB 100902A,48.629,30.97911,2010-09-02T19:31:53.860200,0.00000309,4.5
GRB 100904A,172.907,-16.185,2010-09-04T01:33:43.808300,0.00000125,
GRB 100905A,31.55017,14.92953,2010-09-05T15:08:14.715440,0.000000173,
GRB 100906A,28.68383,55.63036,2010-09-06T13:49:27.416480,0.0000117,1.727
GRB 100909A,73.94942,54.65892,2010-09-09T09:04:00,,
GRB 100915A,315.69462,65.67297,2010-09-15T01:31:05.822060,0.00000146,
GRB 100915B,85.3944,25.0949,2010-09-15T05:49:39,,
GRB 100917A,289.25,-17.12,2010-09-17T05:03:25.783360,0.00000086,
GRB 100924A,0.67608,7.00078,2010-09-24T03:58:08.897460,0.00000756,
GRB 100928A,223.037,-28.542,2010-09-28T02:19:52.757060,0.000000349,
GRB 101008A,328.87529,37.06711,2010-10-08T16:43:15.219700,0.00000113,
GRB 101011A,48.29487,-65.98167,2010-10-11T16:58:35.338240,0.00000138,
GRB 101017A,291.38565,-35.14482,2010-10-17T10:32:47.416220,0.0000169,
GRB 101020A,189.607,23.129,2010-10-20T23:40:41.709060,0.00000259,
GRB 101023A,317.9636,-65.38769,2010-10-23T22:50:12.387740,0.0000273,
GRB 101024A,66.50733,-77.26546,2010-10-24T11:39:29.826060,0.00000145,2
GRB 101030A,166.382,-16.37808,2010-10-30T15:56:29.902620,0.00000289,
GRB 101112A,292.22857,39.35296,2010-11-12T22:10:24,,
GRB 101114A,303.21133,14.033,2010-11-14T00:32:50,0.0000008,
GRB 101117B,173.00225,-72.66275,2010-11-17T19:13:23.925160,0.00000111,3
GRB 101129A,155.921,-17.645,2010-11-29T15:39:31,0.00000009,
GRB 101201A,1.96746,-16.18484,2010-12-01T10:01:48,,
GRB 101204A,167.53683,-20.42014,2010-12-04T23:53:29,0.0000012,
GRB 101213A,241.31383,21.89744,2010-12-13T10:49:23.075680,0.00000497,0.414
GRB 101219A,74.58537,-2.53972,2010-12-19T02:31:29.757600,0.00000042,0.718
GRB 101219B,12.23061,-34.56652,2010-12-19T16:27:53.519740,0.00000266,0.5519
GRB 101224A,285.92408,45.71375,2010-12-24T05:27:13.761240,6.85E-08,
GRB 101225A,0.19792,44.60067,2010-12-25T18:37:45.500280,0.00000183,0.874
GRB 110102A,245.88087,7.61383,2011-01-02T18:52:25.474700,0.0000165,2.5
GRB 110106A,79.30621,64.17358,2011-01-06T15:25:16.214380,0.000000293,
GRB 110106B,134.15528,47.00291,2011-01-06T21:26:17.013580,0.00000205,0.618
GRB 110107A,299.90929,41.91428,2011-01-07T21:15:51,0.0000058,
GRB 110112A,329.9325,26.45719,2011-01-12T04:12:18.468660,2.79E-08,
GRB 110112B,10.599,64.406,2011-01-12T22:24:55,,
GRB 110119A,348.58587,5.98626,2011-01-19T22:20:58.379640,0.00000703,
GRB 110128A,193.89625,28.06503,2011-01-28T01:44:33.009360,0.000000718,2.339
GRB 110201A,137.58212,88.60561,2011-02-01T09:35:08.899340,0.000000682,
GRB 110205A,164.62958,67.52525,2011-02-05T02:02:41.367420,0.0000171,2.22
GRB 110206A,92.3335,-58.80692,2011-02-06T18:08:05,,
GRB 110207A,12.54,-10.79,2011-02-07T11:17:20.015680,0.00000159,
GRB 110208A,22.46192,-20.59264,2011-02-08T21:10:46.347120,0.000000269,
GRB 110210A,13.05679,7.77975,2011-02-10T09:52:41.350180,0.00000096,
GRB 110212A,69.025,43.716,2011-02-12T01:09:08.736900,0.000000253,
GRB 110213A,42.96413,49.27321,2011-02-13T05:17:29.533120,0.00000587,1.46
GRB 110213B,41.75604,1.14625,2011-02-13T14:31:48,,1.083
GRB 110223A,345.85217,87.55786,2011-02-23T20:56:59.226720,0.00000016,
GRB 110223B,150.23325,-68.30167,2011-02-23T21:25:48.058660,0.000000585,
GRB 110305A,260.88042,-15.80244,2011-03-05T06:38:01.212340,0.000000786,
GRB 110312A,157.48125,-5.26242,2011-03-12T17:55:37.252080,0.000000823,
GRB 110315A,279.19517,17.53897,2011-03-15T23:57:04.537480,0.00000406,
GRB 110318A,338.292,-15.278,2011-03-18T13:14:19.601160,0.00000485,
