name,ra,dec,time,fluence
GRB 020327A,152,-39,52360.0689,0.00000154
GRB 990720A,160.8,-38.9,51379.00031,0.00000329
GRB 961022,159.63,-38.76,50378.79242,0.00000554
GRB 990518B,343.33,-38.68,51316.72112,0.000101
GRB 971220,33.23,-38.55,50802.17123,0.00000653
GRB 010326,132.96,-38.3,51994.13537,0.00001086
GRB 990822,111.57,-38.07,51412.50249,0.00000506
GRB 990407,346,-38,51275.58003,0.00000414
GRB 980205,146.4,-37.4,50849.22898,0.00000147
GRB 971102B,280,-37,50754.07623,0.00000107
GRB 980706D,308,-37,51000.90322,0.0000358
GRB 981019,318.7,-36.7,51105.92135,0.00000178
GRB 990603B,55.1,-36.3,51332.77183,0.00000032
GRB 000511A,331.24,-36.11,51675.0501,
GRB 970517C,119,-36,50585.53666,0.00000036
GRB 001206A,49,-36,51884.40071,0.0000067
GRB 010427C,98,-36,52026.55145,0.00000144
GRB 961004,80.6,-35.55,50360.79068,0.00000032
GRB 991205B,21,-35,51517.93391,0.00000107
GRB 960810A,185.29,-34.6,50305.2844,0.00000165
GRB 980904A,58,-34,51060.27969,0.00000019
GRB 000528,161.35,-34,51692.36556,0.0000165
GRB 011231,178,-34,52274.14916,0.00000049
GRB 960917,313.87,-33.89,50343.93233,0.00000594
GRB 961208A,316,-33,50425.2252,0.0000074
GRB 001226A,269,-33,51904.39218,0.00000122
GRB 010504,16,-33,52033.11373,0.0000193
GRB 980923,235.3,-32.7,51079.34928,0.00000158
GRB 980815,210.94,-32.22,51040.89023,0.00000518
GRB 980208A,75.99,-32.2,50852.52318,0.00000252
GRB 980802B,252.64,-32.16,51027.33419,0.00000278
GRB 010612A,270.82,-32.13,52072.1064,0.00000601
GRB 980615A,242,-32,50979.1161,0.00000016
GRB 990601,105,-32,51330.62608,0.00000058
GRB 000507,232,-32,51671.5478,
GRB 980709A,12.6,-31.9,51003.19644,0.00000264
GRB 020405,209.54,-31.39,52369.02887,0.0000422
GRB 980724,127.75,-31.32,51018.51965,0.00000022
GRB 970709,315.91,-31.3,50638.56331,
GRB 990625,6.64,-31.2,51354.01706,0.0000007
GRB 971009A,255.96,-31.06,50730.34306,0.00000126
GRB 981219B,233,-31,51166.80943,0.00000065
GRB 990312A,303,-31,51249.203,0.00000088
GRB 000704,115,-31,51729.12469,0.00000297
GRB 010611A,349,-31,52071.31829,0.00000062
GRB 011212,170,-31,52255.06661,0.00000157
GRB 970406C,287.6,-30.3,50544.29509,0.00000156
GRB 010415B,200,-30,52014.7998,
