name,ra,dec,time,fluence
GRB120111051,95.34,5,55937.05101,3.97E-06
GRB090411991,38.5,5.1,54932.99149,6.21E-06
GRB080808565,33.6,5.4,54686.56514,3.97E-06
GRB140824548,55.63,4.35,56893.54776,2.69E-06
GRB100517243,10.44,4.43,55333.24296,2.69E-06
GRB081012045,69.7,4.5,54751.0454,2.29E-07
GRB090904581,261.65,4.56,55078.58145,1.64E-06
GRB080730520,245.4,4.6,54677.52032,4.87E-06
GRB111124308,94.06,4.63,55889.30845,6.26E-07
GRB150510139,16.16,4.79,57152.13882,0.000098625
GRB091220442,166.77,4.81,55185.44225,5.83E-06
GRB130929375,200.93,2.8,56564.37515,3.23E-07
GRB130117087,341.24,2.81,56309.08694,2.85E-06
GRB160314473,161.99,2.83,57461.47321,1.32E-07
GRB110302043,122.35,2.91,55622.04296,3.73E-06
GRB150412507,186.79,2.91,57124.50737,1.30E-07
GRB100616773,342.91,3.09,55363.7726,2.76E-07
GRB090331681,210.5,3.1,54921.68079,3.45E-07
GRB140113183,75.63,3.18,56670.18328,2.65E-06
GRB141230142,56.98,1.59,57021.14193,1.80E-06
GRB110206202,333.7,1.61,55598.20181,7.90E-07
GRB110812899,77.76,1.71,55785.89941,1.17E-06
GRB091128285,127.69,1.73,55163.28512,0.000040385
GRB160215773,356.79,1.73,57433.77327,0.000050373
GRB090623913,41.7,1.8,55005.91279,2.16E-06
GRB120914144,267.94,1.82,56184.14354,7.35E-07
GRB110529811,340.62,1.86,55710.81056,3.33E-06
GRB101123952,135.16,1.91,55523.95249,0.00011334
GRB080810549,356.8,0.32,54688.54876,0.000010823
GRB100326402,314.7,0.45,55281.40162,0.000011821
GRB091230260,101.53,0.68,55195.25983,1.95E-06
GRB090518080,119.95,0.75,54969.07968,0.000000991
GRB160224911,319.87,0.75,57442.91068,1.21E-07
GRB150822178,144.46,0.85,57256.17786,2.58E-06
GRB140906429,185.84,0.98,56906.42919,0.000008368
GRB101129726,271.54,1.01,55529.72599,8.08E-07
GRB101026034,263.7,-0.37,55495.03421,9.30E-07
GRB130214800,56.93,-0.29,56337.80025,5.98E-06
GRB141028455,322.601,-0.2312,56958.45471,0.000034781
GRB130903033,82.1301,-0.1267,56538.03301,2.52E-06
GRB130502743,138.569,-0.1232,56414.74341,6.27E-07
GRB090826068,140.62,-0.11,55069.06773,8.48E-07
GRB081101491,95.8,-0.1,54771.49065,1.68E-07
GRB130708488,17.474,0.003,56481.48824,2.53E-06
GRB100330309,202.08,-0.9,55285.30893,0.000004302
GRB131006840,139.36,-0.87,56571.84019,0.000001841
GRB131127592,306.09,-0.81,56623.59188,0.000038494
GRB100717372,287.06,-0.66,55394.3716,4.26E-07
GRB120629565,176.16,-0.6,56107.56541,5.19E-08
GRB140624423,23.16,-0.56,56832.4227,2.42E-07
GRB130830864,142.97,-0.55,56534.86446,1.89E-06
GRB140918379,356.18,-0.54,56918.37918,0.00000212
GRB150613420,106.13,-0.46,57186.41973,2.61E-06
GRB130803419,220.255,-2.493,56507.41868,2.82E-06
GRB131117766,213.27,-2.47,56613.76632,0.000014376
GRB130905377,275.89,-2.31,56540.37652,4.44E-06
GRB150922234,292.96,-2.25,57287.23436,9.47E-07
GRB100701490,43.109,-2.224,55378.48985,0.000026028
GRB141003788,137.64,-2.21,56933.78846,1.34E-06
GRB130815660,112.37,-2.15,56519.66033,0.000011752
GRB120618919,213.57,-2.11,56096.91915,3.63E-06
GRB111024896,91.23,-1.75,55858.89586,2.32E-07
GRB141020439,265.49,-1.68,56950.43856,8.47E-08
GRB131231198,10.59,-1.65,56657.1981,0.00015194
GRB150520893,128.53,-1.63,57162.89276,9.39E-07
GRB100810049,124.77,-1.61,55418.04901,3.94E-07
GRB110923481,181.37,-1.6,55827.48107,1.25E-07
GRB150220598,135.496,-1.597,57073.59833,0.000024133
GRB100117879,11.26,-1.594,55213.87939,4.23E-07
GRB131031482,29.61,-1.58,56596.48163,4.38E-06
GRB100427356,89.17,-3.46,55313.35566,2.28E-06
GRB150506972,29.25,-3.37,57148.9717,3.13E-07
GRB090713020,284.8,-3.33,55025.02046,9.48E-06
GRB110605780,242.09,-3.14,55717.77973,4.39E-07
GRB150127589,142.41,-3.14,57049.5892,0.000057789
GRB121008424,340.97,-3.1,56208.4242,3.92E-07
GRB080913735,45.1,-3,54722.73509,3.54E-06
GRB131004904,296.115,-2.96,56569.90351,5.10E-07
GRB121012724,33.42,14.58,56212.7238,1.27E-06
GRB140828288,142.011,14.59,56897.28764,3.76E-06
GRB130216927,67.9,14.67,56339.92733,5.92E-06
GRB150605782,217.86,14.71,57178.78216,7.61E-08
GRB100621529,160.86,14.72,55368.52936,1.37E-07
GRB160711968,15.08,14.94,57580.96767,8.95E-07
GRB130720116,243.5,14.97,56493.11575,4.24E-06
GRB100225249,352.85,15.03,55252.24937,5.96E-07
GRB140122597,56.08,15.09,56679.59708,9.05E-07
GRB150210935,112.85,12.36,57063.935,0.000022199
GRB130606316,339.37,12.49,56449.31632,9.36E-06
GRB161009651,111.83,12.55,57670.65147,6.07E-06
GRB120608777,313.26,12.64,56086.77677,3.17E-06
GRB141004973,76.75,12.824,56934.97285,1.18E-06
GRB100713980,82.06,13,55390.98025,3.05E-06
GRB120609580,67.32,13,56087.57958,4.20E-07
GRB160125368,76.78,13.01,57412.36772,1.21E-06
GRB130623699,284.68,10.67,56466.69889,7.04E-07
GRB120420858,109.26,10.76,56037.85779,0.000043252
GRB140720280,141.35,10.76,56858.28036,1.88E-06
GRB130307238,319.52,10.77,56358.23772,3.97E-06
GRB151001628,233.73,10.967,57296.62804,2.67E-06
GRB141208038,239.16,10.97,56999.03823,1.77E-06
GRB161005977,239.36,11.1,57666.97689,1.24E-06
GRB140723499,24.63,11.19,56861.49866,0.00002346
GRB120302722,24.09,9.71,55988.72221,1.19E-07
GRB100417789,295.81,9.84,55303.78866,1.36E-06
GRB080715950,214.7,9.9,54662.95046,5.04E-06
GRB160804065,221.63,9.9989,57604.06546,0.000016155
GRB101211485,31.84,10.06,55541.48466,1.63E-06
GRB120224898,331.06,10.18,55981.898,0.000002599
GRB130702951,292.16,10.39,56475.95069,7.53E-07
GRB110926107,69.44,10.43,55830.10667,0.000011975
GRB160223072,147.584,9.373,57441.07248,8.94E-06
GRB100522157,6.9867,9.4023,55338.15686,3.86E-06
GRB120130906,64.96,9.48,55956.90618,5.25E-07
GRB090301315,352.8,9.5,54891.31502,2.27E-06
GRB120716712,313.051,9.5985,56124.71185,0.000014408
GRB101112984,100.1,9.62,55512.98398,8.57E-06
GRB131108862,156.501,9.6623,56604.86245,0.000035676
GRB090703329,0.77,9.68,55015.3292,8.46E-07
GRB101127093,290.31,7.89,55527.09304,6.96E-07
GRB160822672,270.48,8.02,57622.67199,8.35E-07
GRB151228949,344.424,8.0817,57384.94945,0.000003781
GRB130318456,200.74,8.12,56369.45592,0.000003198
GRB160928825,130.39,8.14,57659.82504,5.44E-06
GRB131110373,9.81,8.16,56606.37293,3.27E-06
GRB160825799,329.54,8.16,57625.79918,2.03E-06
GRB150326521,345.39,8.19,57107.52132,4.69E-07
GRB111105457,153.48,7.28,55870.45667,1.68E-06
GRB080818945,98.1,7.4,54696.94501,1.74E-06
GRB161014522,332.648,7.4686,57675.52171,6.10E-06
GRB150506398,176.25,7.56,57148.39847,3.56E-06
GRB081216531,129.2,7.6,54816.53056,2.99E-06
GRB110102788,245.882,7.616,55563.78792,0.000037249
GRB150721242,334.14,7.76,57224.24246,0.00001594
GRB161007009,129.61,7.81,57668.00928,1.12E-06
GRB160107931,299.67,6.413,57394.93104,0.000027302
GRB120528442,295.13,6.5,56075.44167,3.79E-06
GRB150923995,92.28,6.53,57288.99505,8.33E-07
GRB160527080,218.43,6.68,57535.08029,1.66E-06
GRB110625881,286.73,6.755,55737.88077,0.000065479
GRB130217688,96.72,6.8,56340.68842,1.10E-06
GRB160625945,308.3,6.9,57564.94463,0.00056916
GRB151229486,346.49,6.91,57385.48619,1.46E-07
GRB100719989,113.3,5.4,55396.98894,0.000051938
GRB110626448,131.91,5.56,55738.44785,1.16E-06
GRB140406120,357.55,5.63,56753.1196,0.000011454
GRB150729517,219.22,5.75,57232.51677,0.000016619
GRB120213606,183.49,5.76,55970.60607,0.000002678
GRB160728337,337.04,5.77,57597.33696,9.51E-07
GRB100423244,119.67,5.78,55309.24405,0.000007918
GRB111216389,185.99,5.83,55911.38925,0.000041677
GRB100516396,297.68,18.66,55332.39628,1.84E-07
GRB100101988,70.66,18.69,55197.98768,1.87E-06
GRB150110433,217,18.9,57032.43308,7.97E-06
GRB140105748,252.88,19.03,56662.7476,1.30E-07
GRB130109206,17.45,19.24,56301.20586,2.54E-06
GRB150131951,62.27,19.27,57053.951,2.49E-06
GRB110622158,133.96,19.46,55734.15786,0.000054266
GRB100717446,304.31,19.53,55394.44568,3.33E-07
GRB141122956,75.71,17.94,56983.95589,2.22E-07
GRB140328560,320.04,17.97,56744.56002,7.47E-07
GRB141213300,248.19,18.06,57004.30018,6.58E-07
GRB090423330,148.7,18.1,54944.33016,8.16E-07
GRB131212814,273.63,18.11,56638.81423,4.75E-07
GRB140113624,329.37,18.13,56670.62391,5.70E-07
GRB080925775,96.1,18.2,54734.77495,0.000018466
GRB091224373,331.17,18.26,55189.37334,3.44E-07
GRB161012214,330.32,17.56,57673.21378,1.00E-06
GRB130522510,134.15,17.62,56434.51008,3.99E-06
GRB120824594,70.92,17.63,56163.59445,5.92E-06
GRB101231067,191.71,17.64,55561.06725,0.000016829
GRB110906302,26.32,17.65,55810.30224,3.80E-06
GRB090629543,8.48,17.67,55011.54261,4.39E-07
GRB090612619,81.03,17.71,54994.61864,5.82E-06
GRB121210081,202.54,17.77,56271.08057,2.02E-06
GRB110220761,185.49,16.58,55612.76136,2.11E-06
GRB081022364,205.4,16.6,54761.36441,1.16E-06
GRB130612141,259.804,16.706,56455.14055,6.80E-07
GRB120415076,213.54,16.73,56032.07636,2.23E-06
GRB090424592,189.5,16.8,54945.59177,0.000046323
GRB091208410,29.392,16.8899,55173.4097,6.19E-06
GRB120905657,355.96,16.99,56175.65719,0.000019567
GRB150728151,100.44,17.06,57231.151,6.33E-07
GRB160628579,278.32,16.09,57567.57891,3.89E-06
GRB150717795,236.55,16.14,57220.79475,1.24E-06
GRB160724444,56.42,16.23,57593.44448,0.000011523
GRB120727681,37.76,16.36,56135.68078,9.23E-06
GRB160727971,145.99,16.4,57596.97071,7.13E-07
GRB110228792,245.09,16.41,55620.79156,9.60E-07
GRB100131730,120.4,16.45,55227.72983,7.34E-06
GRB120122300,96.58,16.53,55948.30007,2.60E-06
GRB090617208,78.89,15.65,54999.20832,9.43E-07
GRB160406023,228.94,15.72,57484.02274,3.01E-06
GRB130116415,38.24,15.75,56308.41544,9.27E-07
GRB130702004,217.312,15.7739,56475.00374,5.72E-06
GRB100413732,266.222,15.834,55299.73162,0.000010466
GRB100811108,345.87,15.86,55419.10821,2.93E-06
GRB110227229,25.24,15.89,55619.22929,2.40E-06
GRB100210101,244.38,16.08,55237.10057,2.11E-06
GRB100315361,208.9,30.14,55270.36056,2.58E-06
GRB121211574,195.544,30.161,56272.57435,6.41E-07
GRB161015710,269.15,30.19,57676.7105,0.00001142
GRB090610883,70.37,30.3,54992.88342,7.64E-07
GRB100829876,90.409,30.314,55437.87649,0.000014989
GRB090730608,252.58,30.46,55042.60773,0.000003183
GRB081204517,150.8,30.5,54804.51697,3.11E-07
GRB131217108,86.59,30.6,56643.10847,6.76E-07
GRB140810782,119.04,27.55,56879.78206,0.0001097
GRB130427324,173.136,27.7129,56409.32438,0.002462
GRB150128791,272.27,27.78,57050.79114,0.000011732
GRB100528075,311.119,27.81,55344.07501,0.00002712
GRB100629801,231.21,27.81,55376.80143,1.15E-06
GRB130528503,352.7,27.81,56440.50314,3.33E-06
GRB130828808,188.25,27.89,56532.80826,2.78E-06
GRB110123804,246.97,28.03,55584.80399,0.000019037
GRB150319271,7.13,28.06,57100.27071,0.000008689
GRB110128073,193.9,28.1,55589.07264,0.000001425
GRB130610133,224.42,28.21,56453.13345,3.54E-06
GRB130828306,259.797,28.2155,56532.30556,0.000037167
GRB160513962,288.84,28.35,57521.96185,2.13E-06
GRB141226880,163.85,28.39,57017.88014,3.21E-06
GRB150411026,342.75,28.39,57123.02627,7.03E-07
GRB150226545,51.1,28.48,57079.54541,8.63E-06
GRB150618674,238.17,28.54,57191.67416,3.68E-06
GRB160330827,209.73,26.29,57477.82737,0.000010294
GRB141208632,359.26,26.44,56999.63192,1.91E-07
GRB120222021,299.55,26.49,55979.02056,1.73E-06
GRB140807500,200.16,26.49,56876.49969,1.29E-06
GRB100816026,351.738,26.5785,55424.02628,3.65E-06
GRB101130074,274.61,26.62,55530.07355,2.34E-07
GRB090708152,154.629,26.637,55020.1516,1.01E-06
GRB081217983,116.8,26.8,54817.98251,9.62E-06
GRB110629174,69.37,25.01,55741.17359,0.000002428
GRB141029134,102.5,25.07,56959.13424,0.000040776
GRB120727354,163.26,25.09,56135.35392,1.09E-07
GRB150612702,2.28,25.09,57185.70249,0.000019794
GRB100915243,85.3944,25.0949,55454.24282,4.75E-07
GRB131217183,227.73,25.16,56643.18296,5.75E-06
GRB130530719,160.95,25.23,56442.71902,6.33E-06
GRB090112729,192.3,25.4,54843.72935,9.23E-06
GRB160917921,145.68,22.95,57648.92058,4.79E-07
GRB090717111,246.95,22.97,55029.11148,3.08E-07
GRB130307126,155.996,22.998,56358.12621,4.79E-07
GRB111117510,12.6926,23.0109,55882.50951,8.26E-07
GRB141229911,170.1,23.06,57020.91124,4.22E-06
GRB131018673,304.41,23.11,56583.67268,2.73E-06
GRB110709463,155.38,23.12,55751.46312,6.91E-06
GRB091221870,55.7983,23.2403,55186.87011,8.94E-06
GRB101107011,168.33,22.43,55507.0114,7.26E-06
GRB120814201,26.19,22.45,56153.20084,3.83E-07
GRB150226223,63.5,22.51,57079.22253,1.75E-06
GRB090712160,70.097,22.525,55024.16042,7.60E-06
GRB130115716,171.09,22.62,56307.71573,2.72E-06
GRB141102779,114.22,22.73,56963.77869,8.44E-07
GRB090704242,208.205,22.79,55016.24153,8.48E-06
GRB160929529,340.23,22.79,57660.5288,8.65E-07
GRB120328268,228.14,22.8,56014.2683,0.000075046
GRB151024179,232.86,22.95,57319.17909,2.79E-07
GRB100130777,78.57,20.83,55226.7768,0.000013865
GRB150705009,102.49,20.86,57208.00946,3.82E-06
GRB160917456,201.36,20.93,57648.45569,5.36E-06
GRB150922718,90.56,21.01,57287.71786,1.18E-06
GRB150810485,283.2,21.18,57244.48483,1.87E-06
GRB100318611,210.96,21.19,55273.6107,1.90E-06
GRB160522445,104.7,21.19,57530.44515,5.77E-06
GRB081024891,322.9,21.2,54763.89075,3.55E-07
GRB091030828,41.67,21.54,55134.82809,0.000029626
GRB110820476,90.51,21.63,55793.47621,7.98E-07
GRB160820496,6.82,21.85,57620.49596,9.66E-07
GRB101213451,241.314,21.8971,55543.45094,7.40E-06
GRB081102365,225.3,22,54772.36459,1.09E-06
GRB090811696,277.05,22.22,55054.69572,1.05E-06
GRB100513879,321.04,22.25,55329.87914,3.71E-06
GRB140621827,25.083,22.424,56829.82651,6.06E-06
GRB091003191,251.52,36.6247,55107.1915,0.000023315
GRB120916173,205.81,36.66,56186.17269,0.000014167
GRB090228976,357.6,36.7,54890.97571,9.64E-07
GRB151222340,355.18,36.7,57378.34044,2.14E-06
GRB150101270,312.603,36.7332,57023.27007,4.06E-08
GRB090726218,240.45,36.75,55038.21814,5.22E-07
GRB120702891,227.8,36.76,56110.89119,1.60E-06
GRB120217808,122.44,36.77,55974.80822,1.75E-06
GRB101008697,328.875,37.0671,55477.69671,1.35E-06
GRB090610648,84.2,35.42,54992.64822,1.35E-06
GRB120120432,134.72,35.47,55946.43154,0.000001503
GRB100216422,154.3,35.5,55243.42153,3.88E-07
GRB130623130,194.61,35.51,56466.1296,9.45E-07
GRB160407673,226.77,35.53,57485.67253,3.30E-06
GRB151205657,229.282,35.769,57361.65697,1.84E-06
GRB110226989,199.29,35.77,55618.98925,1.90E-06
GRB140827763,130.65,35.8,56896.76254,0.000012237
GRB160816730,322.411,37.1324,57616.72984,0.000033275
GRB091112928,208.41,37.17,55147.92768,4.57E-06
GRB100621452,103.83,37.35,55368.45229,7.67E-06
GRB160818230,163.6,37.4,57618.22979,4.92E-07
GRB150325696,133.14,37.75,57106.69586,8.93E-08
GRB100219026,330.93,37.79,55246.02587,3.48E-06
GRB141205337,92.859,37.876,56996.33701,1.07E-06
GRB160628136,87.92,38.17,57567.13636,7.51E-07
GRB110311812,117.59,34.29,55631.81205,1.12E-06
GRB110928180,153.4,34.29,55832.18046,0.00001415
GRB111231622,155.51,34.31,55926.62216,9.33E-07
GRB140519043,278.47,34.41,56796.04288,0.000003924
GRB101224614,290.16,34.46,55554.61358,2.61E-06
GRB160721806,38.15,34.52,57590.80623,0.000002423
GRB110813237,61.24,34.56,55786.2367,4.77E-06
GRB120612680,211.88,34.56,56090.68039,2.06E-06
GRB110304071,322.93,33.27,55624.07122,3.46E-06
GRB100929315,243.62,33.33,55468.31463,3.25E-07
GRB130808253,162.72,33.38,56512.25317,2.30E-07
GRB131122490,261.67,33.38,56618.48965,0.000028319
GRB090113778,32.1,33.4,54844.77825,1.57E-06
GRB090328713,155.7,33.4,54918.71325,1.19E-07
GRB141030746,161.37,33.4,56960.74599,2.31E-06
GRB160223416,94.9937,33.4075,57441.41599,3.61E-06
GRB150110923,289.36,32.522,57032.92259,5.81E-07
GRB080821332,238.6,32.6,54699.33156,3.59E-06
GRB161111197,208.6,32.6,57703.19665,2.65E-06
GRB150127935,300.68,32.66,57049.93517,1.77E-06
GRB090528516,312.2,32.7,54979.51564,0.000043518
GRB120217904,298.73,32.7,55974.90414,4.86E-06
GRB101225377,60.68,32.77,55555.37701,0.000020164
GRB081206275,120.1,32.8,54806.27492,3.86E-06
GRB150609316,52.26,31.63,57182.3162,1.21E-07
GRB110706728,9.06,31.73,55748.72774,0.000002341
GRB130220964,306.2,31.74,56343.96445,0.000007235
GRB150923297,316.8,31.82,57288.29695,1.10E-07
GRB151227218,287.89,31.94,57383.21793,0.000043951
GRB160323293,33.48,31.95,57470.29307,1.10E-06
GRB140606133,328.125,32.0141,56814.13324,7.59E-06
GRB141220252,195.067,32.1336,57011.252,5.34E-06
GRB140825328,342.84,31.09,56894.32831,7.81E-06
GRB160519012,71.113,31.197,57527.01219,2.46E-06
GRB140126815,208.7,31.28,56683.81507,5.35E-06
GRB090419997,88.6,31.3,54940.99659,9.54E-06
GRB131128629,355.308,31.3064,56624.62946,5.70E-07
GRB140216331,194.04,31.46,56704.33061,9.74E-07
GRB100302061,166.19,31.51,55257.06113,1.73E-07
GRB140227738,235.31,31.55,56715.73827,7.14E-07
GRB140628704,359.15,31.56,56836.70369,1.82E-06
GRB140906175,248.36,49.51,56906.17475,1.55E-06
GRB121124606,87.93,49.55,56255.60564,5.66E-08
GRB130815420,164.71,49.57,56519.42023,0.000045851
GRB140620219,281.87,49.73,56828.21907,6.15E-06
GRB090320801,183.4,49.8,54910.80123,1.67E-06
GRB140423356,197.289,49.8423,56770.356,0.000018062
GRB120729456,13.0743,49.9397,56137.4557,5.08E-06
GRB150330828,329.26,49.97,57111.82802,0.00014373
GRB131125689,114.675,48.414,56621.68948,4.52E-07
GRB140928100,163.77,48.47,56928.09958,2.78E-06
GRB130919352,59.8,48.52,56554.35214,4.68E-06
GRB120226871,302.93,48.665,55983.87103,0.000052036
GRB081126899,323.5,48.7,54796.89872,0.000011449
GRB150710646,133.88,48.9,57213.64608,1.52E-06
GRB150707124,84.42,48.96,57210.12446,0.00002531
GRB140502354,319.187,48.9701,56779.3544,2.11E-06
GRB090529564,162.7,47.3,54980.56389,8.69E-06
GRB101021063,0.46,47.34,55490.06287,2.93E-07
GRB130705398,156.3,47.41,56478.39796,2.12E-07
GRB160718975,99.45,47.46,57587.97533,2.47E-06
GRB130518580,355.671,47.478,56430.5796,0.000094591
GRB110117364,130.87,47.59,55578.36448,2.56E-06
GRB140630505,27.58,47.73,56838.50547,0.000007632
GRB100802240,2.4673,47.7545,55410.24,1.20E-06
GRB130314147,206.21,46.77,56365.14672,0.000014603
GRB140508128,255.467,46.7803,56785.12772,0.000061432
GRB120504468,329.94,46.83,56051.46782,3.36E-06
GRB100706693,255.16,46.89,55383.69327,1.32E-07
GRB110106893,134.196,46.998,55567.89324,4.11E-06
GRB100328141,155.94,47.03,55283.14079,1.01E-06
GRB160119072,231.99,47.17,57406.07237,7.53E-07
GRB090403314,67.1,47.2,54924.31438,1.09E-06
GRB140218427,347.48,44.54,56706.42673,5.61E-06
GRB110609185,327.83,44.59,55721.18485,5.05E-07
GRB111109873,129.98,44.65,55874.87311,6.69E-06
GRB101025267,134.71,44.88,55494.26659,4.49E-06
GRB121117018,279.14,44.93,56248.0178,0.000010632
GRB160609690,24.35,44.95,57548.68978,5.15E-08
GRB090222179,118.6,45,54884.17858,3.23E-06
GRB140703026,12.9957,45.1018,56841.02578,7.57E-06
GRB140501497,62.78,43.25,56778.49665,6.97E-06
GRB100424876,7.79,43.35,55310.8763,0.000014946
GRB151118554,292.98,43.4,57344.55423,0.00000427
GRB160530667,133.48,43.48,57538.6675,0.000091857
GRB101010190,47.19,43.56,55479.19013,1.55E-06
GRB160922856,348.11,43.57,57653.85589,8.69E-07
GRB160816414,25.32,43.7,57616.41377,8.41E-07
GRB140416060,35.41,43.91,56763.0602,0.000081404
GRB110107886,299.13,42.04,55568.88602,0.000013156
GRB150502435,241.46,42.06,57144.43467,0.000025476
GRB110903009,164.21,42.08,55807.0091,0.000015206
GRB160623209,315.24,42.27,57562.20873,3.96E-06
GRB091109895,247.72,42.31,55144.89491,2.02E-06
GRB100902990,306.04,42.31,55441.98981,2.11E-06
GRB160821857,171.248,42.343,57621.85729,0.00052221
GRB080816503,156.2,42.6,54694.50299,0.000013301
GRB090126245,224.9,41.2,54857.24483,3.58E-07
GRB160804775,72.17,41.28,57604.77451,8.82E-06
GRB120224282,118.42,41.34,55981.28227,9.12E-06
GRB100718796,298.47,41.43,55395.79609,2.53E-06
GRB120605453,243.61,41.51,56083.45296,3.25E-06
GRB161026373,67.7,41.85,57687.37311,1.44E-07
GRB111010709,69.8,41.88,55844.70874,0.000012556
GRB130204484,105.64,41.92,56327.48393,2.81E-07
GRB110705151,156.024,40.099,55747.15083,2.85E-06
GRB141222691,97.43,40.13,57013.69063,0.000023313
GRB151022577,110.37,40.23,57317.57711,2.77E-07
GRB140714268,220.99,40.31,56852.268,0.000018523
GRB110916016,4.11,40.36,55820.01599,4.23E-07
GRB090422150,294.7,40.4,54943.1495,4.59E-07
GRB120713226,161.68,40.66,56121.22603,1.13E-06
GRB111208353,290.15,40.669,55903.3529,0.000003258
GRB110920338,87.57,38.76,55824.33838,2.69E-06
GRB140626843,120.81,38.78,56834.84322,0.000000993
GRB140521184,308.73,38.86,56798.18417,2.75E-06
GRB091107635,182.35,38.94,55142.63472,9.33E-07
GRB150211239,336.56,38.98,57064.23908,8.70E-07
GRB160910722,221.442,39.0668,57641.72198,0.00007966
GRB130924910,78.59,39.26,56559.91044,3.47E-07
GRB151211672,262.49,39.26,57367.67193,6.30E-06
GRB110428388,5.3,64.8,55679.38785,0.000021567
GRB130725527,42.45,64.82,56498.52686,0.000005182
GRB161106499,202.05,64.88,57698.49854,0.000014519
GRB140110814,31.86,65.16,56667.81359,8.32E-06
GRB150828333,193.81,65.78,57262.33259,4.32E-06
GRB151227072,205.5,65.87,57383.07231,4.83E-06
GRB110221244,15.18,66.05,55613.24397,0.000002246
GRB151212030,303.81,66.06,57368.02984,2.06E-06
GRB100811781,108.14,62.19,55419.78066,4.68E-06
GRB100929235,166.33,62.29,55468.23533,4.95E-07
GRB120811649,199.709,62.291,56150.64925,3.45E-06
GRB160821937,279.987,62.393,57621.93696,1.95E-07
GRB141026742,132.82,62.48,56956.74175,3.97E-07
GRB140204547,166.11,62.53,56692.54656,2.35E-06
GRB110722710,8.28,62.74,55764.70956,1.80E-06
GRB160421137,47.23,62.78,57499.13719,0.000039607
GRB100410740,78.13,61.33,55296.74012,6.21E-06
GRB151027166,272.487,61.3534,57322.16556,0.000014069
GRB080809808,91.7,61.4,54687.80802,4.14E-06
GRB090912660,188.04,61.48,55086.66006,0.000010375
GRB161109263,157.86,61.8,57701.26303,0.000020917
GRB090621185,11.0198,61.9412,55003.18512,0.00001084
GRB130325005,30.44,62.06,56376.0054,5.66E-08
GRB121019233,43.47,62.14,56219.23275,5.89E-07
GRB121113544,313.17,59.82,56244.54356,0.000026848
GRB141202470,145.01,59.87,56993.4702,4.24E-06
GRB141126233,243.87,59.99,56987.23329,4.05E-07
GRB130630272,170.01,60.06,56473.27176,0.00001652
GRB091106762,49.13,60.32,55141.76195,1.83E-06
GRB100304004,76.2,60.46,55259.00371,6.31E-06
GRB081025349,245.4,60.5,54764.34937,6.32E-06
GRB160316573,178.13,60.76,57463.57322,3.49E-06
GRB130420313,196.11,59.42,56402.31273,0.000011593
GRB140912664,303.5,59.56,56912.6643,5.92E-07
GRB090107681,284.8,59.6,54838.68105,2.90E-06
GRB101119685,226.49,59.61,55519.68545,1.69E-07
GRB140713780,281.114,59.625,56851.78039,8.31E-07
GRB130224370,205.9,59.72,56347.37017,4.96E-06
GRB160118060,17.72,59.78,57405.05952,0.00002984
GRB090824918,46.65,59.81,55067.91828,3.65E-06
GRB080806584,94.6,57.8,54684.58416,4.31E-07
GRB160709370,266.45,57.82,57578.3698,7.02E-06
GRB161115745,351.59,58.06,57707.74481,1.64E-07
GRB140817293,127.265,58.1901,56886.29303,5.03E-06
GRB161015400,170.45,58.2,57676.40001,1.07E-07
GRB151212064,313.68,58.25,57368.06395,8.41E-06
GRB120926335,318.39,58.38,56196.33538,2.48E-06
GRB120206949,73.45,58.41,55963.9488,5.88E-06
GRB130404877,28.29,56.49,56386.87652,2.20E-07
GRB160814622,21.71,56.51,57614.62151,3.91E-07
GRB091024372,339.252,56.8893,55128.3722,0.000008561
GRB091024380,339.252,56.8893,55128.37951,0.000025535
GRB081229187,172.6,56.9,54829.18683,1.06E-06
GRB160303201,163.49,56.94,57450.20107,0.000014295
GRB140705539,163.86,56.97,56843.53853,3.18E-06
GRB090306245,137,57,54896.24451,1.37E-06
GRB140716306,215.23,57.01,56854.3057,2.40E-07
GRB131126163,215.43,53.53,56622.16262,1.70E-06
GRB130304410,98.93,53.57,56355.40964,0.000037015
GRB140608713,211.96,53.82,56816.71332,1.95E-06
GRB090909487,32.3,53.92,55083.487,5.73E-06
GRB081215784,125.6,54,54815.78376,0.000054666
GRB121128212,300.6,54.2998,56259.2124,9.30E-06
GRB090429530,260,54.3,54950.53016,4.36E-06
GRB161022114,129.002,54.349,57683.11373,1.73E-06
GRB090109332,129.6,51.8,54840.33229,2.09E-07
GRB130305486,116.765,52.025,56356.48555,0.00004649
GRB130112286,236.03,52.19,56304.2862,2.61E-06
GRB120226447,87.59,52.35,55983.44741,5.85E-06
GRB160206430,184.26,52.41,57424.43,2.80E-06
GRB110605183,14.95,52.46,55717.18301,0.000019252
GRB140311885,252.291,52.747,56727.88513,0.000007024
GRB120101354,185.87,52.91,55927.35425,1.09E-07
GRB121217313,153.71,-62.3505,56278.31252,6.77E-06
GRB110521478,57.54,-62.34,55702.47846,3.61E-06
GRB111003465,276.76,-62.32,55837.46528,0.000021043
GRB110929187,288.19,-62.21,55833.18673,2.20E-06
GRB160528276,114.5,-62.11,57536.27616,7.43E-07
GRB150802127,151.53,-62.08,57236.12711,0.000014592
GRB130406288,157.78,-62.05,56388.28823,0.000002924
GRB141013803,315.06,-61.89,56943.80347,8.81E-06
