name,ra,dec
3FGL J1918.0+3750,289.5005,37.8426
3FGL J2329.2+3754,352.3184,37.914
3FGL J0605.0+3756,91.2533,37.935
3FGL J1129.0+3758,172.2529,37.9716
3FGL J1635.2+3809,248.8119,38.1525
3FGL J1104.4+3812,166.1182,38.2099
3FGL J0418.5+3813c,64.6401,38.2207
3FGL J0310.8+3814,47.7094,38.2374
3FGL J1419.8+3819,214.9555,38.3248
3FGL J1131.4+3819,172.8502,38.3302
3FGL J0529.2+3822,82.3094,38.3669
3FGL J0006.4+3825,1.6123,38.4183
3FGL J2250.1+3825,342.5267,38.4188
3FGL J2358.5+3827,359.6342,38.4539
3FGL J1838.1+3827,279.5498,38.4634
3FGL J0252.3+3830,43.084,38.508
3FGL J2034.4+3833c,308.6208,38.5641
3FGL J0601.0+3837,90.2665,38.6247
3FGL J1632.8+3838,248.2024,38.6477
3FGL J2022.2+3840,305.5632,38.6783
3FGL J1958.6+3844,299.6743,38.7454
3FGL J1203.2+3847,180.8053,38.7904
3FGL J2340.7+3847,355.188,38.7965
3FGL J1953.3+3847,298.3291,38.798
3FGL J2018.5+3851,304.632,38.8599
3FGL J0923.1+3853,140.7904,38.8972
3FGL J0342.2+3857,55.5678,38.9591
3FGL J0916.3+3857,139.0901,38.9618
3FGL J0910.7+3858,137.6894,38.9714
3FGL J1734.3+3858,263.5863,38.9775
3FGL J1041.8+3901,160.4508,39.0184
3FGL J1236.6+3901,189.1645,39.0244
3FGL J0136.5+3905,24.1305,39.0963
3FGL J0032.5+3912,8.1464,39.2131
3FGL J0156.3+3913,29.0932,39.2311
3FGL J0334.2+3915,53.5544,39.2504
3FGL J0824.9+3916,126.249,39.2768
3FGL J2139.5+3919,324.8972,39.3238
3FGL J1944.1+3919,296.0394,39.3246
3FGL J1535.7+3920,233.931,39.3348
3FGL J2032.5+3921,308.1394,39.3589
3FGL J2358.9+3926,359.736,39.4476
3FGL J0223.6+3927,35.9179,39.4527
3FGL J0105.3+3928,16.3305,39.4725
3FGL J1439.2+3931,219.8215,39.5203
3FGL J0556.2+3933,89.0576,39.5502
3FGL J0934.1+3933,143.5494,39.5639
3FGL J2313.1+3935,348.277,39.5863
3FGL J1051.4+3941,162.8611,39.6923
3FGL J1653.9+3945,253.4781,39.754
3FGL J1640.6+3945,250.1586,39.7553
3FGL J0048.0+3950,12.0068,39.843
3FGL J1642.9+3950,250.7478,39.8487
3FGL J1745.7+3952,266.4394,39.867
3FGL J1023.1+3952,155.7788,39.8734
3FGL J1341.0+3955,205.2628,39.9185
3FGL J2325.2+3957,351.3204,39.9543
3FGL J1146.8+3958,176.7242,39.9695
3FGL J0333.4+4003,53.3684,40.0519
3FGL J2026.8+4003,306.7161,40.0526
3FGL J1723.9+4004,260.9858,40.0684
3FGL J0007.9+4006,1.9829,40.1068
3FGL J0651.3+4014,102.8291,40.2459
3FGL J1100.5+4020,165.145,40.338
3FGL J2021.5+4026,305.3856,40.4477
3FGL J2021.0+4031e,305.27,40.52
3FGL J2251.9+4031,342.988,40.5244
3FGL J2032.5+4032,308.1253,40.5349
3FGL J0230.8+4032,37.702,40.5432
3FGL J1153.4+4033,178.3613,40.5569
3FGL J2356.0+4037,359.0214,40.6319
3FGL J0512.9+4038,78.249,40.647
3FGL J2028.5+4040c,307.1349,40.677
3FGL J0822.9+4041,125.7375,40.6947
3FGL J0948.6+4041,147.1698,40.6959
3FGL J0809.5+4045,122.3961,40.7572
3FGL J0928.5+4048,142.1325,40.8159
3FGL J0040.3+4049,10.083,40.8178
3FGL J2300.0+4053,345.0242,40.8929
3FGL J2244.1+4057,341.0425,40.9652
3FGL J1101.5+4106,165.3852,41.1081
3FGL J2337.5+4108,354.3938,41.1386
3FGL J0733.8+4108,113.4723,41.1426
3FGL J2028.6+4110e,307.17,41.17
3FGL J1616.8+4111,244.2126,41.1922
3FGL J2039.4+4111,309.854,41.1982
3FGL J1014.2+4115,153.5599,41.2535
3FGL J1033.2+4116,158.3035,41.2763
3FGL J0042.5+4117,10.6293,41.2957
3FGL J0316.6+4119,49.1649,41.3295
3FGL J1209.4+4119,182.3538,41.3316
3FGL J2240.9+4121,340.2424,41.3528
3FGL J0612.8+4122,93.2079,41.3712
3FGL J1625.9+4125,246.4996,41.4225
3FGL J1639.8+4125,249.9702,41.4283
3FGL J2023.5+4126,305.876,41.4337
3FGL J0912.2+4126,138.0565,41.4414
3FGL J2032.2+4126,308.0598,41.4469
3FGL J0923.3+4127,140.846,41.4634
3FGL J0340.3+4130,55.0904,41.5087
3FGL J0319.8+4130,49.9586,41.5137
3FGL J2037.4+4132c,309.3539,41.534
3FGL J0423.8+4150,65.9679,41.8335
3FGL J2151.6+4154,327.9032,41.906
3FGL J1150.5+4155,177.6347,41.9196
3FGL J2011.1+4203,302.7985,42.0556
3FGL J1434.1+4203,218.5394,42.0568
3FGL J0202.5+4206,30.6334,42.1127
3FGL J2042.4+4209,310.6142,42.1532
3FGL J1520.3+4209,230.093,42.1545
3FGL J2323.9+4211,350.9813,42.1839
3FGL J1120.8+4212,170.2095,42.2052
3FGL J2038.4+4212,309.6248,42.2085
3FGL J2000.1+4212,300.0288,42.2095
3FGL J2018.6+4213,304.6747,42.2304
3FGL J2202.7+4217,330.6872,42.2835
3FGL J0102.3+4217,15.5946,42.2888
3FGL J0834.1+4223,128.5283,42.3967
3FGL J0818.2+4223,124.5615,42.399
3FGL J0049.0+4224,12.253,42.413
3FGL J1012.7+4229,153.184,42.4937
3FGL J1648.0+4230,252.0181,42.5102
3FGL J0248.5+4232,42.1259,42.5362
3FGL J0656.4+4232,104.1012,42.542
3FGL J0218.1+4233,34.5459,42.5543
3FGL J2036.8+4234c,309.222,42.5681
3FGL J1428.5+4240,217.1494,42.6711
3FGL J0904.3+4240,136.0882,42.6825
3FGL J1848.9+4247,282.2255,42.7914
3FGL J2254.6+4253,343.657,42.8883
3FGL J0526.0+4253,81.5231,42.889
3FGL J1635.3+4257,248.8498,42.9645
3FGL J1819.1+4259,274.7911,42.9926
3FGL J1944.8+4300,296.2216,43.0047
3FGL J0222.6+4301,35.6735,43.0329
3FGL J2034.6+4302,308.6701,43.039
3FGL J1309.3+4304,197.3452,43.0749
3FGL J1824.4+4310,276.1022,43.169
3FGL J1709.6+4318,257.4236,43.3125
3FGL J1749.1+4322,267.2762,43.379
3FGL J0611.2+4323,92.8164,43.3869
3FGL J0133.3+4324,23.3378,43.4026
3FGL J0039.1+4330,9.7979,43.5016
3FGL J1506.3+4332,226.5942,43.5442
3FGL J1224.6+4332,186.1578,43.5456
3FGL J1521.8+4340,230.4656,43.6738
3FGL J2058.0+4347,314.5034,43.7949
3FGL J2033.3+4348c,308.3378,43.8118
3FGL J1442.0+4348,220.5105,43.8153
3FGL J2043.1+4350,310.7766,43.8353
3FGL J2001.1+4352,300.2971,43.8797
3FGL J0800.9+4401,120.2443,44.0173
3FGL J1801.5+4403,270.3974,44.0534
3FGL J0834.7+4403,128.6891,44.0604
3FGL J0854.2+4408,133.5732,44.1453
3FGL J1340.6+4412,205.1642,44.2124
3FGL J2247.8+4413,341.9603,44.2242
3FGL J2030.8+4416,307.7156,44.2704
3FGL J1247.0+4421,191.7527,44.3552
3FGL J2116.2+4422,319.0635,44.3805
3FGL J1145.8+4425,176.4615,44.4205
3FGL J1105.7+4427,166.4268,44.4563
3FGL J0128.5+4430,22.1288,44.5067
3FGL J0348.1+4431,57.0475,44.5292
3FGL J0154.9+4433,28.7369,44.5536
3FGL J2048.8+4436,312.2238,44.6082
3FGL J1330.0+4437,202.5104,44.6313
3FGL J2321.6+4438,350.416,44.634
3FGL J0625.2+4440,96.3183,44.6804
3FGL J1913.9+4441,288.4958,44.6909
3FGL J0920.9+4442,140.2299,44.7048
3FGL J2302.7+4443,345.6847,44.7224
3FGL J1514.8+4446,228.7107,44.7785
3FGL J0209.5+4449,32.384,44.8173
3FGL J1345.6+4453,206.4006,44.8942
3FGL J0023.5+4454,5.8781,44.9055
3FGL J0102.1+4458,15.5367,44.9718
3FGL J0749.0+4459,117.2654,44.9868
3FGL J1816.5+4512,274.1316,45.2014
3FGL J0654.4+4514,103.6042,45.2469
3FGL J0503.4+4522,75.8646,45.3746
3FGL J1727.1+4531,261.7997,45.5272
3FGL J0517.4+4540,79.3735,45.6679
3FGL J2102.3+4547,315.589,45.785
3FGL J0950.1+4554,147.5347,45.9035
3FGL J2111.4+4605,317.8663,46.0896
3FGL J2354.1+4605,358.5393,46.0915
3FGL J1912.7+4610,288.1782,46.1721
3FGL J0006.6+4618,1.6512,46.3054
3FGL J1709.9+4624,257.4874,46.412
3FGL J2012.0+4629,303.0024,46.4965
3FGL J1616.4+4631,244.1189,46.5176
3FGL J0154.1+4642,28.535,46.702
3FGL J0354.1+4643,58.531,46.718
3FGL J0332.4+4644,53.1234,46.7358
3FGL J0903.1+4649,135.7992,46.8202
3FGL J0022.7+4651,5.6872,46.8528
3FGL J1808.0+4652,272.0099,46.8679
3FGL J2102.8+4704,315.7239,47.0695
3FGL J1531.8+4704,232.9543,47.0814
3FGL J2026.4+4709,306.6003,47.1623
3FGL J1615.8+4712,243.9541,47.2105
3FGL J0008.0+4713,2.0166,47.2281
3FGL J2140.0+4715,325.0147,47.2568
3FGL J1637.7+4715,249.4308,47.264
3FGL J0303.6+4716,45.9209,47.2682
3FGL J1331.8+4718,202.9717,47.3032
3FGL J1745.4+4721,266.3734,47.3506
3FGL J0957.4+4728,149.3693,47.4723
3FGL J2147.2+4730c,326.8102,47.5154
3FGL J0710.5+4732,107.6253,47.5334
3FGL J2041.1+4736,310.2807,47.603
3FGL J1740.3+4736,265.0862,47.6083
3FGL J0607.4+4739,91.8598,47.6538
3FGL J0244.4+4745,41.1231,47.7531
3FGL J1500.6+4750,225.173,47.8412
3FGL J0137.0+4752,24.2569,47.8764
3FGL J1503.7+4759,225.9254,47.9873
3FGL J1838.8+4802,279.7015,48.0371
3FGL J1657.7+4807,254.4285,48.1316
3FGL J0533.2+4822,83.3066,48.378
3FGL J0754.8+4824,118.7088,48.4103
3FGL J1231.6+4825,187.9083,48.4179
3FGL J0728.0+4828,112.0191,48.472
3FGL J1312.7+4828,198.1878,48.474
3FGL J1415.2+4832,213.8114,48.5396
3FGL J0102.8+4840,15.7013,48.6728
3FGL J1829.6+4844,277.4135,48.7488
3FGL J0149.6+4846,27.4211,48.7693
3FGL J0127.6+4851,21.9245,48.8613
3FGL J0850.0+4855,132.5195,48.9197
3FGL J0106.5+4855,16.627,48.9241
3FGL J1852.4+4856,283.1084,48.9469
3FGL J1228.7+4857,187.1806,48.9635
3FGL J2035.8+4902,308.9583,49.0467
3FGL J1138.2+4905,174.5526,49.0987
3FGL J0954.2+4913,148.5555,49.2204
3FGL J0832.6+4914,128.1667,49.2494
3FGL J0307.3+4916,46.8433,49.2704
3FGL J2029.4+4923,307.3568,49.3999
3FGL J1015.0+4925,153.7711,49.4326
3FGL J1053.7+4929,163.4304,49.4877
3FGL J0748.8+4929,117.2205,49.489
3FGL J1153.4+4932,178.3504,49.5358
3FGL J1124.9+4932,171.2479,49.5438
3FGL J2056.7+4938,314.1788,49.6415
3FGL J1544.0+4938,236.0181,49.6498
3FGL J0807.9+4946,121.9974,49.7738
3FGL J0113.4+4948,18.3722,49.8148
3FGL J1647.4+4950,251.8734,49.8372
3FGL J0930.0+4951,142.5218,49.8533
3FGL J1440.1+4955,220.0268,49.9247
3FGL J1739.4+4955,264.8729,49.9269
3FGL J1224.5+4957,186.1272,49.9599
3FGL J1215.0+5002,183.7744,50.0363
3FGL J0937.7+5008,144.4463,50.1454
3FGL J0929.4+5013,142.3544,50.2249
3FGL J1728.3+5013,262.0961,50.2306
3FGL J0733.8+5021,113.4504,50.3585
3FGL J2045.2+5026e,311.32,50.44
3FGL J0009.3+5030,2.3337,50.5104
3FGL J0712.6+5033,108.1717,50.5563
3FGL J1957.7+5034,299.4342,50.5702
3FGL J0654.4+5042,103.6087,50.702
3FGL J2201.7+5047,330.4337,50.7997
3FGL J1031.2+5053,157.817,50.8873
3FGL J1333.7+5057,203.4256,50.9541
3FGL J0253.8+5104,43.4721,51.0681
3FGL J0849.9+5108,132.4822,51.1445
3FGL J2038.8+5113,309.703,51.2207
3FGL J2321.3+5113,350.3453,51.221
3FGL J1454.5+5124,223.6304,51.4084
3FGL J1248.0+5130,192.0208,51.5063
3FGL J0248.4+5130,42.1101,51.514
3FGL J0930.7+5133,142.6877,51.559
3FGL J2215.6+5134,333.9115,51.5773
3FGL J1212.6+5135,183.1501,51.5971
3FGL J1617.8+5137,244.4524,51.6202
3FGL J1258.7+5137,194.6985,51.6276
3FGL J2347.0+5142,356.7642,51.7078
3FGL J0214.4+5143,33.611,51.7229
3FGL J0733.5+5153,113.3975,51.8913
3FGL J0121.7+5154,20.4495,51.9046
3FGL J1442.6+5156,220.669,51.9367
3FGL J1450.9+5200,222.7445,52.003
3FGL J0148.3+5200,27.0854,52.0099
3FGL J1330.9+5201,202.7447,52.0295
3FGL J2108.1+5202,317.0447,52.0424
3FGL J0946.2+5209,146.5742,52.1505
3FGL J1740.3+5211,265.0851,52.1909
3FGL J0828.5+5217,127.1401,52.2954
3FGL J2039.5+5217,309.8942,52.2984
3FGL J0809.8+5218,122.4545,52.3077
3FGL J1630.7+5222,247.681,52.3668
3FGL J0500.3+5237,75.091,52.6181
3FGL J0238.0+5237,39.5049,52.6256
3FGL J1649.4+5238,252.3668,52.6345
3FGL J2114.0+5239,318.5243,52.6523
3FGL J1103.3+5239,165.8371,52.6624
3FGL J2014.5+5246,303.6487,52.769
3FGL J1412.0+5249,213.0197,52.8173
3FGL J1253.2+5300,193.3012,53.0133
3FGL J0340.4+5302,55.1005,53.0484
3FGL J0843.9+5311,130.9923,53.1989
3FGL J0602.2+5314,90.562,53.2349
3FGL J0212.1+5320,33.0371,53.336
3FGL J1534.4+5323,233.6073,53.3984
3FGL J1256.7+5328,194.1888,53.469
3FGL J0608.6+5328,92.1599,53.4832
3FGL J1051.0+5332,162.763,53.5492
3FGL J1810.7+5335,272.6832,53.5885
3FGL J0302.0+5335,45.5217,53.5983
3FGL J0103.4+5336,15.8638,53.6153
3FGL J0809.5+5342,122.3965,53.7087
3FGL J1806.8+5346,271.7245,53.7806
3FGL J1740.4+5347,265.1028,53.784
3FGL J0753.1+5353,118.2829,53.8887
3FGL J1117.9+5355,169.4967,53.9287
3FGL J0211.7+5402,32.9286,54.0474
3FGL J1829.4+5402,277.3513,54.0493
3FGL J0926.3+5409,141.5798,54.1564
3FGL J0359.5+5413,59.8811,54.222
3FGL J1419.9+5425,214.9837,54.4195
3FGL J2309.0+5428,347.252,54.4759
3FGL J1731.9+5428,262.9846,54.4817
3FGL J0127.4+5433,21.8692,54.5546
3FGL J2347.9+5436,356.9834,54.6054
3FGL J0426.7+5437,66.6813,54.6168
3FGL J1553.1+5437,238.2919,54.6242
3FGL J0423.5+5442,65.8996,54.7058
3FGL J1208.7+5442,182.1878,54.7067
3FGL J0742.6+5444,115.6601,54.7337
3FGL J0047.9+5447,11.9842,54.797
3FGL J2114.9+5448,318.7251,54.8158
3FGL J1310.7+5515,197.6783,55.2617
3FGL J1341.5+5517,205.3851,55.2934
3FGL J1618.8+5520,244.7043,55.3455
3FGL J0957.6+5523,149.413,55.3866
3FGL J1756.3+5523,269.0767,55.3885
3FGL J0851.8+5531,132.9564,55.5252
3FGL J1903.2+5541,285.8214,55.6852
3FGL J1521.1+5543,230.2959,55.7222
3FGL J1359.0+5544,209.7646,55.7458
3FGL J1035.2+5545,158.8217,55.7509
3FGL J0131.3+5548,22.8346,55.8072
3FGL J1857.9+5549,284.5,55.8252
3FGL J0824.9+5551,126.2306,55.8582
3FGL J0015.7+5552,3.9408,55.8747
3FGL J1502.2+5553,225.555,55.8862
3FGL J2303.7+5555,345.9442,55.9168
3FGL J1016.1+5555,154.0343,55.9224
3FGL J0812.9+5555,123.2418,55.9333
3FGL J1509.7+5556,227.438,55.9349
3FGL J0425.8+5600,66.4516,56.014
3FGL J0514.4+5603,78.6061,56.0558
3FGL J1558.9+5625,239.7424,56.4176
3FGL J1707.8+5626,256.9563,56.4434
3FGL J1058.6+5627,164.665,56.4549
3FGL J1606.1+5630,241.5478,56.5068
3FGL J0250.6+5630,42.6607,56.5146
3FGL J0127.5+5634,21.8942,56.5686
3FGL J1436.8+5639,219.2128,56.6607
3FGL J1330.4+5641,202.612,56.688
3FGL J0235.7+5647,38.9276,56.7867
3FGL J1824.2+5649,276.0578,56.8329
3FGL J1625.0+5651,246.2519,56.8639
3FGL J0352.9+5655,58.2368,56.9213
3FGL J0047.0+5658,11.7669,56.9715
3FGL J0617.2+5701,94.3002,57.0251
3FGL J0638.4+5704,99.605,57.0743
3FGL J1244.8+5707,191.2118,57.1211
3FGL J1844.1+5709,281.0433,57.1611
3FGL J1037.5+5711,159.3889,57.1949
3FGL J1604.6+5714,241.1701,57.2413
3FGL J1637.9+5719,249.4934,57.3269
3FGL J0003.5+5721,0.8903,57.3597
3FGL J0451.7+5722,72.94,57.3734
3FGL J1531.0+5737,232.7673,57.6215
3FGL J0816.7+5739,124.1827,57.6603
3FGL J2135.6+5742,323.9005,57.7131
3FGL J1302.6+5748,195.674,57.8113
3FGL J2118.3+5751,319.588,57.8626
3FGL J1343.6+5753,205.9117,57.8994
3FGL J0945.9+5756,146.4831,57.9425
3FGL J1422.8+5801,215.722,58.0271
3FGL J0014.7+5802,3.6827,58.0424
3FGL J1131.1+5810,172.7798,58.168
3FGL J0137.8+5813,24.4582,58.2316
3FGL J1248.2+5820,192.07,58.3479
3FGL J0540.4+5823,85.1236,58.3905
3FGL J0102.8+5825,15.7042,58.4245
3FGL J0327.4+5828c,51.8689,58.477
3FGL J2240.9+5831,340.2409,58.5261
3FGL J2125.8+5832,321.4612,58.549
3FGL J0915.0+5844,138.7704,58.7402
3FGL J1616.8+5846,244.216,58.783
3FGL J2323.4+5849,350.8702,58.8193
3FGL J1725.3+5853,261.332,58.8871
3FGL J2301.2+5853,345.313,58.898
3FGL J1151.4+5858,177.8605,58.9806
3FGL J0254.2+5903,43.5587,59.0525
3FGL J2238.4+5903,339.6057,59.0534
3FGL J0733.3+5904,113.328,59.0668
3FGL J0710.3+5908,107.5851,59.1483
3FGL J1018.8+5913,154.719,59.2308
3FGL J1732.7+5914,263.1832,59.2473
3FGL J1815.1+5919,273.7941,59.3263
3FGL J1128.0+5921,172.0025,59.3509
3FGL J2210.1+5925,332.5261,59.4212
3FGL J1836.2+5925,279.0611,59.4306
3FGL J0133.3+5930,23.3364,59.5141
3FGL J0806.6+5933,121.6694,59.5592
3FGL J0533.2+5944,83.311,59.7415
3FGL J2110.4+5946,317.6193,59.7793
3FGL J1742.2+5947,265.5733,59.7929
3FGL J0035.9+5949,8.9891,59.8318
3FGL J0925.6+5959,141.4043,59.9937
3FGL J0358.8+6002,59.7126,60.0399
3FGL J1934.2+6002,293.5502,60.0399
3FGL J1656.9+6008,254.2457,60.1433
3FGL J0545.6+6019,86.4153,60.3219
3FGL J1031.6+6021,157.9173,60.3594
3FGL J0248.5+6022,42.147,60.3725
3FGL J1154.3+6023,178.5899,60.387
3FGL J2053.1+6027,313.2884,60.4582
3FGL J1550.4+6027,237.6233,60.4619
3FGL J1203.1+6029,180.7988,60.4975
3FGL J0644.6+6035,101.1519,60.5911
3FGL J0348.4+6039,57.105,60.6634
3FGL J2210.1+6043,332.5314,60.7248
3FGL J2225.8+6045,336.4647,60.7653
3FGL J1729.0+6049,262.2643,60.8257
3FGL J1033.8+6051,158.4609,60.8593
3FGL J1220.3+6055,185.0911,60.9288
3FGL J0221.1+6059,35.2994,60.9969
3FGL J0834.6+6101,128.6742,61.0216
3FGL J0707.2+6101,106.8123,61.0295
3FGL J2329.8+6102,352.4567,61.0402
3FGL J1722.7+6104,260.6901,61.0824
3FGL J0332.4+6110,53.1208,61.1701
3FGL J0240.5+6113,40.1379,61.2281
3FGL J2229.0+6114,337.271,61.2415
3FGL J0505.9+6114,76.4816,61.2448
3FGL J1840.5+6116,280.1297,61.2831
3FGL J1927.7+6118,291.9276,61.3077
3FGL J0014.6+6119,3.6592,61.3182
3FGL J0131.2+6120,22.8013,61.335
3FGL J1258.0+6120,194.5234,61.3398
3FGL J2215.5+6122,333.8768,61.3797
3FGL J1143.0+6123,175.7741,61.3839
3FGL J1542.9+6129,235.7383,61.4953
3FGL J0109.8+6132,17.4681,61.5495
3FGL J1155.9+6136,178.9751,61.6031
3FGL J0221.8+6138c,35.4729,61.6414
3FGL J0805.4+6144,121.3583,61.7455
3FGL J1658.3+6149,254.5954,61.8279
3FGL J0941.0+6151,145.2745,61.866
3FGL J1926.8+6154,291.7073,61.9017
3FGL J0225.8+6159,36.4722,61.987
3FGL J0220.1+6202c,35.0481,62.0438
3FGL J0223.6+6204,35.9061,62.0811
3FGL J0217.3+6209,34.3465,62.1542
3FGL J0921.8+6215,140.4528,62.2665
3FGL J0002.6+6218,0.6745,62.3006
3FGL J0859.1+6219,134.791,62.321
3FGL J2254.1+6229,343.5474,62.4969
3FGL J0224.0+6235,36.0161,62.5982
3FGL J0233.0+6237,38.2689,62.6227
3FGL J1254.1+6240,193.5426,62.6776
3FGL J0039.3+6256,9.8342,62.9415
3FGL J0128.4+6257,22.1161,62.9619
3FGL J1237.9+6258,189.4951,62.9786
3FGL J2002.7+6303,300.6965,63.0568
3FGL J0332.0+6308,53.0012,63.1478
3FGL J2033.6+6309,308.4211,63.1507
3FGL J1549.0+6309,237.2597,63.153
3FGL J0223.5+6313,35.8832,63.2256
3FGL J0001.0+6314,0.2535,63.244
3FGL J1027.7+6316,156.9323,63.2746
3FGL J2221.7+6318,335.4353,63.303
3FGL J0425.2+6319,66.3243,63.3206
3FGL J2237.9+6320,339.482,63.334
3FGL J0526.6+6321,81.6599,63.3585
3FGL J0453.2+6321,73.3175,63.3656
3FGL J1020.0+6323,155.0231,63.3844
3FGL J1645.9+6336,251.4981,63.6109
3FGL J2217.2+6346,334.307,63.7738
3FGL J1451.2+6355,222.805,63.9193
3FGL J0025.7+6404,6.4326,64.0693
3FGL J1211.8+6413,182.9734,64.2238
3FGL J1231.5+6414,187.8792,64.2341
3FGL J1807.8+6427,271.9511,64.4552
3FGL J0814.7+6428,123.677,64.4799
3FGL J0856.4+6429,134.11,64.4846
3FGL J0051.6+6445,12.9039,64.7592
3FGL J0205.5+6448,31.3957,64.815
3FGL J2206.5+6451,331.6288,64.8565
3FGL J2221.6+6507,335.4142,65.1273
3FGL J2000.0+6509,300.0157,65.1544
3FGL J2210.2+6509,332.553,65.1637
3FGL J0813.3+6509,123.3492,65.166
3FGL J0650.9+6524,102.7485,65.4148
3FGL J1517.6+6524,229.4195,65.415
3FGL J1338.9+6532,204.743,65.542
3FGL J0958.6+6534,149.6604,65.5667
3FGL J1757.4+6536,269.3606,65.6017
3FGL J0503.5+6538,75.8893,65.6335
3FGL J0333.9+6538,53.4862,65.6376
3FGL J0241.3+6542,40.3441,65.702
3FGL J2233.1+6542,338.2789,65.7148
3FGL J0000.1+6545,0.0377,65.7517
3FGL J2036.4+6551,309.1049,65.8572
3FGL J1404.8+6554,211.2153,65.9118
3FGL J0008.7+6558,2.1913,65.9677
3FGL J0919.4+6604,139.8712,66.0751
3FGL J2007.3+6605,301.8349,66.0925
3FGL J2144.6+6606,326.1627,66.1037
3FGL J0849.1+6607,132.2968,66.1266
3FGL J0740.8+6621,115.2196,66.361
3FGL J1512.3+6622,228.0872,66.3728
3FGL J1032.5+6623,158.1451,66.3938
3FGL J2153.9+6626,328.486,66.4478
3FGL J1821.9+6636,275.4771,66.6006
3FGL J0419.1+6636,64.7782,66.6049
3FGL J2353.3+6639,358.3372,66.6592
3FGL J1434.6+6640,218.6553,66.6821
3FGL J0527.3+6647,81.8355,66.7846
3FGL J2133.8+6648,323.4673,66.8005
3FGL J0228.5+6703,37.1321,67.0558
3FGL J1849.2+6705,282.3241,67.0928
3FGL J0843.4+6713,130.859,67.2181
3FGL J0730.3+6720,112.5846,67.3441
3FGL J1529.5+6733,232.3994,67.5592
3FGL J1136.6+6736,174.1566,67.6084
3FGL J0508.0+6736,77.0035,67.6143
3FGL J0931.8+6739,142.9676,67.6515
3FGL J0900.0+6754,135.0224,67.9137
3FGL J0004.2+6757,1.0551,67.9593
3FGL J0534.0+6759,83.5037,67.9998
3FGL J1141.2+6805,175.3238,68.099
3FGL J0110.2+6806,17.575,68.115
3FGL J1842.8+6810,280.7035,68.1802
3FGL J2356.9+6812,359.2388,68.2148
3FGL J0304.9+6817,46.233,68.2975
3FGL J0223.3+6820,35.8262,68.3428
3FGL J0426.3+6827,66.5898,68.4584
3FGL J1700.1+6829,255.0496,68.4849
3FGL J1715.7+6837,258.9387,68.6311
3FGL J0008.5+6853,2.1409,68.887
3FGL J1823.4+6857,275.8653,68.9508
3FGL J0630.3+6906,97.5893,69.1122
3FGL J2054.3+6907,313.5867,69.1309
3FGL J1951.3+6909,297.8327,69.1557
3FGL J1218.5+6912,184.6393,69.2165
3FGL J0116.8+6913,19.22,69.228
3FGL J0135.0+6927,23.7554,69.4657
3FGL J2355.4+6939,358.8638,69.6505
3FGL J0955.4+6940,148.8702,69.6732
3FGL J1806.7+6949,271.6815,69.8179
3FGL J1330.6+7002,202.6685,70.036
3FGL J2004.8+7003,301.2195,70.0597
3FGL J1748.6+7005,267.1691,70.0968
3FGL J1136.6+7009,174.1528,70.1517
3FGL J1058.1+7010,164.5356,70.1755
3FGL J0848.5+7018,132.1311,70.3008
3FGL J1756.9+7032,269.2465,70.5495
3FGL J0012.4+7040,3.11,70.6721
3FGL J2001.8+7041,300.4576,70.6923
3FGL J0841.4+7053,130.3727,70.8972
3FGL J1220.2+7105,185.068,71.0927
3FGL J0153.4+7114,28.3595,71.2417
3FGL J0636.7+7115,99.1914,71.2632
3FGL J0243.5+7119,40.8794,71.3277
3FGL J0721.9+7120,110.4902,71.3452
3FGL J1705.5+7134,256.3887,71.5667
3FGL J1110.0+7134,167.5038,71.5734
3FGL J0855.4+7142,133.8615,71.7123
3FGL J1048.4+7144,162.1223,71.7422
3FGL J1941.8+7218,295.4521,72.316
3FGL J1651.6+7219,252.9108,72.3182
3FGL J2010.3+7228,302.5755,72.4667
3FGL J0451.6+7231,72.9165,72.518
3FGL J1123.6+7231,170.9003,72.525
3FGL J0204.0+7234,31.0028,72.5783
3FGL J1047.6+7240,161.9179,72.6669
3FGL J0928.7+7300,142.189,73.014
3FGL J0007.0+7302,1.7656,73.0499
3FGL J1857.9+7319,284.4904,73.3266
3FGL J0638.6+7324,99.6529,73.4078
3FGL J1039.5+7324,159.8849,73.409
3FGL J1637.8+7325,249.4677,73.419
3FGL J1945.3+7329,296.3442,73.49
3FGL J0217.5+7349,34.3802,73.8298
3FGL J0516.3+7351,79.0953,73.8593
3FGL J0431.6+7403,67.9033,74.0582
3FGL J1410.9+7406,212.742,74.1073
3FGL J1550.3+7409,237.5977,74.1573
3FGL J1026.5+7423,156.6373,74.3915
3FGL J0744.3+7434,116.0985,74.5767
3FGL J1031.0+7440,157.7619,74.6819
3FGL J0308.0+7442,47.0184,74.7075
3FGL J0336.1+7500,54.0439,75.0153
3FGL J0028.6+7507,7.1611,75.1186
3FGL J0152.8+7517,28.2161,75.2901
3FGL J1136.1+7523,174.0441,75.3885
3FGL J0805.4+7534,121.3521,75.5815
3FGL J1619.1+7538,244.7987,75.6414
3FGL J0950.4+7550,147.6096,75.8495
3FGL J1209.9+7607,182.4775,76.1245
3FGL J2022.5+7612,305.6491,76.2084
3FGL J1357.6+7643,209.4066,76.7224
3FGL J2026.3+7644,306.5807,76.742
3FGL J1704.0+7646,256.0226,76.7687
3FGL J1839.9+7646,279.9998,76.7829
